,date,location,news title,news source(url),content summary,keywords,class_name
10,12/2021,"NEW YORK (BLOOMBERG, REUTERS) ",Activision Blizzard workers take first steps toward unionising amid harassment scandal,https://www.straitstimes.com/tech/tech-news/activision-blizzard-workers-take-first-steps-toward-unionising-amid-harassment,"NEW YORK (BLOOMBERG, REUTERS) - Some employees at Activision Blizzard are taking the initial, early steps toward organising in an industry that is not unionised.
Their efforts coincide with the creation of a strike fund to support hundreds of workers who have been participating in a work stoppage since Monday in protest of layoffs at one of Activision Blizzard's studios.
Employees and the Communications Workers of America also filed an unfair labour practice complaint against the company.
Organisation around the protests and a call for a strike is being initiated by the ABK Workers Alliance, which represents the employees from the company's largest studios, Activision, Blizzard and King.
Activision workers' biggest concern right now is having a voice in what is happening at the company, the spokesman said, adding that workers have been ""ignored and swept aside"" for months.","blizzard, video, kotick, company, steps, blizzards, employees, unionising, workers, spokesman, group, scandal, harassment, activision, amid, union",Severe weather disruptions
11,12/2021,WASHINGTON (REUTERS) ,"Coronavirus: Experts, governors warn of US Omicron 'blizzard' in weeks ahead",https://www.straitstimes.com/world/united-states/coronavirus-experts-governors-warn-of-us-omicron-blizzard-in-weeks-ahead,"WASHINGTON (REUTERS) - US health experts on Thursday (Dec 30) urged Americans to prepare for severe disruptions in coming weeks as the rising wave of Covid-19 cases led by the Omicron variant threatened hospitals, schools and other sectors impacting their daily lives.
At least 18 states and Puerto Rico have set pandemic records for new cases, according to the tally.
Maryland, Ohio and Washington, D.C., also saw record hospitalisations as overall US Covid-19 hospitalisations rose 27 per cent.
US health officials have said early data show Omicron appears less severe but have continued to push vaccinations, masks and physical distancing.
US health regulators plan to approve a third vaccine dose for 12 to 15-year-olds next week, according to media reports.","blizzard, hospitalisations, covid19, omicron, record, cases, warn, weeks, coronavirus, disease, washington, going, travel, health, experts, warning, ahead, governors",Severe weather disruptions
12,11/2021,NEW YORK (BLOOMBERG) ,Activision Blizzard's attempt to boost morale after new allegations leave some staff unmoved,https://www.straitstimes.com/tech/tech-news/activision-blizzards-attempt-to-boost-morale-after-new-allegations-leave-some-staff,"The gatherings took place on video calls across the game publisher's three primary organizations, Activision, Blizzard and King.
The board said it is standing by Mr Kotick, but partners and shareholders have raised questions about his handling of the crisis.
Activision president Rob Kostich told people in his group that Mr Kotick would not be resigning, according to two attendees.
Activision Blizzard chief operating officer Daniel Alegre denied that was the reason.
Ms Oneal, who resigned earlier this month, said she was paid less than Mr Ybarra.","unmoved, staff, kotick, blizzard, chief, according, company, leave, blizzards, attempt, employees, boost, mr, allegations, morale, ybarra, activision, alegre",Severe weather disruptions
13,11/2021,NEW YORK (BLOOMBERG) ,Activision Blizzard CEO embattled by staff and investors after report he knew of sexual misconduct for years,https://www.straitstimes.com/tech/tech-news/activision-blizzard-ceo-embattled-by-staff-and-investors-after-report-he-knew-of,"And that was before Tuesday (Nov 16), when the situation got even tougher for Mr Kotick.
Mr Kotick was aware of, and at times even interfered with, these reports, according to the Journal.
An internal investigation recommended that he be fired, but Mr Kotick stepped in to keep him in place, the Journal reported.
She also said she had been sexually harassed earlier at Activision, the paper reports.
The SEC has issued subpoenas to high-ranking executives, including Mr Kotick, according to the paper.","staff, blizzard, kotick, video, earlier, company, misconduct, report, mr, reports, journal, cent, knew, sexual, investors, activision, ceo, embattled",Severe weather disruptions
14,11/2021,"NEW YORK (BLOOMBERG, AFP) ","Activision Blizzard delays Diablo and Overwatch sequel games, CEO takes 99.9% pay cut",https://www.straitstimes.com/tech/tech-news/activision-blizzard-delays-diablo-and-overwatch-sequel-games-ceo-takes-999-pay-cut,"NEW YORK (BLOOMBERG, AFP) - Activision Blizzard, the video game publisher facing lawsuits for sexual discrimination and harassment, delayed two of its most anticipated games and gave a fourth-quarter forecast that fell short of expectations.
Diablo IV and Overwatch 2 will take longer than anticipated to finish, Activision said in a statement Tuesday (Nov 2).
The Securities and Exchange Commission is investigating the company over how it handled the allegations and has subpoenaed several senior executives, including CEO Mr Kotick.
Last week, Mr Kotick announced measures intended to strengthen anti-harassment protections at the video game giant following the accusations of discrimination against women at the firm.
""Our goal is to have the strictest harassment and non-retaliation policies of any employer"", Mr Kotick wrote.","discrimination, delays, kotick, mr, game, harassment, activision, week, blizzard, takes, overwatch, sequel, pay, video, company, games, sexual, ceo, diablo, cut",Severe weather disruptions
15,12/2021,NEW YORK (BLOOMBERG) ,Activision Blizzard's Call Of Duty game testers plan walkout over job cuts,https://www.straitstimes.com/tech/tech-news/activision-blizzards-call-of-duty-game-testers-plan-walkout-over-job-cuts,"The move reflects a broader labour movement taking hold at the embattled video game publisher.
The job cuts targeted a team of contractors primarily responsible for testing Call Of Duty: Warzone, ensuring the free-to-play game operates smoothly and without errors.
Collective action is rare in the North American video game industry, which does not have unions.
But workers at Activision, a company roiled by widespread sexual misconduct and discrimination allegations, have felt empowered to speak up.
Employees from across the video game publisher have shared scathing criticism on their social media feeds.","video, studio, according, job, company, blizzards, plan, mr, workers, game, duty, walkout, cuts, testers, activision, warzone",Severe weather disruptions
16,11/2021,NEW YORK (BLOOMBERG) ,"Scandal hit Activision Blizzard CEO tells staff he'd consider leaving, Dow Jones says",https://www.straitstimes.com/tech/tech-news/scandal-hit-activision-blizzard-ceo-tells-staff-hed-consider-leaving-dow-jones-says,"Mr Kotick did not rule out the possibility for his departure if misconduct issues in the company are not resolved ""with speed"", said the people, who were not identified by Dow Jones.
Activision did not immediately respond to an e-mailed query seeking a comment on the Dow Jones report Sunday.
In a statement following the earlier Journal article, the company said the board was confident Mr Kotick ""appropriately addressed workplace issues brought to his attention"".
Activision employees called for Mr Kotick to resign and staged a walkout on the company's Santa Monica campus last Tuesday after the Journal article.
The video game giant is also facing pressure from business partners.","tells, scandal, consider, dow, leaving, kotick, hed, mr, game, activision, week, staff, jones, hit, report, journal, video, company, ceo",Severe weather disruptions
17,11/2021,NEW YORK (BLOOMBERG) ,Xbox chief says he's evaluating relationship with Activision Blizzard after new scandal,https://www.straitstimes.com/tech/tech-news/xbox-chief-says-hes-evaluating-relationship-with-activision-blizzard-after-new,"NEW YORK (BLOOMBERG) - Microsoft's head of Xbox said he is ""evaluating all aspects of our relationship with Activision Blizzard and making ongoing proactive adjustments"", in light of the recent revelations at the video game publisher.
""This type of behaviour has no place in our industry,"" Mr Spencer wrote.
But Mr Spencer went a step further in saying he would take action.
JPMorgan Chase cut its recommendation on the stock, citing the growing controversy over Mr Kotick.
Activision stock slid 3 per cent on Thursday, bringing losses this week to more than 10 per cent.","chief, xbox, blizzard, kotick, workplace, video, recent, relationship, spencer, mr, hes, evaluating, scandal, stock, activision, week",Severe weather disruptions
18,08/2021,NEW YORK (BLOOMBERG) ,Blizzard turned game developers into rock stars. Misbehaviour followed,https://www.straitstimes.com/tech/tech-news/blizzard-turned-game-developers-into-rock-stars-misbehaviour-followed,"Mr Ingalls told a brief story that concluded with a strange piece of advice: ""Don't sleep with your assistant.
That facade crumbled last month when California sued Activision Blizzard, saying it harboured a ""frat boy"" culture of sexual harassment and discrimination.
Current and former Blizzard employees then took to social media to share their own experiences.
Mr Kilgore and Mr Ingalls did not respond to multiple requests for comment about the meeting in 2018.
Mr Ingalls left the following year for a job at Amazon.com.","blizzard, ingalls, comment, bloomberg, officer, followed, company, activision, employees, mr, game, rock, meeting, misbehaviour, turned, developers, stars",Severe weather disruptions
19,09/2021,WASHINGTON (BLOOMBERG) ,Activision Blizzard's labour woes grow on US federal labour board complaint,https://www.straitstimes.com/tech/tech-news/activision-blizzards-labour-woes-grow-on-us-federal-labour-board-complaint,"WASHINGTON (BLOOMBERG) - A union has filed a federal labour board complaint against Activision Blizzard, opening a new front in the legal battle over workplace rights at the video-game maker.
The United States National Labor Relations Board (NLRB) complaint, filed by the Communications Workers of America (CWA), accuses Activision of violating federal labour law through coercive rules, actions and statements.
Activision Blizzard, which creates games like Call Of Duty and World Of Warcraft, is embroiled in controversy over its treatment of employees.
Complaints filed with the labour board are investigated by regional offices and, if found to have merit and not settled, can be prosecuted by the agency's general counsel and heard by administrative law judges.
Meanwhile, Activision Blizzard is hiring executives from Walt Disney and Delta Air Lines to address the company's corporate culture.","blizzard, workplace, woes, blizzards, employees, labour, workers, board, grow, filed, complaint, activision, federal",Severe weather disruptions
20,07/2021,NEW YORK (BLOOMBERG) ,"Blizzard botched Warcraft III game remake after internal fights, pressure over costs",https://www.straitstimes.com/tech/tech-news/blizzard-botched-warcraft-iii-game-remake-after-internal-fights-pressure-over-costs,"Warcraft III: Reforged was a long-awaited reimagining of one of Blizzard's most popular games.
With Blizzard pressured to focus on its biggest franchises, Warcraft III: Reforged could not get the ambitious budget that its leaders wanted.
When Warcraft III: Reforged was released on Jan 28, 2020, it was widely panned, earning a 59 of 100 on the review aggregation website Metacritic.
The remake even lacked features that the original Warcraft III had contained in 2002, such as a ""ladder"" system that ranked competitive players.
""The central issue with Warcraft III: Reforged was an early, unclear vision and misalignment about whether the game was a remaster or a remake.","blizzard, reforged, pressure, iii, company, promised, botched, warcraft, game, original, remake, remaster, fights, costs, internal",Severe weather disruptions
21,09/2021,"SAN FRANCISCO (AFP, REUTERS) ",Activision Blizzard to create $24m compensation fund for workplace harassment victims,https://www.straitstimes.com/tech/tech-news/activision-blizzard-to-create-24m-compensation-fund-for-workplace-harassment-victims,"Under the agreement with the US Equal Employment Opportunity Commission (EEOC), Activision has committed to creating a compensation fund for eligible individuals, according to a statement.
""Employees were subjected (to) sexual harassment that was severe or pervasive,"" said the complaint filed earlier Monday by the EEOC.
The company ""knew or should have known of the sexual harassment of the adversely affected employees"".
The EEOC had investigated allegations of sexual harassment, discrimination and retaliation at Activision for three years.
The US Securities and Exchange Commission is currently investigating Activision to determine whether it had properly disclosed the harassment and discrimination charges.","blizzard, workplace, victims, video, discrimination, fund, create, 24m, company, shakeup, eeoc, workers, compensation, harassment, activision, sexual, union",Severe weather disruptions
22,09/2021,"WASHINGTON, D.C. (NYTIMES, REUTERS) ",US securities regulator opens probe into Activision Blizzard over employment issues,https://www.straitstimes.com/tech/tech-news/us-securities-regulator-opens-probe-into-activision-blizzard-over-employment-issues,"WASHINGTON, D.C. (NYTIMES, REUTERS) - Activision Blizzard, the video game maker behind Call Of Duty and other major franchises, said Monday (Sept 20) that the United States' Securities and Exchange Commission was investigating the company over ""disclosures regarding employment matters and related issues"".
They closed down 4.2 per cent after the Journal first reported on the SEC probe.
Activision spent the summer grappling with accusations of sexual misconduct and workplace discrimination.
Since then, the head of Activision's Blizzard Entertainment subsidiary, where many of the allegations in the lawsuit were centred, has stepped down.
Activision announced last week that it was hiring two new executives, including a new head of human resources.","blizzard, activisions, workplace, employment, company, activision, issues, opens, regulator, employees, workers, journal, securities, sexual, probe, sec",Severe weather disruptions
23,07/2021,"NEW YORK (NYTIMES, BLOOMBERG) ","Game maker Activision Blizzard faces #MeToo reckoning, thousands of workers protest",https://www.straitstimes.com/tech/tech-news/game-maker-activision-blizzard-faces-metoo-reckoning-thousands-of-workers-protest,"NEW YORK (NYTIMES, BLOOMBERG) - More than 1,500 workers for video game maker Activision Blizzard walked out from their jobs this week.
And even as the chief executive officer apologised, current and former employees said they would not stop raising a ruckus.
Elsewhere online, fans sought to organise a boycott of Activision games in solidarity with employees.
In interviews, seven current and former Activision employees said egregious behaviour had taken place at the company, up and down the hierarchy, for years.
Three current employees declined to be named out of fear of retaliation.","blizzard, workplace, reckoning, gaming, metoo, protest, maker, behaviour, faces, employees, workers, game, work, games, current, lawsuit, thousands, activision",Severe weather disruptions
24,07/2021,"NEW YORK (NYTIMES, AFP) ",Video game maker Activision Blizzard sued by California over workplace culture,https://www.straitstimes.com/tech/tech-news/video-game-maker-activision-blizzard-sued-by-california-over-workplace-culture,"NEW YORK (NYTIMES, AFP) - A California state agency is suing Activision Blizzard, the video game maker that produces Call of Duty, over claims of sexual harassment and discrimination.
Activision's workplace ""is a breeding ground for harassment and discrimination against women"", the agency wrote.
""It is this type of irresponsible behaviour from unaccountable state bureaucrats that are driving many of the state's best businesses out of California,"" Activision wrote.
It said in the lawsuit that it wanted Activision to compensate employees for unpaid wages, provide further recompense and pay punitive damages.
Activision, which is based in Santa Monica, California, and is worth about US$70 billion (S$95.3 billion), has nearly 10,000 employees.","video, workplace, blizzard, harassment, agency, maker, company, women, california, employees, male, game, lawsuit, sexual, activision, culture, sued",Severe weather disruptions
25,10/2019,LOS ANGELES (BLOOMBERG) ,Activision Blizzard aims to survive its China firestorm,https://www.straitstimes.com/world/united-states/activision-blizzard-aims-to-survive-its-china-firestorm,"LOS ANGELES (BLOOMBERG) - Activision Blizzard, facing the threat of a boycott, reduced the punishment it meted out to a tournament player who voiced support for Hong Kong's pro-democracy demonstrators.
The company's Blizzard Entertainment division originally barred the player from events for a year and stripped him of some US$10,000 (S$13,700) in prize money.
The reversal followed an uproar from customers and even US lawmakers, who felt Blizzard was kowtowing to China by punishing the player.
China considers support for the demonstrators an affront to the nation and its people, and Blizzard treated it as a grave offence.
For Activision Blizzard, the boycott threat came at a particularly difficult time.","threat, blizzard, tournament, firestorm, aims, player, boycott, survive, china, felt, roadblocks, activision, support, week",Severe weather disruptions
26,09/2019,Kranji feature,Blizzard winds down,https://www.straitstimes.com/sport/blizzard-winds-down,"The eight-year-old Australian-bred, who formerly raced against the elite in Hong Kong, will enjoy a new life as an eventer in Australia.
""The owner, Andrew Chan, is from Hong Kong, but has many contacts in Australia, and was able to find this place at Warrawee Park for Blizzard to retire at.
Blizzard raced eight times in Singapore, from Dec 9 last year.
Blizzard pocketed a tidy sum of $490,000 in Singapore, largely due to his Fortune Bowl success and his second place in the Kranji Mile.
While Freedman turned him into a sprinter-miler at Kranji, Blizzard made his name in sprints in Hong Kong, where he was trained by Ricky Yu.","blizzard, kong, singapore, bowl, fortune, group, kranji, hong, million, raced, winds",Severe weather disruptions
27,02/2021,"CANCUN, MEXICO (REUTERS) ","After blizzard of criticism over Mexico trip, US Senator Ted Cruz flies back to frozen Texas",https://www.straitstimes.com/world/united-states/word-of-flight-from-frozen-texas-to-a-resort-in-mexico-lands-senator-ted-cruz-in,"""With school cancelled for the week, our girls asked to take a trip with friends,"" Cruz said in the statement.
My staff and I are in constant communication with state and local leaders to get to the bottom of what happened in Texas.""
""Resign,"" the Texas Democratic Party tweeted.
""Cruz is emblematic of what the Texas Republican Party and its leaders have become: weak, corrupt, inept, and self-serving politicians who don't give a damn about the people they were elected to represent,"" it said.
White House spokeswoman Jen Psaki, speaking before Cruz was spotted at Cancun International Airport, said tongue-in-cheek: ""I don't have any updates on the exact location of Senator Ted Cruz, nor does anyone at the White House.""","party, trip, blizzard, leaders, cruz, cancun, flies, state, airport, republican, senator, criticism, ted, texas, frozen, mexico",Severe weather disruptions
28,10/2019,SAN FRANCISCO • Gaming company Blizzard Entertainment has said China had nothing to do with its decision to punish an e,China not a factor in e-sports winner ban: Blizzard,https://www.straitstimes.com/asia/east-asia/china-not-a-factor-in-e-sports-winner-ban-blizzard,"SAN FRANCISCO • Gaming company Blizzard Entertainment has said China had nothing to do with its decision to punish an e-sports champion who voiced support for Hong Kong protesters, but it eased the controversial sentence.
""The specific views expressed by Blitzchung were not a factor in the decision we made,"" Blizzard president J. Allen Brack said in an online post to the gaming community.
""I want to be clear: Our relationships in China had no influence on our decision.""
Meanwhile, the National Basketball Association in the US has cancelled media sessions for the rest of the Los Angeles Lakers and Brooklyn Nets' trip to China, so players would not have to discuss the fallout between the league and China.
The tensions are in response to a tweet by Houston Rockets general manager Daryl Morey last weekend in support of pro-democracy protesters in Hong Kong.","blizzard, kong, protesters, gaming, factor, esports, winner, china, blitzchung, hong, decision, ban, players, support",Severe weather disruptions
29,01/2020,OTTAWA (REUTERS) ,Hundreds of troops to help Canadian province recover from huge blizzard,https://www.straitstimes.com/world/americas/hundreds-of-troops-to-help-canadian-province-recover-from-huge-blizzard,"OTTAWA (REUTERS) - Between 150 and 200 Canadian troops should be in the Atlantic province of Newfoundland and Labrador by the end of Sunday (Jan 19) to help it dig out from a massive blizzard, Defence Minister Harjit Sajjan said.
The storm dumped up to 76.2cm (30 inches) of snow on St John's, the capital of Newfoundland, and packed wind gusts as high as 130kmh.
""Probably by the end of today you'll have about 150 to 200 personnel on the ground ready to provide support.
The troops would be a mix of reserves already in the province and soldiers arriving from elsewhere, he added.
""We really need to get the roads opened ... we need to make sure we get better access to the hospital,"" St John's mayor Danny Breen told the Canadian Broadcasting Corp on Sunday.","blizzard, sajjan, roads, newfoundland, troops, hundreds, snow, provide, need, johns, province, st, huge, help, canadian, recover",Severe weather disruptions
30,12/2019,"CHAMBERLAIN, SOUTH DAKOTA (NYTIMES) ",Plane crash in blizzard-like conditions kills 9 in South Dakota: Officials,https://www.straitstimes.com/world/united-states/plane-crash-in-blizzard-like-conditions-kills-9-in-south-dakota-officials,"CHAMBERLAIN, SOUTH DAKOTA (NYTIMES) - A small plane flying in blizzard-like conditions crashed shortly after take-off on Saturday (Nov 30) in South Dakota, killing nine people, including two children, the authorities said.
Three people survived the crash, which happened just before noon local time outside Chamberlain, South Dakota, according to information from local officials and the Federal Aviation Administration (FAA).
The condition of the survivors, whom officials said were transported to hospitals in Sioux Falls, about two hours east, was not immediately available.
The Pilatus PC-12, a single-engine turboprop, had been travelling from Chamberlain to Idaho Falls Regional Airport when the crash occurred, an FAA spokesman said.
The National Weather Service in Rapid City, South Dakota, had warned of white-out conditions for a significant swath of the state on Saturday.","officials, south, national, plane, chamberlain, dakota, local, conditions, crash, blizzardlike, weather, spokesman, kills",Severe weather disruptions
31,03/2019,DENVER (REUTERS) ,Historic blizzard wanes as it barrels east after pounding parts of US,https://www.straitstimes.com/world/united-states/historic-blizzard-wanes-as-it-barrels-east-after-pounding-parts-of-us,"A day earlier, the NWS had described the cyclone as being of'historic proportions' in a post on Twitter.
The blizzard, bringing severe snowfall, poor visibility and powerful winds, caused hundreds of flight cancellations and thousands of power outages in Colorado and Texas.
Power outages in Colorado affected about 80,000 homes and businesses, down by 8,000.
Stranded motorists across the region had been reached and given assistance before midnight, a spokesman for the Colorado State Patrol spokesman said early Thursday.
Remnants of the snow fall and rain would clear from Denver and the mountain and plains areas by midday, he said.","barrels, blizzard, outages, historic, wanes, denver, snow, expected, parts, east, colorado, storm, weather, state, plains, winds, pounding",Severe weather disruptions
