,date,location,news title,news source(url),content summary,keywords,class_name
12,05/2018,"WASHINGTON • For all the concern over leaks at the White House, a more pressing problem might be the sinkhole in the North Lawn that appears to be growing by the day.

The pit, first reported by White House correspondents on site this week, appears to have opened just outside the press briefing room and deputy White House press secretary Hogan Gidley's office.

Voice Of America reporter Steve Herman tweeted that he first spotted the sinkhole last week. It has since grown, and another hole has opened next to it.

Sinkholes, which have been known to swallow streets, cars and even homes, tend to occur when rainwater seeps into the soil and loosens the sediment enough to send it sinking into crevices beneath the surface.

It was not clear what caused the emergence of the White House sinkholes.

As of Tuesday afternoon, groundskeepers had placed orange cones and caution tape around the spot on the lawn. But they could not keep the Internet at bay.

""It's not like a growing sinkhole right outside the press briefing room at the White House has any existential meaning to it at all, right?"" said Twitter user Jeff Urbanchuk.

A magazine editor tweeted that the sinkhole was a ""resistance icon"".

Even Dictionary.com got into the act, tweeting ""Sinkhole: A hole formed in soluble rock by the action of water. Also a sinkhole: A place into which foul matter runs.""

By mid",Growing sinkhole appears in White House lawn,https://www.straitstimes.com/world/united-states/growing-sinkhole-appears-in-white-house-lawn,"WASHINGTON • For all the concern over leaks at the White House, a more pressing problem might be the sinkhole in the North Lawn that appears to be growing by the day.
The pit, first reported by White House correspondents on site this week, appears to have opened just outside the press briefing room and deputy White House press secretary Hogan Gidley's office.
It was not clear what caused the emergence of the White House sinkholes.
""It's not like a growing sinkhole right outside the press briefing room at the White House has any existential meaning to it at all, right?""
That hole, which was about 1.2 sq m, was much larger than its White House counterpart appears to be.","house, opened, twitter, lawn, sinkhole, hole, week, growing, water, appears, press, white",natural calamities
13,12/2018,SURABAYA (THE JAKARTA POST/ASIA NEWS NETWORK) ,Large sinkhole appears on busy road in Indonesian city of Surabaya,https://www.straitstimes.com/asia/se-asia/large-sinkhole-appears-on-busy-road-in-indonesian-city-of-surabaya,"SURABAYA (THE JAKARTA POST/ASIA NEWS NETWORK) - A large sinkhole appeared in the middle of a busy road in Surabaya in East Java province on Tuesday evening (Dec 18), swallowing part of the four-lane Jalan Raya Gubeng.
Surabaya, Indonesia's second biggest city by population after Indonesia's capital city Jakarta, is located about 800km from Jakarta.
Thousands of vehicles use the Surabaya road daily, taking about five minutes to travel the entire length of Jalan Gubeng.
Surabaya Deputy Mayor Wisnu Sakti Buana said the sinkhole was related to the construction of a parking basement at Siloam Hospital.
Surabaya Development Planning Agency head Eri Cahyadi said the incident was purely due to an error in the project.","roughly, large, indonesian, sinkhole, road, busy, rudianto, siloam, city, related, project, went, surabaya, appears, search",natural calamities
14,12/2018,"SURABAYA • A large sinkhole appeared in the middle of a busy road in the city of Surabaya in East Java province on Tuesday evening, swallowing part of the four",Sinkhole swallows road in Surabaya,https://www.straitstimes.com/asia/se-asia/sinkhole-swallows-road-in-surabaya,"SURABAYA • A large sinkhole appeared in the middle of a busy road in the city of Surabaya in East Java province on Tuesday evening, swallowing part of the four-lane Jalan Raya Gubeng.
The sinkhole measured about 30m wide and 15m deep.
Thousands of vehicles use the Surabaya road daily, taking some takes five minutes to travel the entire length of Jalan Gubeng.
National Disaster Mitigation Agency spokesman Sutopo Purwo Nugroho said the sinkhole was caused by a construction error.
""The retaining wall was not able to withstand the load, especially during the rainy season,"" he said.","swallows, sinkhole, road, wall, java, withstand, vehicles, went, jalan, surabaya, wide",natural calamities
15,07/2017,WASHINGTON (WASHINGTON POST),'Active sinkhole' is swallowing homes in Florida,https://www.straitstimes.com/world/united-states/active-sinkhole-is-swallowing-homes-in-florida,"WASHINGTON (WASHINGTON POST)- A massive sinkhole has swallowed two homes in a neighbourhood in western Florida and is still continuing to swell, prompting authorities to evacuate numerous nearby houses as a precaution, officials said.
The sinkhole started Friday (July 14) morning as a small depression and grew into a 220-foot crater in the Land O' Lakes community near Tampa, authorities said.
It's still growing,"" Tambrey Laine, a public information officer for Pasco County, told The Washington Post on Friday afternoon.
By 9.30 am, authorities said, the sinkhole had destroyed the home and had spread to another home next door.
Guthrie, the assistant county administrator for public safety, said that the sinkhole opened up where a previous sinkhole had been stabilised in the past.","told, public, sinkhole, washington, county, tampa, swallowing, florida, active, depression, authorities, state, safety, homes",natural calamities
16,12/2016,"Sheriff's spokesman James Keith says Nishihara was not working on Sunday when her vehicle went into the sinkhole.

Utility officials say the sinkhole appeared after a sewer line ruptured during heavy rain earlier on Sunday.

Authorities said two passers",Sheriff's deputy dies after car plunges into massive sinkhole in Texas,https://www.straitstimes.com/world/united-states/sheriffs-deputy-dies-after-car-plunges-into-massive-sinkhole,"Sheriff's spokesman James Keith says Nishihara was not working on Sunday when her vehicle went into the sinkhole.
Authorities said two passers-by rescued a driver after another vehicle went into the sinkhole on Sunday night, according to the Guardian.
The sinkhole, which was located on a two lane road in south-west San Antonio, was first reported around 7.30pm on Sunday night, according to officials.
Firefighters said a man in his 60s was driving through standing water when his vehicle entered the sinkhole, said USA Today.
The conditions of the sinkhole caused a challenging recovery situation, San Antonio fire chief Charles Hood said on Monday.","vehicle, sinkhole, sheriffs, massive, car, according, dies, man, deputy, texas, plunges, san, antonio, woman, went, usa, water",natural calamities
17,08/2018,"People gathering near the site where two vehicles had fallen into a sinkhole on a street in Harbin, capital city of Heilongjiang province in north",Two cars plunge into sinkhole in China,https://www.straitstimes.com/asia/two-cars-plunge-into-sinkhole-in-china,"People gathering near the site where two vehicles had fallen into a sinkhole on a street in Harbin, capital city of Heilongjiang province in north-east China.
The South China Morning Post reported yesterday that two cars plunged headfirst into the hole after part of a road gave way in heavy rain on Saturday.
Three people in the cars escaped uninjured from the sinkhole, which measured 8 sq m. The authorities are investigating the cause.","cars, street, sq, sinkhole, plunge, china, way, vehicles, south, yesterday, uninjured",natural calamities
18,02/2019,MIAMI (AFP) ,Florida sinkhole caused by secret tunnel to bank,https://www.straitstimes.com/world/united-states/florida-sinkhole-leads-to-secret-tunnel-to-bank,"MIAMI (AFP) - Road workers in Florida sent out to repair a sinkhole got a surprise this week when they discovered it was caused by a tunnel leading to a nearby bank.
The FBI posted pictures of the narrow underground tunnel leading to a branch of Chase Bank in Pembroke Pines, about 30km north of Miami.
Police and the FBI were called in Tuesday night after the road workers realised that a manhole-sized hole in the road was caused by a tunnel.
Further digging revealed a crude 46m tunnel leading from a wooded area to the bank on S Flamingo Road.
The FBI said in a tweet that it was treating the case as an ""attempted bank burglary"".","workers, tunnel, sinkhole, road, bank, hole, caused, secret, florida, wooded, fbi, wide, leading",natural calamities
19,05/2018,WELLINGTON (AFP) ,"New Zealand sinkhole reveals glimpse into 60,000-year-old volcano",https://www.straitstimes.com/asia/australianz/new-zealand-sinkhole-reveals-glimpse-into-60000-year-old-volcano,"WELLINGTON (AFP) - A new sinkhole on a North Island farm as deep as four double-decker buses and almost the length of two football fields has grabbed the attention of New Zealand volcanologists.
The chasm appeared after heavy rainfall near the town of Rotorua and left a jagged scar on the landscape, exposing rock deposits from 60,000 years ago.
Scott said the dairy farm where the fissure appeared lay on the crater of a long-dormant volcano.
""What I see in the bottom of the hole is the original 60,000-year-old volcanic deposit that came out of this crater,"" he told TVNZ.
Farmer Colin Tremain said the sinkhole appeared overnight last week and was spotted by one of his workers during an early morning round to attend the cows.","told, workers, reveals, chasm, sinkhole, crater, zealand, volcano, glimpse, farm, 60000yearold, wellington, deep, appeared",natural calamities
20,02/2017,SINGAPORE ,Sinkhole appears on road in front of Punggol school,https://www.straitstimes.com/singapore/sinkhole-appears-on-road-in-front-of-punggol-school,"SINGAPORE - A sinkhole appeared on a road near a school in Punggol on Tuesday (Feb 28) night.
A hole about 30 to 40cm wide opened up near a traffic junction in front of Edgefield Secondary School, Punggol resident Muhammad Zaino told The Straits Times on Tuesday.
The 36-year-old had posted photos of people gathered around the hole on his Facebook page.
The area around the hole was later cordoned off.
Mr Zaino, who works in security, told ST that he looked out of his window and saw the hole at 7.15pm.","told, tuesdaythe, sinkhole, road, hole, works, punggol, window, school, wide, appears, zaino, near",natural calamities
21,08/2016,BEIJING (AFP) ,China sinkhole swallows passers-by: Report,https://www.straitstimes.com/asia/east-asia/china-sinkhole-swallows-passers-by-report,"BEIJING (AFP) - A huge sinkhole opened up in China, swallowing a section of road and passers-by and leaving at least one person missing, state media reported on Wednesday (Aug 3).
At least three people fell into the 30m-long, 20m-wide and 9m-deep sinkhole, which appeared during heavy rain in downtown Zhengzhou, in the central province of Henan, the Beijing Youth Daily said, citing witnesses.
Rescuers searching for the missing found three electric bicycles, bags, slippers and some clothes in the cavity on Tuesday.
Sinkholes are not unknown in China, where they are often blamed on construction works and the country's rapid pace of development.
In 2013, five people died when a 10m-wide sinkhole opened up at the gates of an industrial estate in Shenzhen, which neighbours Hong Kong.","opened, swallows, missing, sinkhole, road, passersby, china, rain, youth, media, report, man, woman, beijing",natural calamities
22,11/2016,FUKUOKA ,Repaired road over Japan's giant sinkhole is sinking again,https://www.straitstimes.com/asia/east-asia/repaired-road-over-japans-giant-sinkhole-is-sinking-again,"FUKUOKA - A giant sinkhole in the Japanese city of Fukuoka that was repaired quickly seems to be sinking again, reported The Japan Times.
A 30-metre wide sinkhole opened suddenly earlier on Nov 8 at a busy intersection, swallowing five lanes and flooding the area with water.
It was then repaired in a week, impressing observers worldwide.
However, the road has since showed signs of movement - it sunk slightly on Saturday (Nov 26) morning.
The police closed part of the road at 1.45am and reopened it at 5.30am when it was checked to be safe for traffic.","sinking, worldwidehowever, sinkhole, road, nov, fukuoka, japans, week, reported, wide, water, giant, repaired",natural calamities
23,11/2016,"TOKYO • A Japanese city yesterday reopened a busy street that collapsed into a giant sinkhole, with the efforts of workers who toiled around the clock for a week drawing praise on social media.

The gigantic sinkhole, measuring around 30m wide and 15m deep, appeared last week in a bustling business district in the south",'Sinkhole street' made whole again,https://www.straitstimes.com/asia/east-asia/sinkhole-street-made-whole-again,"TOKYO • A Japanese city yesterday reopened a busy street that collapsed into a giant sinkhole, with the efforts of workers who toiled around the clock for a week drawing praise on social media.
The gigantic sinkhole, measuring around 30m wide and 15m deep, appeared last week in a bustling business district in the south-western city of Fukuoka, swallowing part of a five-lane street.
The sinkhole, apparently triggered by subway construction in the area, had exposed the support columns of nearby buildings at a traffic intersection.
The street reopened at 5am yesterday, Fukuoka Mayor Soichiro Takashima said in a statement, exactly a week after the ground began sinking.
Miraculously, no one was hurt in the accident in Fukuoka, the biggest city on the southern-most main island of Kyushu.","reopened, street, sinkhole, takashima, fukuoka, week, city, social, yesterday, toiled",natural calamities
24,02/2017,"A sinkhole opened up less than a kilometre from Australian Prime Minister Malcolm Turnbull's home in the wealthy Sydney suburb of Point Piper, media said yesterday, after a night of heavy rain and flash floods. There were no reports of injuries or damage to private property from the sinkhole that opened up on a sidewalk, but police have cordoned off the street. ""We will make the site safe,"" Mr Tom O'Hanlon, director of technical services for the municipal council, told reporters. ""And at the same time, we are working with the three utility companies so they can do some workaround to get the power back on.",Sinkhole opens up near Turnbull's home in Sydney,https://www.straitstimes.com/asia/australianz/sinkhole-opens-up-near-turnbulls-home-in-sydney,"A sinkhole opened up less than a kilometre from Australian Prime Minister Malcolm Turnbull's home in the wealthy Sydney suburb of Point Piper, media said yesterday, after a night of heavy rain and flash floods.
There were no reports of injuries or damage to private property from the sinkhole that opened up on a sidewalk, but police have cordoned off the street.
""We will make the site safe,"" Mr Tom O'Hanlon, director of technical services for the municipal council, told reporters.
""And at the same time, we are working with the three utility companies so they can do some workaround to get the power back on.""","wealthy, opened, told, sinkhole, workaround, utility, turnbulls, working, opens, sydney, tom, yesterday, near",natural calamities
25,11/2016,ONTARIO ,2 women rescued from sinkhole in front of department store in Canada,https://www.straitstimes.com/world/americas/2-women-rescued-from-sinkhole-in-front-of-department-store-in-canada,"ONTARIO - Two women have been rescued after falling into a sinkhole that opened up just outside the main entrance of a department store in southern Ontario, reported The Guardian.
The sinkhole formed on Monday (Nov 14) afternoon, and a customer tumbled in as she was headed into a Sears store in Kitchener, a city about 60 miles (97km) west of Toronto.
The gaping hole formed due to a burst pipe that sent brown water gushing across the carpark and into the sinkhole.
""Her phone was wet, her purse was wet, everything was just wet and dirty.""
The burst pipe also sent waves of water through the front doors of the department store, flooding aisles and staining carpets.","told, witness, sinkhole, pipe, canada, department, sears, rescued, women, store, water, sent, wet",natural calamities
26,10/2016,SINGAPORE ,Sinkhole at Yishun Avenue 7 filled: PUB,https://www.straitstimes.com/singapore/sinkhole-at-yishun-avenue-7-filled-pub,"SINGAPORE - A sinkhole that appeared at Yishun Avenue 7 on Wednesday (Oct 26) has been filled, PUB said.
""They cordoned off the area and backfilled the hole by 9pm yesterday,"" a PUB spokesman said.
Photos of the sinkhole were shared on social media by netizens who were concerned that it would pose a danger to motorists.
Facebook used Salicia Hoe said that she saw a young Malay man standing in front of the sinkhole to warn others about it.
Mr Muhammad, 26, told The Straits Times that he was riding to Woodlands from Yishun with his girlfriend at around 2.55pm when he saw the hole.","muhammad, sinkhole, hole, road, filled, warn, young, saw, pub, yishun, avenue, traffic",natural calamities
27,10/2016,ADELAIDE (Reuters) ,Sinkhole swallows car in Australia,https://www.straitstimes.com/asia/sinkhole-swallows-car-in-australia,"ADELAIDE (Reuters) - A sinkhole that swallowed a car on Tuesday (Oct 4) has been put down to disused mine shafts rather than the heavy rains the area has experienced over the past week, according to local media.
Local media said a couple was in the car when the three-metre diameter hole formed.
The pair, who suffered minor bruising, managed to climb out of the hole.
Heavy rains have hit the area over the past week with local media reporting that around 30mm had fallen around where the sinkhole occurred.","local, swallows, rains, sinkhole, car, australia, past, week, media, threemetre, swallowed, area",natural calamities
28,08/2016,BRISBANE (REUTERS) ,Australian couple wake up to find huge sinkhole in their backyard,https://www.straitstimes.com/asia/australianz/australian-couple-wake-up-to-find-huge-sinkhole-in-their-backyard,"BRISBANE (REUTERS) - Queensland couple Ray and Lynn McKay awoke on Tuesday (Aug 2) to find a sinkhole in their backyard.
The pensioners looked on as the back lawn of the property they have lived in for 25 years got smaller, while the sinkhole got bigger, increasing from 1m to 8m in diameter in a few hours.
The yard was cordoned off by officials as surveyors and engineering experts were called in.
According to experts, the street, aptly named Coal Street, might be sitting above a disused mine.
Experts have ruled out that the McKays' house will be affected by the sinkhole, but it is creeping ever closer to that Australian icon, the Hills Hoist rotary clothes line.","smaller, street, yard, sinkhole, ruled, rotary, australian, sitting, experts, backyard, wake, surveyors, huge, ray, couple",natural calamities
29,02/2017,SINGAPORE ,1m sinkhole appears on Ang Mo Kio road,https://www.straitstimes.com/singapore/1m-sinkhole-appears-on-ang-mo-kio-road,"SINGAPORE - A sinkhole appeared on a road in Ang Mo Kio on Friday (Feb 17) evening.
The sinkhole, which was about a metre wide, appeared at about 6pm along Ang Mo Kio Avenue 5, near Ang Mo Kio Techplace 1.
The Land Transport Authority had said in a tweet at 5.57pm that there was an ""obstacle on Ang Mo Kio Avenue 5 (towards Luxus Hill Road) after Ang Mo Kio Industrial Park 2"".
In response to The Straits Times on Friday night, water agency PUB said it received a report of a 1m sinkhole in the vicinity of its reinstated water pipe laying trench at the centre lane of Ang Mo Kio Avenue 5 at 5.30pm.
""Road reinstatement work is in progress and is estimated to be completed by early tomorrow morning,"" said the PUB spokesman.","sinkhole, road, 1m, lane, work, water, appeared, pub, avenue, kio, appears, mo",natural calamities
30,02/2017,SYDNEY (REUTERS) ,Sinkhole opens up near Australian prime minister's Sydney home,https://www.straitstimes.com/asia/australianz/sinkhole-opens-up-near-australian-prime-ministers-sydney-home,"SYDNEY (REUTERS) - A sinkhole opened up less than 1km from Australian Prime Minister Malcolm Turnbull's home in the wealthy Sydney suburb of Point Piper, media said on Wednesday (Feb 8), after a night of heavy rain and flash flooding.
There were no reports of injuries or damage to private property from the sinkhole that opened up on a sidewalk, but police have cordoned off the street.
""We will make the site safe,"" the director of technical services for the municipal council, Mr Tom O'Hanlon, told reporters.
""And at the same time, we are working with the three utility companies so they can do some work around to get the power back on.""","wealthy, opened, told, ministers, sinkhole, utility, prime, working, turnbulls, work, opens, sydney, tom, australian, near",natural calamities
31,11/2016,TOKYO (REUTERS) ,Work begins to fill large sinkhole on Japanese road,https://www.straitstimes.com/asia/east-asia/work-begins-to-fill-large-sinkhole-on-japanese-road,"TOKYO (REUTERS) - Construction workers have begun filling a large sinkhole that opened up on a major road in southern Japan with around 7,000 cubic metres of soil, local media reported.
The sinkhole, which measured 30 metres long and 15 meters deep, appeared in Fukuoka on Tuesday (Nov 8) morning, swallowing nearby sidewalks and almost consuming several commercial buildings.
The city government started filling the hole on Wednesday with the special soil that contains cement so that it solidifies easily and were optimistic of having the road open by Monday, TV Kyushu said.
Authorities blamed construction on a nearby subway line for the hole.
Nobody was injured, but power outages hit 800 households and Fukuoka airport.","construction, filling, large, workers, nearby, sinkhole, road, metres, hole, fukuoka, japanese, work, soil, begins",natural calamities
32,11/2016,A giant sinkhole appeared on a main road in downtown Fukuoka ,Giant sinkhole swallows up busy intersection in Japan's Fukuoka city,https://www.straitstimes.com/asia/east-asia/giant-sinkhole-swallows-up-busy-intersection-in-japans-fukuoka-city,"A giant sinkhole appeared on a main road in downtown Fukuoka - located on Japan's Kyushu Island - on Tuesday (Nov 8) morning, disrupting traffic and causing power failures.
Local media reports, quoting police and city officials, said the road caved in near the busy Hakata at around 5.15am local time.
No immediate injuries were reported.
The site of the collapse was an area where construction work was ongoing to extend Fukuoka city's subway system, according to The Japan Times.","times, swallows, sinkhole, road, busy, subway, fukuoka, japans, work, city, site, timeno, system, giant, intersection, traffic",natural calamities
