,date,title,intro,url,content summary,keywords
101,7-Sep-21,"Safety First: Thai Union, Mars and UNFAO post-COVID-19 food safety strategies, China and India food fraud and more feature in this round-up","Thai Union, Mars and UNFAO post-COVID-19 food safety strategies, China and India food fraud and more feature in this edition of Safety First.",www.foodnavigator-asia.com/Article/2021/09/07/Safety-First-Thai-Union-Mars-and-UNFAO-post-COVID-19-food-safety-strategies-China-and-India-food-fraud-and-more-feature-in-this-round-up,"Seafood multinational giant Thai Union is using the principles of forensic science to prevent food fraud, leveraging on DNA technologies to provide traceability and authentication for its seafood products.
“Seafood has historically had to grapple with complex and opaque supply chains, which risk exposing it to issues of food fraud.
It aims to strengthen Singapore’s food safety ecosystem, support food security goals and enhance collaboration.
In an interview with FoodNavigator-Asia​, Dr Benjamin Smith, director of FRESH said one of the biggest challenges in food safety is the complexity of the food supply chain.
“It is first important to read the nutritional labels when buying sesame oil – to be called sesame oil, the main ingredient should be sesame and sesame only, not including any other type of oil or vegetable oil.","['sector', 'safety', 'mars', 'consumers', 'global', 'supply', 'fraud', 'india', 'strategies', 'sesame', 'postcovid19', 'oil', 'union', 'thai', 'roundup', 'food', 'unfao']"
102,6-Sep-21,Post-COVID-19 export challenges: Freight and marketing the biggest hurdles for food firms exporting into ASEAN,"Freight costs and marketing challenges have emerged as two of the most major trade hurdles for food firms exporting to the ASEAN market as a result of the COVID-19 pandemic, with businesses advised to be extra cautious when selecting on-the-ground distribution...",www.foodnavigator-asia.com/Article/2021/09/06/Post-COVID-19-export-challenges-Freight-and-marketing-the-biggest-hurdles-for-food-firms-exporting-into-ASEAN,"But with the onset of the COVID-19 pandemic, many challenges have beset the food industry and according to ASEAN Food & Drink Exporters Forum Chairman Cameron Gordon, two of the most major challenges facing food firms exporting into ASEAN today have emerged as freight cost issues and marketing barriers.
“It is also important for brands to be realistic about their expectations.
Many brands look at ASEAN and see the population numbers e.g.
All participating brands have a minimum of $200,000 local currency in current annual sales to ASEAN markets, and only 12 senior representatives participate in every session.
Well-known brands participating in the forum include Whittaker’s, Ceres Organics, Saputo, SunRice, Primo and many more.","['major', 'export', 'biggest', 'hurdles', 'freight', 'postcovid19', 'firms', 'forum', 'understanding', 'brands', 'important', 'asean', 'challenges', 'trade', 'market', 'exporting', 'brand', 'marketing', 'food']"
103,1-Sep-21,Labelling non-compliance: Nutrition label errors soar by 66% among imported foods in Australia – government data,"A new Australian government report on imported food inspections has revealed that nutritional label errors are the most common issue found amongst foods entering the country, showing a worrying leap year-on-year.",www.foodnavigator-asia.com/Article/2021/09/01/Labelling-non-compliance-Nutrition-label-errors-soar-by-66-among-imported-foods-in-Australia-government-data,"Amongst all the tests conducted, labelling non-compliance was found to be by far the most significant issue found amongst food imports last year.
“In 2020 non-compliant labelling accounted for the most cases of non-compliance across the board at 81.3%, or 2,562 out of all 3,140 cases,”​ said the department via the report.
Of note here is that the number of labelling non-compliance cases has increased by over 1,000 cases or some 66% compared to 1,541 cases in 2019.
Non-compliant labelling cases are not included in these.
Unsurprisingly, according to the imported food report China and India are the top two exporting countries subject to the most food inspections out of all incoming food imports.","['cases', 'report', 'tests', 'data', 'increased', 'foods', 'food', 'errors', 'noncompliant', 'imported', 'australia', 'nutrition', 'label', 'inspection', 'soar', 'noncompliance', 'testing', 'labelling']"
104,31-Aug-21,‘Per capita leader’: International food firms targeting South Korea’s booming e-commerce sector urged to localise,"Foreign food companies looking to benefit from South Korea’s e-commerce boom are being advised to prioritise localisation to maximise reach, with the nation’s per capita online transactions having been revealed as the highest worldwide.",www.foodnavigator-asia.com/Article/2021/08/31/Per-capita-leader-International-food-firms-targeting-South-Korea-s-booming-e-commerce-sector-urged-to-localise,"South Korea’s e-commerce sector has undoubtedly grown significantly​ since COVID-19 hit the region, but according to local trade consultancy firm KOISRA’s Founder and CEO Eyal Victor Mamou, local consumer preferences in and of themselves had already been pushing this growth.
“There is no doubt that COVID-19 helped to boost this e-commerce trend and caused it to skyrocket, but bear in mind that this boost was seen not just in South Korea but also worldwide and South Korea, compared to other places, did not have a complete lockdown,”​ Mamou told FoodNavigator-Asia​.
“So per capita, South Korea e-commerce transaction volumes are double that of China and also more than that of Japan,”​ said Mamou.
“E-commerce in South Korea is different from many other places – here is it vital to have everything tailored to be localized,”​ he said.
“I dare say I would go a step further and recommend that they help the sellers more directly, e.g.","['sector', 'south', 'firms', 'korea', 'koreas', 'ecommerce', 'worldwide', 'region', 'targeting', 'localise', 'international', 'urged', 'online', 'local', 'sellers', 'help', 'food', 'leader']"
105,31-Aug-21,‘360-degree view’: Mars Australia taps predictive tech to accelerate post-COVID consumer understanding and NPD,"Mars Australia has stepped up its use of predictive technology and big data to boost its understanding of post-COVID-19 consumer purchasing behaviour, as well as accelerate its new product development and innovations.",www.foodnavigator-asia.com/Article/2021/08/31/360-degree-view-Mars-Australia-taps-predictive-tech-to-accelerate-post-COVID-consumer-understanding-and-NPD,"[The] relationship between brand equity and perceived value in the path to purchase [is ever more] important, and online shopping [in Australia] is also fast evolving,”​ Mars Commercial Manager Patrick Hughes said.
“The idea is to get a 360-degree view of our shopper [to] keep innovating as a brand,”​ said Hughes.
“The end goal is for Mars to be able to ask the platform what it wants, e.g.
Confectionery trends​According to IRI data, confectionery products were amongst the fastest-growing categories in Australia during the COVID-19 lockdowns.
“[We want] to emerge from 2021 smarter, more flexible and more in tune with the changing preferences of Australian consumers,”​ he said.","['view', 'npd', 'data', 'taps', 'consumer', 'understanding', 'shopper', 'big', 'predictive', 'postcovid', 'platform', 'australia', 'online', 'tech', 'australian', 'sales', 'help', 'mars']"
106,30-Aug-21,Probably not the best situation: Carlsberg Malaysia ‘conservative and cautious’ about 2021 outlook due to ongoing COVID-19 concerns,"Carlsberg Malaysia has posted a highly cautious outlook for the rest of 2021 despite successfully growing its net profits in the first half of the year, citing ongoing COVID-19 restrictions in Malaysia and impacts from its enforced brewery closure.",www.foodnavigator-asia.com/Article/2021/08/30/Probably-not-the-best-situation-Carlsberg-Malaysia-conservative-and-cautious-about-2021-outlook-due-to-ongoing-COVID-19-concerns,"In the company’s H12021 financial results announcement, Carlsberg Malaysia said it had posted flat revenue (+0.5%) in the first six months of the year (January to June 2021) to hit RM881.2mn (US$208.5mn), but managed to grow net profits by 23.9% to RM103.6mn (US$12.5mn).
However, according to Carlsberg Brewery Malaysia Bhd (Carlsberg Malaysia) Managing Director Stefano Clini, the rise in profits is due to having come from a very low base in the previous year.
So despite the seemingly positive growth in profits, the firm is maintaining a very wary outlook for the rest of 2021, especially as the brewery is currently still considered a non-essential service in Malaysia.
“We saw this 16% increase for premium even in Malaysia amidst the very restricted operating environment and brewery closure, with all brands growing by double digits,”​ said Clini.
The firm is also exploring the potential to create a digital B2B platform for dealing with customers.","['situation', 'suspension', 'firm', 'ongoing', 'growth', 'conservative', 'premium', 'stout', 'covid19', 'carlsberg', 'malaysia', 'outlook', 'profits', 'cautious', 'sales', 'concerns', 'probably', 'brewery']"
107,30-Aug-21,‘Voting with wallets’: Fonterra CEO urges industry to wise up to sustainability demands or consumers will walk away,"Consumers across the food and beverage landscape will simply walk away from brands that merely pay lip service to sustainability concerns, argues Fonterra’s APAC CEO, who believes that many are already ‘voting with their wallets’.",www.foodnavigator-asia.com/Article/2021/08/30/Voting-with-wallets-Fonterra-CEO-urges-industry-to-wise-up-to-sustainability-demands-or-consumers-will-walk-away,"Judith Swales’ comments came as the Asia Pacific Economic Cooperation (APEC) intergovernmental forum made food security, sustainability and food system digitalisation major areas of focus to accelerate the recovery of the food system in the Asia Pacific region.
Across a series of meetings, APEC government ministers and food industry representatives have highlighted food system sustainability, digitalisation and food security as vital areas of focus for the industry to recover from the impacts of COVID-19.
Amongst these, one of the major impacts COVID-19 has had on consumers is a rise in demand for sustainability, according to Fonterra APAC CEO Judith Swales.
“Consumers today are getting more and more concerned to know that food companies are taking sustainability seriously, and are willing to pay more for this.
Food security​In a separate APEC Ministerial Meeting, governments from all 21 APEC countries committed to a new 10-year food security roadmap, dubbed Roadmap 2030, emphasizing that the COVID-19 pandemic has pushed food security up the list as a vital priority.","['digital', 'system', 'consumers', 'apec', 'urges', 'walk', 'food', 'sustainability', 'covid19', 'wallets', 'wise', 'industry', 'security', 'fonterra', 'roadmap', 'voting', 'demands']"
108,25-Aug-21,Date to remember: New retail strategy drives Al Barakah Dates Factory to record annual performance amid pandemic,"The UAE’s Al Barakah Dates Factory has achieved a record year thanks to a new retail strategy, with sales up by 30% amid the pandemic.",www.foodnavigator-asia.com/Article/2021/08/25/Date-to-remember-New-retail-strategy-drives-Al-Barakah-Dates-Factory-to-record-annual-performance-amid-pandemic,"“We​ even had potential clients who found our retail products online or in stores and then reached out to us for bulk purchases​,” Saleem told FoodNavigator-Asia​.
“Before the pandemic, if we received an order today, we could have it produced, packed and on the sea within three days​.
Hoping to meet this demand, Al Barakah Dates Factory is expanding its existing factory from 200,000 square feet to 600,000 square feet, with a capacity of 100,000 tonnes of date and date products annually - the equivalent to almost half of the UAE’s entire domestic harvest.
New product​Besides factory expansion, the company has been working on a new date spread over the last few months.
“Organic dates are premium products and there is a niche ​clientele that buys these products.","['factory', 'date', 'products', 'pandemic', 'retail', 'drives', 'sugar', 'times', 'dates', 'record', 'performance', 'tonnes', 'remember', 'saleem', 'strategy']"
109,25-Aug-21,ASEAN ‘incredibly important’ to Nestle: Upcycling and plant-based innovation main areas of focus in upgraded R&D centre,"Nestle has revealed that its newly-upgraded R&D centre in Singapore will place heavy focus on areas such as food upcycling and plant-based innovation, while also announcing the launch of a new ASEAN-specific R&D Accelerator.",www.foodnavigator-asia.com/Article/2021/08/25/ASEAN-incredibly-important-to-Nestle-Upcycling-and-plant-based-innovation-main-areas-of-focus-in-upgraded-R-D-centre,"The Singapore R&D Centre was upgraded in conjunction with its 40th​ anniversary, and received expanded capability updates such as upgraded laboratories, two fully-equipped test kitchens, sensory evaluation rooms and more.
The upgraded centre’s relaunch was officiated by Singapore Minister of Trade and Industry Gan Kim Yong in a hybrid physical-virtual event.
According to Nestle Zone Asia, Oceania and Sub-Saharan Africa (AOA) CEO Chris Johnson, the South East Asian region is ‘incredibly important’​ to the firm and the upgraded centre is crucial for it to keep up with what local consumers are looking for in food.
“Joining the R&D Accelerator will give partners access to Nestle’s R&D expertise, co-working spaces, test kitchens and equipment for upscaling,”​ said Nestle R&D Singapore Center Managing Director Guglielmo Bonora.
“This accelerator is unique as it is located inside the R&D Centre itself and participants will have direct access to expertise and infrastructure e.g.","['innovation', 'upcycling', 'using', 'centre', 'test', 'focus', 'upgraded', 'products', 'singapore', 'main', 'plantbased', 'rd', 'important', 'waste', 'nestle', 'incredibly']"
110,24-Aug-21,‘Flying blind’? New Zealand industry calls for fresh data as government mandates folic acid addition to flour,The New Zealand food industry is calling for an updated national nutrition study to find out accurate folic acid intake levels in order to ensure that the government is not ’flying blind’ in its recent decision to mandate the addition of this to flour.,www.foodnavigator-asia.com/Article/2021/08/24/Flying-blind-New-Zealand-industry-calls-for-fresh-data-as-government-mandates-folic-acid-addition-to-flour,"[As a matter of fact], industry, academics, and officials have all been united on lobbying for a new survey,”​ she said.
“Folic acid supplementation in pregnancy and woman of childbearing age is an equity issue in New Zealand.
“We see lower rates of folic acid supplementation pre- and during pregnancy in our priority groups such as Māori and Pacific women.
Mandatory folic acid fortification will not only improve neural tube defect rates, but also help to reduce inequities in folic acid intake in New Zealand.”​Massey University Nutrition Science lecturer Dr Louise Brough echoed this, saying that bread is an ideal medium to provide pregnant mothers with folic acid due to its commonality.
“[Bread] is widely consumed by the NZ population, with bread intake being higher among those on lower incomes, [making it] an excellent vehicle [for folic acid supplementation].”​Australia introduced mandatory folic acid fortification in 2009 – according to government data, its NTD rates fell by 14% overall, 74% amongst indigenous communities and 55% amongst teenage mothers after this was implemented.","['acid', 'folate', 'fresh', 'mandates', 'data', 'blind', 'voluntarily', 'flying', 'bread', 'industry', 'calls', 'nutrition', 'women', 'zealand', 'fortification', 'flour', 'food', 'folic']"
111,23-Aug-21,Rainforest Alliance holds strong for cocoa farmers hit by the pandemic,"Its latest report highlights the new 2020 Rainforest Alliance certification programme (which has replaced former Rainforest Alliance and UTZ programmes since July 2021), the response to the COVID-19 pandemic and how it has worked to transform the cocoa...",www.foodnavigator-asia.com/Article/2021/08/23/Rainforest-Alliance-holds-strong-for-cocoa-farmers-hit-by-the-pandemic,"The Rainforest Alliance has partnered with Twin, Divine Chocolate, and Imaflora as part of its cocoa-specific programme to strengthen smallholder farmer groups across Brazil, Indonesia, Sierra Leone, and Liberia.
Consumers purchased the equivalent of 320 million cups of Rainforest Alliance-certified coffee and 80 million Rainforest Alliance-certified chocolate bars last year, and the group, which merged with UTZ in 2017, now works with 2.3 million certified farmers around the world, as well as 5,000 company partners.
In addition, there are now more than 6.8 million hectares of Rainforest Alliance or UTZ-certified farmland in 70 countries around the world, as well as 68 projects that are bringing direct benefits to farmers, forest communities and nature.
The Alliance aid its members showed widespread generosity despite financial hardship and uncertainty brought on by the pandemic.
That’s why the Rainforest Alliance’s mission resonates so deeply for me​.”","['strong', 'holds', 'rainforest', 'cocoa', 'pandemic', 'utz', 'world', 'countries', 'market', 'million', 'communities', 'farmers', 'hit', 'alliance']"
112,23-Aug-21,Food oil fraud: China issues warning about adulterated and blended sesame oils,"The Chinese government has published new consumer guidelines focused on sesame oil, in which consumers have been warned to look out for adulterated or blended products over fears of food safety issues.",www.foodnavigator-asia.com/Article/2021/08/23/Food-oil-fraud-China-issues-warning-about-adulterated-and-blended-sesame-oils,,
113,20-Aug-21,"Post-pandemic food safety: Mars, UN and Singapore government-backed body on strategies for success","From genomics to big data, and handheld devices to artificial intelligence, the food industry is awash with new innovations to improve food safety, as the sector seeks to assuage heightened consumer concerns in the wake of the COVID-19 pandemic.",www.foodnavigator-asia.com/Article/2021/08/20/Post-pandemic-food-safety-Mars-UN-and-Singapore-government-backed-body-on-strategies-for-success,"According to Director of Singapore’s government-linked Future Ready Food Safety Hub (FRESH) Dr Benjamin Smith, care still needs to be taken when assessing the food safety of such new products.
The SFA was the first government food safety agency in the world to approve a cell-based chicken ingredient​ by Eat Just to be sold as food in Singapore, but even so the agency has emphasised that food safety is still the key priority​.
“Food safety is SFA’s principal consideration, hence the approval is contingent on the company’s food product being safe for consumption,”​ said SFA.
Food safety involves everyone, we can't do this alone, and we shouldn't be doing it alone​,” Smith said.
Zhang also concurred that the challenges are too great for any one organisation, saying that: “​The open sharing of food safety knowledge across the food industry, combined with a collaborative approach to identifying risks and solutions to long-term food safety issues can help ensure safe food for all.”​","['safety', 'postpandemic', 'global', 'consumers', 'technology', 'success', 'singapore', 'food', 'strategies', 'foods', 'novel', 'region', 'governmentbacked', 'technologies', 'believe', 'mars', 'body']"
114,19-Aug-21,CSI seafood: Thai Union tapping DNA forensics for fish traceability and authentication,"Seafood multinational giant Thai Union is using the principles of forensic science to prevent food fraud, leveraging on DNA technologies to provide traceability and authentication for its seafood products.",www.foodnavigator-asia.com/Article/2021/08/19/CSI-seafood-Thai-Union-tapping-DNA-forensics-for-fish-traceability-and-authentication,"“Seafood has historically had to grapple with complex and opaque supply chains, which risk exposing it to issues of food fraud.
“The Combating Food Fraud and Food Defense Strategy adds additional layers of security [against food fraud],”​ said Dr Kasemsuwan.
It also requires global consensus on acceptable standards for seafood traceability,”​ Dr Kasemsuwan said.
“That’s why we have worked with the Global Dialogue for Seafood Traceability (GDST), supporting trials [and] testing standards of interoperability.
“A series of private standards on food safety, traceability and food defense are being applied by the industry.","['safety', 'seafood', 'consumers', 'strategy', 'kasemsuwan', 'dr', 'fraud', 'tapping', 'traceability', 'authentication', 'union', 'dna', 'thai', 'forensics', 'fish', 'food', 'csi']"
115,19-Aug-21,"Science of safety: Singapore’s Future Ready Food Safety Hub outlines novel foods, agriculture and aquaculture focus","Singapore-based Future Ready Food Safety Hub, known as FRESH, will focus on novel foods, aquaculture and agriculture to support the nation’s food security goals and meet the needs of consumers.",www.foodnavigator-asia.com/Article/2021/08/19/Science-of-safety-Singapore-s-Future-Ready-Food-Safety-Hub-outlines-novel-foods-agriculture-and-aquaculture-focus,"It aims to strengthen Singapore’s food safety ecosystem, support food security goals and enhance collaboration.
Novel foods and alternative proteins​Smith said Singapore was adopting a proactive approach to novel foods and regulations, and was the first in the world to grant regulatory approval to Eat Just’s cell-based chicken ingredient​.
Another pillar, risk communication, involves working with SFA and the industry to enhance consumer education for novel food safety.
Working together​For new aquaculture or agriculture products, FRESH will use data analytics to cut down the risk of food fraud and assure food safety.
Beyond the science of safety, FRESH aims to offer a collaborative environment for start-ups, MNCs, academia and regulators.","['safety', 'risk', 'fresh', 'consumers', 'novel', 'foods', 'singapore', 'ready', 'science', 'hub', 'singapores', 'future', 'outlines', 'understand', 'support', 'food']"
116,19-Aug-21,Light fantastic: LED technology prevents mould in strawberries and enhances phenolic content,An LED illumination technology has been shown to inactivate mould spoilage and at the same time increase certain phenolic compounds in strawberries.,www.foodnavigator-asia.com/Article/2021/08/19/Light-fantastic-LED-technology-prevents-mould-in-strawberries-and-enhances-phenolic-content,"Mould viability and physicochemical properties such as strawberries mass, colour, hardness, total phenolic content, antioxidant activity, anthocyanin content, and sugar levels were then measured.
Anti-fungal effect​Findings showed that the LED treated strawberries had lower mould counts compared to the control.
Physiochemical properties​The research also found that the total phenolic content, antioxidant capacity and anthocyanin content of the illuminated strawberries were significantly increased.
Comparing both groups, anthocyanin content were also significantly higher in the illuminated strawberries compared to the control.
Source: Food Chemistryhttps://doi.org/10.1016/j.foodchem.2021.130566​“Developing an LED preservation technology to minimize strawberry quality deterioration during distribution​”Authors: Leonard Chong, Vinayak Ghate, et al.","['days', 'antifungal', 'technology', 'significantly', 'prevents', 'stolonifer', 'cinerea', 'enhances', 'content', 'phenolic', 'led', 'illuminated', 'fantastic', 'light', 'mould', 'strawberries']"
117,18-Aug-21,Lessons from COVID-19: Japan strengthens food security measures to prevent shortages in a crisis,The Japanese government is seeking to strengthen its food security measures in the wake of COVID-19 supply constraints to prevent product shortages in a future crisis.,www.foodnavigator-asia.com/Article/2021/08/18/Lessons-from-COVID-19-Japan-strengthens-food-security-measures-to-prevent-shortages-in-a-crisis,"According to the Japanese Ministry of Agriculture, Forestry and Fisheries (MAFF), the COVID-19 pandemic has brought about new risks threatening the local and global food supply which need to be addressed, including the strengthening of local food security measures.
“Throughout the COVID-19 pandemic, although there was no shortage of raw material supply in Japan, the production, manufacturing and distribution of food products could not keep up with the rapid changes in demand [at both a] commercial and household level,”​ MAFF said via a formal statement.
“We already have guidelines for businesses to deal with such situations namely the Emergency Food Security Guidelines – in the event of any emergency, it is desirable for food businesses to continue their operations in order to provide a stable supply of food,”​ said MAFF.
One of the government’s main food security concerns for Japan is the country’s high dependence on food imports to sustain the population, which is ever more risky a situation amidst the pandemic.
maintaining food relations with exporting countries [and improving port conditions].”​","['production', 'risks', 'strengthens', 'imports', 'measures', 'japan', 'shortages', 'lessons', 'supply', 'covid19', 'guidelines', 'crisis', 'security', 'various', 'prevent', 'emergency', 'food']"
118,18-Aug-21,‘We need to be prepared’: Asian markets will be increasingly concerned with palm oil sustainability - MPOC Exclusive Part 2,"The new executive leadership team at the Malaysian Palm Oil Council (MPOC) says Asian markets, and not just western countries as has been the norm, are increasingly demanding sustainability improvements in the sector.",www.foodnavigator-asia.com/Article/2021/08/18/We-need-to-be-prepared-Asian-markets-will-be-increasingly-concerned-with-palm-oil-sustainability-MPOC-Exclusive-Part-2,"In addition, MPOC Science and Environment Director Dr Ruslan Abdullah has told us that the council expects there to be an increased focus on sustainability in these markets.
“There is unfortunately a growing trend for firms including food manufacturers in western countries to remove palm oil from their supply chains entirely, instead of switching over to Certified Sustainable Palm Oil (CSPO) which could be an option if sustainability is the main concern,”​ said Dr Ruslan.
“We’re seeing more products being labelled with this ‘No Palm Oil’ label – our question is, is this even legal?
“This is affecting production and output – the price of palm oil is high and people are looking for palm oil, but production is less than it would normally be due to these labour issues,”​ he said.
“This is an effort to educate the general public more on the benefits of palm oil, the career opportunities to be found, and its importance to the country,”​ said Dr Ruslan.","['increasingly', 'markets', 'prepared', 'wan', 'dr', 'place', 'india', 'sustainability', 'countries', 'palm', 'need', 'mpoc', 'exclusive', 'oil', 'sustainable', 'concerned']"
119,16-Aug-21,Philippines Golden Rice price pledge: GM variant to boost vitamin A levels will be commercially ‘competitive’ by 2023,"Golden Rice will be priced ‘very competitively’ once it hits the market in the Philippines in 2023, after the country recently granted a world-first regulatory approval for commercial propagation.",www.foodnavigator-asia.com/Article/2021/08/16/Philippines-Golden-Rice-price-pledge-GM-variant-to-boost-vitamin-A-levels-will-be-commercially-competitive-by-2023,"Golden Rice​ is rice which has been genetically-modified to include genes that increase beta-carotene content, a pigment that converts into Vitamin A in the body, and is hoped to help reduce Vitamin A deficiency.
This deployment process will be led by the government-run Department of Agriculture-Philippine Rice Research Institute (DA-PhilRice), and is still in the initial stages of multiplying and bulking up seed supply.
“Golden Rice is an inbred rice variety, where seeds can be harvested from the plant and used for succeeding planting season after season, so it will be like other conventional rice plants.
Studies have shown that one cup of cooked Golden Rice contains enough beta-carotene to meet up to 30-50% of the estimated average requirement of vitamin A for this high-risk group.
Potential challenges​Golden Rice has long been the target of farmer-led groups and anti-GM groups​ protesting this for issues from food safety to ‘rice imperialism’ by big food corporations.","['price', 'competitive', 'right', 'philippines', 'golden', 'levels', 'pledge', 'rice', 'process', 'deployment', 'variant', 'vitamin', 'gm', 'regulatory', 'seeds', 'food']"
120,11-Aug-21,‘Rolls Royce of tea’: New Zealand’s only estate targets Asia’s premium markets with traceability and health pitch,"New Zealand’s only tea estate Zealong Tea is planning its entry strategy into the Asian market with premiumisation, health, traceability and its organic offerings as key components.",www.foodnavigator-asia.com/Article/2021/08/11/Rolls-Royce-of-tea-New-Zealand-s-only-estate-targets-Asia-s-premium-markets-with-traceability-and-health-pitch,"In addition to being New Zealand’s only tea estate, Zealong Tea also claims to be the largest certified-organic tea plantation internationally with certifications from multiple countries.
“We do have our own flagship store in China and an authorized online reseller in Japan, and a major target for us in Asia at present is the premium market in South East Asia, particularly Singapore,”​ said Crawford.
“The oolong we grow here all originates from one Clear Heart Oolong (​清心乌龙​) cultivar, which makes it very unique, and we also get our green and black teas by oxidizing this oolong for different amounts of time,”​ said Crawford.
being drink hot from a teacup.
“There are other tea brands that have developed iced teas but these mostly contain sugar – we want to maximise the flavour of our teas so consumers can have a healthier iced tea at home, maybe with some lemon, but no sugar,”​ she said.","['tea', 'targets', 'markets', 'consumers', 'organic', 'zealands', 'oolong', 'stores', 'traceability', 'rolls', 'singapore', 'royce', 'pitch', 'premium', 'teas', 'zealong', 'health', 'zealand']"
121,11-Aug-21,‘Huge China dairy potential’: Yili predicts rising demand for value-added and sustainable products,"Chinese dairy giant Yili has predicted that local consumer demand for value-added and sustainable dairy is likely to increase over the next decade, with the backing of technological innovation to solve local industry challenges.",www.foodnavigator-asia.com/Article/2021/08/11/Huge-China-dairy-potential-Yili-predicts-rising-demand-for-value-added-and-sustainable-products,,
122,10-Aug-21,"‘New Northern’ targets: South Korea sets sights on Russia, Mongolia and Kazakhstan after record rise in food exports","South Korea has expanded its key food export target destinations to include ‘New Northern’ countries such as Russia, Mongolia and Kazakhstan after seeing record-setting sales of both fresh and processed food exports take off in the region.",www.foodnavigator-asia.com/Article/2021/08/10/New-Northern-targets-South-Korea-sets-sights-on-Russia-Mongolia-and-Kazakhstan-after-record-rise-in-food-exports,"The New Northern policy was established in 2017, and relevant geographical markets include Russia, Ukraine, Belarus, Central Asia, Mongolia, and part of China.
“For the first time in three years, food exports to the New Northern have shown an increase – this had been continuously on the decline previously,”​ MAFRA said via a formal statement.
For instance, negotiations were recently completed between South Korea and the Philippines for the entry of strawberries into the Philippines, which had previously not been allowed over phytosanitary concerns.
South Korean strawberries are finding good markets in other South East Asian countries such as Thailand and Vietnam, and earlier this year premium air-flown strawberries​ also found high-value markets in Singapore and Thailand.
South East Asia is also a major destination for South Korea’s grape exports – particularly premium Shine Muscat grapes.","['east', 'south', 'targets', 'rise', 'northern', 'philippines', 'export', 'sets', 'market', 'countries', 'russia', 'record', 'strawberries', 'sights', 'mongolia', 'food', 'korea']"
123,9-Aug-21,Beyond China and India: Malaysian palm oil industry seeks to broaden export opportunities – MPOC exclusive part 1,The new leadership team at the Malaysian Palm Oil Council (MPOC) has revealed plans to increase industry engagement as well as diversify the country’s major export markets beyond China and India.,www.foodnavigator-asia.com/Article/2021/08/09/Beyond-China-and-India-Malaysian-palm-oil-industry-seeks-to-broaden-export-opportunities-MPOC-exclusive-part-1,"MPOC is Malaysia’s foremost palm oil advocacy industry body, working together with the Malaysian Palm Oil Association (MPOA) which primarily represents producers, and the Malaysian Palm Oil Board (MPOB) which engages in R&D, and the Malaysian Palm Oil Certification Council (MPOCC) which works on standards and certifications to advance the local palm oil industry.
In an exclusive interview with FoodNavigator-Asia​, newly-appointed MPOC CEO Datuk Dr Wan Zawawi Wan Ismail, who took over the helm earlier this year, revealed that he plans to introduce more industry engagement in MPOC’s strategy development.
“MPOC is primarily funded by the palm oil industry, and as such in addition to the good work that MPOC has been doing all along, I believe that we need to improve on and increase industry engagement when implementing our palm oil promotion and other strategies to ensure that these are more impactful,”​ Datuk Dr Wan Zawawi told us.
“The current palm oil market only has two major palm oil exporters – Indonesia takes about 70% and we take about 26% to 27% and it has been this way for some time,”​ he said.
“Palm oil is consumed a lot in the HORECA industry, and as COVID-19 eases in some places and economies start to open up, consumption will follow through and more people will be back to consume palm oil in the near future,”​ he said.","['malaysian', 'markets', 'wan', 'zawawi', 'remain', 'dr', 'lot', 'export', 'india', 'palm', 'opportunities', 'industry', 'mpoc', 'seeks', 'exclusive', 'oil']"
124,4-Aug-21,Going against the grain: South Korea ramps up tax and financial support for food firms,The South Korean government has stepped up tax and financial support for food companies as part of its overall economic policy for the second half of 2021 in response to rising global grain prices and the domestic reliance on imports.,www.foodnavigator-asia.com/Article/2021/08/04/Going-against-the-grain-South-Korea-ramps-up-tax-and-financial-support-for-food-firms,"According to the government’s recently-announced ‘Economic Policy Direction for the Second Half of the Year’ strategy, food companies manufacturing products using grains will be a main target to receive tax and monetary support considering the recent increase in international grain prices.
“From a longer-term perspective, mid- to long-term measures [are needed] considering Korea's weak production base,”​ said the statement.
Children’s food safety focus​In separate documentation, the government also announced food safety plans for the second half of 2021 with a strong emphasis on children’s food.
Following on from food safety plans from the first half of the year where meat imports and processing​ were the main focal points, in the second half of the year the South Korean Ministry of Food and Drug Safety (MFDS) has pledged to improve children’s food safety and diets.
“Starting from July 2021, we will be taking steps to ensure all food establishments making and selling children’s favourite foods label the foods with both nutritional information and allergen information – this will be a mandatory requirement,”​ said MFDS.","['south', 'going', 'firms', 'safety', 'financial', 'grain', '2021', 'ramps', 'local', 'childrens', 'half', 'tax', 'raw', 'second', 'support', 'food', 'korea']"
