,news title,news source(url),content summary,keywords
10,"S'pore Environment Council, Water Association sign MOU to enhance collaboration, boost sustainability",https://www.straitstimes.com/singapore/environment/sec-and-swa-sign-mou-to-enhance-collaboration-for-greater-sustainability,"In the case of the Singapore Environment Council (SEC) and the Singapore Water Association (SWA), it can enable SWA members to tap SEC's programmes in order to develop new capabilities in sustainability that would be applicable within and beyond the water industry.
Similarly, SWA members can learn from their counterparts at the SEC through sharing sessions and sustainability workshops between the two organisations.
Said Senior Minister of State for Sustainability and the Environment Amy Khor: ""Sustainable development with finite resources means that we need to be efficient in our resource utilisation.
She also cited the impact that climate change would have on water resources and the impact on other resources such as food and energy.
""The interconnectedness of the three sectors, or the Water-Energy-Food Nexus, forms the basis of our well-being and is at the core of sustainable development.","spore, singapore, members, development, sec, collaboration, sustainable, swa, sustainability, boost, khor, sign, environment, council, mou, water, enhance, resources"
11,"A year after Myanmar's coup, families of detainees search for answers",https://www.straitstimes.com/asia/se-asia/a-year-after-myanmars-coup-families-of-detainees-search-for-answers,"YANGON (REUTERS) - Nearly a year after his son was last seen being hauled away by Myanmar junta troops, 66-year-old Win Hlaing says he just wants to know whether he is alive.
Reuters called the police station but was unable to determine the whereabouts of Mr Wai Soe Hlaing, or the missing relatives of two other people who were interviewed for this article.
A spokesman for the junta did not respond to emailed requests for comment and did not answer phone calls seeking comment.
Mr Wai Soe Hlaing is among many people who activists and families say have disappeared since Myanmar was plunged into turmoil after the military overthrew the elected government led by Aung San Suu Kyi.
Two police stations in the town of Monywa, their hometown in Sagaing region, did not answer phone calls seeking comment.","coup, relatives, families, soe, detainees, myanmar, wai, junta, myanmars, phone, answers, aapp, detained, mr, search, hlaing"
12,McDonald's Malaysia hit by 'fry-tening supply crunch',https://www.straitstimes.com/asia/se-asia/fry-tening-mcdonalds-malaysia-hit-by-shortages,"KUALA LUMPUR (AFP) - McDonald's Malaysia has been forced to ration fries due to supply chain problems, adding the country to a list of places in Asia where the fast-food chain is facing shortages.
""We are facing a fry-tening supply crunch,"" McDonald's Malaysia said in a social media post this week.
McDonald's confirmed in a statement to AFP that its Malaysian branches are ""currently experiencing supply challenges"", with large servings of fries unavailable since Monday (Jan 24).
The chain, which has hundreds of outlets in Malaysia, said it would ""closely monitor"" supplies, and that large portions would be offered as soon as possible.
Global supply chains have faced major disruptions due to the coronavirus pandemic, causing shortages of goods ranging from food to electronics.","malaysia, frytening, supplies, hit, mcdonalds, pandemic, supply, outlets, portions, chain, large, fries, crunch"
13,A mid-career switch that makes sense,https://www.straitstimes.com/opinion/st-editorial/the-straits-times-says-a-mid-career-switch-that-makes-sense,"In a welcome sign in these trying times, up to 100 people looking to move to the agri-tech sector in a mid-career switch can benefit from a new career conversion programme (CCP) over the next two years.
Not only is the green economy tied intrinsically to Singapore's sustainability goals, but the economic prospects are also good.
The agri-tech sector currently employs around 2,000 workers.
Agri-tech uses modern technology to increase production yield, improve food quality, and promote sustainability in the agri-food value chain.
It needs agronomists, produce specialists and farm managers, roles that require workers to be competent in areas such as science, infocomm technology, engineering and mathematics.","makes, singapore, agritech, needs, sense, sustainability, workers, technology, food, sector, produce, programme, midcareer, switch"
14,"China, West rush tsunami relief supplies to tsunami-hit Tonga",https://www.straitstimes.com/asia/australianz/china-west-rush-tsunami-relief-supplies-to-tsunami-hit-tonga,"A navy vessel carrying drinking water and food will arrive from Fiji on Thursday, while two military aircraft will also deliver 33 tonnes of emergency supplies including drinking water, food, tents, and walkie-talkies, a Chinese foreign ministry spokesman said at a briefing late on Wednesday.
The Chinese navy will ship bulky items such as portable cabins, tractors, generators and water pumps to Tonga in coming days, it added.
Beijing claimed it was the first to supply drinking water and food supplies to Tonga on Jan 19, although this could not be independently verified by Reuters.
The Australian and New Zealand naval vessels have also arrived in Tonga, and Canberra promised an A$3 million (S$2.87 million) in humanitarian funding to Tonga.
The United States and its Western allies worry that China is using debt to secure influence over these stratigically important Pacific island nations, claims China has repeatedly denied.","drinking, supplies, relief, tonga, china, chinese, rush, tsunamihit, navy, pacific, food, united, west, water, million"
15,Contemporary Issues Singles Winner,https://www.straitstimes.com/multimedia/photos/contemporary-issues-singles-winner-0,"In order to provide for them, she makes a living by fishing.
Although her village was devastated by armed conflict in Yemen, Ms Fatima returned to resume her livelihood, buying a boat with money she earned from selling fish.
The conflict - between Houthi Shi'a Muslim rebels and a Sunni Arab coalition led by Saudi Arabia - dates from 2014, and has led to what Unicef has termed the world’s largest humanitarian crisis.
Some 20.1 million people (almost two-thirds of the population) required food assistance at the beginning of 2020, with approximately 80 per cent of the population relying on humanitarian aid.
A Saudi coalition blockade on Yemen between 2015 and 2017 imposed import restrictions on food, medicines and fuel.","import, humanitarian, saudi, winner, led, contemporary, ms, food, singles, conflict, yemen, population, issues, restrictions"
16,Malaysia's mangrove-planting fishermen stumble at nature finance hurdle,https://www.straitstimes.com/asia/se-asia/malaysias-mangrove-planting-fishermen-stumble-at-nature-finance-hurdle,"They have put in some 400,000 mangrove trees since a restoration initiative started two decades ago, in what was initially a bid to increase the catch of local fishermen.
Now their work has taken on extra significance as alarm grows over global warming and nature loss, with mangroves regarded as a key weapon in the fight against climate change.
As fish catches dwindled for him and other fishermen in the late 1990s, Mr Ilias mobilised his peers to join him in restoring the fast-vanishing mangrove forests through the Penang Inshore Fishermen Welfare Association (PIFWA), which he leads.
Their small initiative has won recognition - to date about 30 local companies have sponsored their tree-planting as part of corporate social responsibility projects.
PIFWA charges the companies a small fee of RM8 (S$2.60) per tree planted, while participating fishermen are compensated with allowances for their time and labour.","stumble, nature, mangrove, forests, fishermen, penang, small, malaysias, ilias, finance, mangroveplanting, mangroves, mr, hurdle, tree"
17,"Coups, Covid-19 and climate test leaders at African Union summit",https://www.straitstimes.com/world/coups-covid-19-and-climate-test-leaders-at-african-union-summit,"ADDIS ABABA (REUTERS) - African leaders gather at an African Union (AU) summit this weekend to try to forge a coordinated response to the Covid-19 pandemic, climate change, and a spate of military takeovers from Sudan to the Sahel region.
""Peace and security is seriously threatened in several of our Regions and within some Member States,"" AU Commission Chairman Moussa Faki Mahamat said on Tuesday (Feb 1) in a statement.
In July, Mr Faki unilaterally accepted Israel's request for observer status at the AU, prompting criticism by South Africa, whose ruling party strongly backs the Palestinian cause.
The issue was not resolved at an October meeting and will now be discussed by heads of state.
Nigeria, Algeria, South Africa, and the Southern African regional bloc are pushing for Israel's status to be revoked, according to an internal memo prepared for the summit and seen by Reuters.","union, african, summit, state, military, covid19, leaders, test, states, status, africa, au, climate, coups, south"
18,The future of US-Asean relations; paid to work while sick?,https://www.straitstimes.com/opinion/us-asean-relations-and-the-dark-side-of-attendance-allowances,"While ongoing discussions in Washington about a possible ""Indo-Pacific Economic Framework"" are encouraging, ultimately the proof is in the pudding.
Second, the Biden administration is preoccupied with developments at home, as the US mid-term congressional elections take place later this year.
But penalising those who fall ill - and worse, encouraging them to work through their illness - is a perverse incentive.
Such allowances also hit low wage workers - for whom $100 is a handsome sum - disproportionately.
As President Halimah Yacob put it in her Facebook post: ""The real solution is to make sure that low wage workers are paid better so that they don't have to depend on such incentives to survive.""","urgent, wage, right, future, policy, usasean, relations, biden, test, workers, southeast, sick, work, paid, president"
19,World at large deeper in debt: Inquirer contributor,https://www.straitstimes.com/asia/world-at-large-deeper-in-debt-inquirer-contributor,"MANILA (PHILIPPINE DAILY INQUIRER/ASIA NEWS NETWORK) - Total global debt in 2020 stood at US$226 trillion (S$304.4 trillion), surpassing annual total global incomes 2.56 times, the International Monetary Fund (IMF) tells us.
The IMF's Global Debt Database reveals that 2020 saw the largest one-year surge in world debt since World War II.
Governments borrowed the bigger part (a little over half) of the increase, as global public debt jumped 20 per cent within the year, while private debt grew by 10 per cent.
The world financial crisis in 2008-2009 and the current pandemic crisis have primarily driven this surge.
Analysts are closely watching the US Federal Reserve Bank's inevitable moves to tighten money supply, hence raise interest rates, now made imperative by their surging inflation.","world, money, crisis, contributor, pandemic, supply, economies, cent, deeper, global, large, debt, private"
20,'Too early to say' if world faces sustained inflation: IMF chief Georgieva,https://www.straitstimes.com/world/united-states/too-early-to-say-if-world-faces-sustained-inflation-imf-chief-georgieva,"WASHINGTON (REUTERS) - The head of the International Monetary Fund (IMF) said on Thursday (Feb 3) it was ""too early"" to say if the world was facing a period of sustained inflation, but warned that failure to make economies more resilient to future shocks could lead to big problems.
The IMF last week cut its economic forecasts for the United States, China and the global economy, and said uncertainty about the coronavirus pandemic, inflation, supply disruptions and US monetary tightening posed further risks.
The IMF chief said inflation had lasted longer and risen higher than expected, due to supply chain disruptions, stronger-than-expected consumer demand for goods and climate shocks on food prices.
Asked if those circumstances, and the escalating crisis between Russia and the West over Ukraine, could usher in an era of sustained inflation, Dr Georgieva said, ""The short answer is, it is too early to say.
What we can anticipate is a more shock-prone world.""","imf, world, monetary, economy, chief, pandemic, supply, say, faces, inflation, early, georgieva, sustained, global"
21,US consumer prices post biggest rise in nearly 40 years; inflation close to peaking,https://www.straitstimes.com/business/economy/us-consumer-prices-increase-strongly-in-december,"There were big gains in the prices of fruits and vegetables, but beef prices fell 2 per cent after recent sharp gains.
Last month’s inflation readings were in line with expectations.
Rising inflation is also eroding wage gains.
Bottlenecks easingEconomists believe the year-on-year CPI rate probably peaked in December or will likely do so by March.
The year-on-year core CPI rate is seen peaking in February.","40, prices, rising, rate, fell, yearonyear, nearly, biggest, supply, rise, cent, consumer, inflation, cpi, close, months, post, peaking"
22,Attendance bonus an unacceptable policy,https://www.straitstimes.com/opinion/st-editorial/the-straits-times-says-attendance-bonus-an-unacceptable-policy,"A trend prevalent in some industries here of incentivising workers to take less medical and urgent leave is disquieting.
This is an unacceptable policy.
Even machines need downtime and maintenance - and employees are certainly not mechanical bodies undeserving of rest, and particularly when they are unwell.
It is well and good to incentivise employees through bonuses or the expectation of promotions when they perform especially well at work.
Bosses who adopt such positions should ask themselves if they will apply the same principle to themselves when they are too ill to work.","perform, wrong, policy, attendance, employees, worse, workers, bonus, medical, leave, work, ill, unacceptable, especially"
23,A normal supply chain? It's 'unlikely' in 2022,https://www.straitstimes.com/business/economy/a-normal-supply-chain-its-unlikely-in-2022,"For those who keep tabs on the global supply chain, the very concept of a return to normality has given way to a begrudging acceptance that a new normal may be unfolding.
The deepening understanding that the supply chain crisis has staying power poses a daunting challenge to policymakers.
Whirlpool recently warned that customers who purchased its washing machines, refrigerators and other household appliances would continue to experience delays as the company contended with supply chain problems.
The International Monetary Fund last week cited supply chain woes among other factors as it downgraded its forecast for global economic growth this year to 4.4 per cent from 4.9 per cent.
The breadth and persistence of supply chain troubles in part result from how the coronavirus pandemic has accelerated trends that have been unfolding for decades, especially the growth of e-commerce.","vast, warehouses, week, normal, supply, decades, unlikely, inflation, york, global, chain, company, 2022"
24,Australia PM Morrison admits Covid-19 missteps as polls show him losing vote,https://www.straitstimes.com/asia/australianz/australia-pm-morrison-admits-covid-19-missteps-as-polls-show-him-losing-vote,"At a speech before the National Press Club in Canberra on Tuesday (Feb 1), Mr Morrison said he would ""take his fair share of the criticism"" over his Covid-19 policies.
But when pressed on whether he would apologise, Mr Morrison said he didn't believe that voters ""expect perfection"".
The Prime Minister must call an election before the end of May under Australian law.
During his speech, Mr Morrison announced an additional A$2 billion (S$1.91 billion) towards creating more research jobs, with the aim of also providing support to the country's domestic manufacturing sector.
The Prime Minister said the Australian economy had ""bounced back strongly"" from the Covid-19 pandemic and it would do the same again after the Omicron variant.","minister, prime, mr, economy, australia, polls, losing, covid19, pandemic, missteps, cent, australian, morrison, vote, admits, unemployment"
25,Parliament watchdog raises concerns over risks of long-term WFH for public servants,https://www.straitstimes.com/singapore/politics/parliament-watchdog-raises-concerns-over-risks-of-long-term-wfh-for-public-servants,"The impact of the public sector permanently adopting hybrid working arrangements was also a point of concern for the Public Accounts Committee (PAC), which comprises eight MPs.
The committee said it was concerned about how disruptions to the global supply chain would impact costs for the Government.
""Apart from supply chain concerns, other new inflationary risks and vulnerabilities would affect government spending and may require adjustments to financial governance processes and internal controls,"" the PAC added.
On the other hand, industrial supply chain disruptions are commercial risks which should be mainly addressed by companies, with limited government involvement, if at all.
Another area the PAC was concerned about was the attendant risks and impact on governance, controls, oversight and accountability with greater adoption of work-from-home and hybrid arrangements in the public sector.","spending, pac, concerns, raises, costs, watchdog, impact, supply, parliament, governance, longterm, disruptions, wfh, public, chain, risks, servants, ensure"
26,New Zealand to proceed with phased border reopening in February,https://www.straitstimes.com/asia/australianz/new-zealand-to-proceed-with-phased-border-reopening-in-february,"WELLINGTON (BLOOMBERG) - New Zealand will proceed with plans to start a phased reopening of the border from the end of February even as the infectious Omicron variant starts to take hold in the community.
The initial phase will allow New Zealanders living in Australia to return home and undertake self-isolation rather than a lengthy stay in a managed isolation hotel.
The self-isolation requirement for arrivals will be an important shield to limit new Omicron cases, Ms Ardern said.
New Zealand moved to tighter Covid restrictions late Sunday as cases began appearing in the community.
Ten new Omicron cases were reported Tuesday taking the total to 29, but some large private events are being assessed as exposure events.","reopening, border, proceed, need, omicron, cases, wearing, phased, start, selfisolation, ardern, return, zealand, stay"
27,New Outram Community Hospital officially opened,https://www.straitstimes.com/singapore/health/new-outram-community-hospital-officially-opened,"SINGAPORE - After two years in operation - during which it helped to bolster Singapore's hospital bed capacity when Covid-19 cases surged - the Outram Community Hospital (OCH) was officially opened on Monday (Jan 24).
It is part of a $4 billion, 20-year revamp of buildings on the Singapore General Hospital (SGH) campus, and occupies six floors in the new SingHealth Tower, also officially opened on Monday.
""The more complex care becomes, the more simple it has to be for patients to navigate through our system.""
The new 545-bed community hospital will look after patients who no longer need the acute care provided by a general hospital, but are not well enough to return home.
The community hospital also takes in patients who require palliative care and those with dementia.","hospital, singapore, patients, sgh, tower, officially, outram, opened, care, complex, centre, community, singhealth"
28,Delivery race among Indian grocery startups brings road safety risks,https://www.straitstimes.com/asia/south-asia/delivery-race-among-indian-grocery-startups-brings-road-safety-risks,"NEW DELHI (REUTERS) - Indian grocery start-ups are luring tech-savvy customers with the promise of deliveries within 10 minutes, sparking a boom in ""quick commerce"", but heating up concerns about road safety as bike riders scramble to meet tight deadlines.
Competition is already intense in India's US$600 billion (S$807 billion) grocery retailing industry, populated by the likes of Amazon, Walmart's Flipkart and Indian billionaire Mukesh Ambani's Reliance.
""If people get used to 10 minutes, those companies offering 24-hour deliveries will be forced to reduce their timelines.""
As activity grows, research firm RedSeer says India's quick commerce sector, worth US$300 million last year, will swell 10 to 15 times to touch US$5 billion by 2025.
""If there was a (road safety) regulator, it would have said this can't be a company's unique selling point.""","deliveries, delhi, minutes, startups, safety, indias, zepto, race, indian, blinkit, delivery, brings, quick, roads, risks, grocery, road"
29,Covid-19 worker shortage: Australia says no to 16-year-old forklift drivers,https://www.straitstimes.com/asia/australianz/covid-19-worker-shortage-australia-says-no-to-16-year-old-forklift-drivers,"Prime Minister Scott Morrison had floated a proposal to lower the minimum age of forklift drivers from 18 to 16, seeking solutions for a shortage of workers now hobbling the economy.
""We had a good discussion today and it is not something that we believe, collectively, we should be pursuing at this time,"" Mr Morrison told a media conference.
The Cabinet did agree to consider recognising New Zealand licenses for truck drivers to meet a shortage in that sector.
He was upstaged on Thursday by Victoria Premier Dan Andrews, who announced the state had ordered 166 million test kits, on top of 44 million already on the way.
Australia's Therapeutic Goods Administration (TGA) on Thursday provisionally approved Novavax Covid-19 vaccine, and two oral treatments for vulnerable patients.","forklift, state, mr, shortage, worker, covid19, australia, test, workers, work, morrison, drivers, 16yearold, kits, million"
30,Aid flight arrives in Tonga; phone lines partially restored,https://www.straitstimes.com/asia/australianz/aid-to-arrive-in-tonga-as-airport-opens-phone-lines-partially-restored,"Ash has blanketed the archipelago and spoiled much of its drinking water.
An Australian Globemaster C-17A military transporter also landed, carrying desalination equipment, shelter and kitchens, Australian Defence Minister Peter Dutton said.
He praised the “tireless efforts of Tongan authorities” to clear away ash deposited by the Hunga Tonga-Hunga Ha’apai volcano.
Rachael Moore, Australia’s high commissioner to Tonga, said the loss of property had been “catastrophic”, that parts of the shoreline resembled a “moonscape” and that drinking water was “an extremely high priority”.
Speaking to Reuters from the capital Nuku’alofa, journalist Marian Kupu said Tongans were cleaning up all the dust from the volcanic eruption but feared they may run out of drinking water.","devastated, ramps, volcanic, aid, head, tonga, operation, tsunamis, carrying, ships, high, equipment, drinking, zealand, planes, water, tongan"
31,Tongans deafened by volcanic blast as they fled for safety,https://www.straitstimes.com/asia/australianz/tongans-deafened-by-volcanic-blast-as-they-fled-for-safety,"Standing on the side of the road in the capital, Ms Kupu is wearing a mask and white scarf to protect herself from the volcanic dust that shrouds Tonga and has contaminated drinking water supplies.
""What we are concerned about now is clean drinking water.
Most of our drinking water has been contaminated from the volcanic dust.""
When asked about food supplies for Tonga's estimated 105,000 people, Ms Kupu said: ""Maybe we can survive for the next few weeks but I'm not sure about water.""
Some outages last for hours, some last for days,"" said Ms Kupu.","tsunami, families, blast, safety, volcanic, tonga, deafened, tongans, ms, kupu, capital, tongas, drinking, water, fled"
32,Scope for Singapore to collaborate with UAE on low-carbon technologies: President Halimah,https://www.straitstimes.com/singapore/environment/scope-for-singapore-to-collaborate-with-uae-on-low-carbon-technologies-halimah,"Dubai houses the region's first solar-driven hydrogen electrolysis facility to produce green hydrogen, where the gas is produced using renewable energy and has zero emissions.
Singapore is keen to collaborate with the UAE on improving the technical feasibility and the establishment of supply chains for low-carbon hydrogen, said Madam Halimah.
A local study looking at the feasibility of using hydrogen as a fuel stated last year (2021) that Singapore would need to explore various supply pathways for price-competitive low-carbon hydrogen.
Cooperation, partnerships and leadership are critical,"" said Madam Halimah.
""As we work to implement our respective plans, Singapore stands ready to collaborate with the UAE and other partners in the Middle East,"" added Madam Halimah.","singapore, scope, collaborate, uae, lowcarbon, green, technologies, sustainability, madam, halimah, hydrogen, work, climate, president"
33,North Korea-China trade by rail to resume on Monday as border closures end: Traders,https://www.straitstimes.com/asia/east-asia/north-korea-train-makes-first-crossing-into-china-since-border-lockdown-reports,"BEIJING/SEOUL (REUTERS) - Chinese brokers said they expect the resumption of regular trade with North Korea as soon as Monday (Jan 17), after a North Korean train pulled into a Chinese border town on Sunday in the first such crossing since anti-coronavirus border lockdowns began in 2020.
""My business partner in North Korea told me on Friday that the land border will reopen to cargo freight on Jan 17,"" a Chinese commodities trader in the border town of Dandong told Reuters.
North Korea has not officially reported any Covid-19 cases since the pandemic began in early 2020, and has imposed strict anti-virus measures, including border closures and domestic travel curbs.
Another Chinese trader said she can arrange for cargo to be loaded onto a train in Dandong which is scheduled to cross over to North Korea on Monday.
After nearly two years of border closures, some humanitarian aid is trickling into North Korea, though shipments of key supplies including food remain blocked, according to United Nations organisations.","trade, korea, closures, resume, resumption, border, dandong, rail, told, chinese, train, traders, koreachina, shipments, cargo, north, end"
34,US nurses protest against Covid-19 working conditions,https://www.straitstimes.com/world/united-states/us-nurses-protest-against-covid-19-working-conditions,"CHICAGO (BLOOMBERG) - Chicago nurses joined colleagues across the country on Thursday (Jan 13) to protest against working conditions that they say have rapidly deteriorated as hordes of Covid-19 patients push hospitals to the limit.
""We don't have food service people... we don't have supply chain people to deliver our most critical supplies, we don't have people to repair our equipment,"" Mr Mechanic said.
In Chicago, members are still working and the action was part of their bargaining process, but other branches are striking.
The union plans to end the day with a candlelight vigil near the White House to honour the thousands of nurses who have died from Covid-19.
At the hospital where Mr Mechanic works on Chicago's South Side, he said Covid-19 patients are just as sick as they have been throughout the pandemic.","hospital, protest, dont, covid19, conditions, variant, mechanic, sick, chicago, mr, nurses, working"
