,news title,news source(url),content summary,keywords
12,Fear and anxiety as people in Malaysia brace themselves for more floods,https://www.straitstimes.com/asia/se-asia/fear-and-anxiety-as-people-in-malaysia-brace-themselves-for-more-floods,"KUALA LUMPUR - When non-stop rain battered parts of Malaysia over the weekend, 40-year-old engineer Faizal Mohamad, who lives in Kuala Lumpur, rushed to his parents' house in Melaka to check on them as they live next to the Melaka River.
""We moved my parents to my sister's house, in case the river level rises due to the constant rain.
His parents have seen floods before, the last being in 2017, when their home was inundated with water almost up to knee-level.
Treacherous floods over the past two weeks in the country have led to fear and anxiety among many of those living in areas hit by torrential rain.
They are preparing for the worst, as more than 14,000 people had been displaced across six states - Johor, Melaka, Selangor, Pahang, Negeri Sembilan and Sabah - as at Monday (Jan 3), compared with 8,727 on Sunday.","melaka, parents, floods, kuala, rain, fear, lumpur, water, malaysia, segamat, anxiety, johor, brace, house"
13,Johor residents start preparing for floods,https://www.straitstimes.com/asia/se-asia/johor-residents-start-preparing-for-floods,"JOHOR BARU (THE STAR/ASIA NEWS NETWORK) - Residents in low-lying areas in Johor Baru have started moving their items to higher ground in preparation of floodwaters inundating their homes.
Housewife Sharifa Mohd Safi, 56, from Kg Laut Batu 10 in Skudai, is worried about when the monsoon floods will arrive.
State health and environment committee chairman R. Vidyananthan said the districts affected by floods are Johor Baru, Kota Tinggi, Kluang, Segamat, Mersing and Tangkak.
Kluang has 53 victims from 17 families at three centres, while Johor Baru has two people from one family at one centre.
Five roads have been closed due to floods while two roads are only accessible to heavy vehicles.","families, floods, residents, family, water, victims, start, belongings, baru, preparing, items, centres, johor"
14,"Malaysian Parliament to sit on Jan 20 to discuss floods, says PM Ismail",https://www.straitstimes.com/asia/se-asia/malaysian-parliament-to-sit-on-jan-20-to-discuss-floods-says-pm,"PETALING JAYA (THE STAR/ASIA NEWS NETWORK) - A special Parliament meeting will be held on Jan 20 in light of the flood crisis that has affected people recently, said Malaysian Prime Minister Ismail Sabri Yaakob.
He said the special meeting will discuss matters related to national interests.
This includes floods and post-flood recovery, coordination of assistance to the people and long-term flood disaster management planning.
""This special meeting is important for the government to explain to the people about its actions and plans to address flood-related issues,"" Datuk Seri Ismail said in a statement.
The next phase of the distribution is slated for Monday and Jan 17 at Dewan Azalea,"" he said.","meeting, malaysian, jan, floods, sit, special, aid, mohd, discuss, distribution, heads, governments, ismail, disaster, 20, parliament"
15,Climate change: How Singapore is saving its shores from rising sea levels,https://www.straitstimes.com/singapore/climate-change-how-singapore-is-saving-its-shores-from-rising-sea-levels,"Your Browser is not allowed to access this page.
Supporting Browsers: Chrome, Firefox, Safari, Edge or IE 11.","change, allowed, singapore, rising, page, browsers, access, safari, climate, browser, levels, edge, sea, saving, supporting, chrome, firefox, shores"
16,Mammoth cleanup after Malaysia floods,https://www.straitstimes.com/asia/se-asia/mammoth-clean-up-after-malaysia-floods,"KUALA LUMPUR - After a series of floods swept most of Peninsular Malaysia for almost three weeks, some victims have begun the mammoth task of cleaning up.
They were evacuated during the floods in mid-December 2021, when the country experienced the heaviest rainfall in the past 100 years.
Eight of the 11 states in Peninsular Malaysia were affected by the floods.
Torrential rain pummelling Malaysia during the New Year period had also caused floods in seven states on Sunday (Jan 2).
Residents living in coastal areas, especially on the west coast of Peninsular Malaysia, were advised to be on alert for a four-day high tide phenomenon expected from Sunday.","spent, moving, floods, jan, peninsular, mammoth, tonnes, states, malaysia, cleanup, cleaning, rahman"
17,"Floods kill 10, leave hundreds homeless in South African city",https://www.straitstimes.com/world/floods-kill-10-leave-hundreds-homeless-in-south-african-city,"JOHANNESBURG (REUTERS) - Floods around South Africa's eastern coastal city of East London have killed at least 10 people and left hundreds homeless since the weekend, national media reported on Monday (Jan 10), as rivers burst their banks and roads were inundated.
Footage on state broadcaster SABC showed cars trying to drive through torrents of water that had submerged highways.
Several media reported that hundreds of homes had been washed away in the iron-roof informal settlements just outside the city, especially the Mdantsane township.
Scientists suspect that climate change is the cause of worsening floods and droughts along the country's eastern coastline, where the city of roughly half a million lies.
In 2019, the Department of Environment drew up a plan for South Africa to adapt to climate change, which includes strengthening its preparedness to respond more quickly to weather disasters and help victims recover.","change, african, eastern, floods, media, homeless, south, climate, worsening, reported, leave, city, kill, hundreds"
18,Heavy rain causes floods in seven Malaysian states; more people evacuated,https://www.straitstimes.com/asia/se-asia/heavy-rain-causes-floods-in-seven-malaysian-states-more-people-evacuated,"KUALA LUMPUR - Heavy rain pummelling Malaysia caused floods in seven states on Sunday (Jan 2), with more people being evacuated to temporary shelters, even as the Meteorological Department issued a warning for more rain in most states until Tuesday (Jan 4).
Residents living in coastal areas, especially on the west coast of Peninsular Malaysia, were also advised to be on alert for a four-day high tide phenomenon expected from Sunday (Jan 2).
The government is expected to fork out some RM1 billion (S$324 million) to repair damaged infrastructure, while also bracing itself for a possible second wave of floods.
“Our worry is the second wave of floods.
The recent floods have resulted in a lot of damage, and the second wave can bring about further damage,” he was quoted as saying by Bernama news agency on Sunday.","phenomenon, causes, malaysian, floods, kuala, jan, rain, seven, expected, department, evacuated, heavy, states, second, wave"
19,Malaysian PM announces financial aid for those who lost their homes in recent floods,https://www.straitstimes.com/asia/se-asia/malaysia-pm-announces-cash-help-for-those-who-lost-their-homes-in-floods,"KUALA LUMPUR - Malaysian Prime Minister Ismail Sabri Yaakob on Friday (Dec 31) pledged further assistance including financial aid to victims of recent devastating floods in Malaysia.
In his New Year address, Datuk Seri Ismail said each head of households affected by the recent floods has receive compassionate monetary assistance of RM1,000 (S$323) compared to RM500 previously under the Bantuan Wang Ihsan (BWI) initiative.
Mr Ismail said cash vouchers of RM500 each will also be issued to each family to purchase electrical appliances that was damaged in the floods.
""For owners of vehicles damaged by the floods, the government will also provide RM1,000 cash vouchers for the purpose of repairs and purchase of a new vehicle, including lorries, cars, motorcycles and others.
""Cash vouchers and discounts will commence starting January 2022,"" Malay Mail quoted Mr Ismail as saying.","car, malaysian, floods, financial, flooding, lost, aid, parts, households, vouchers, ismail, affected, recent, purchase, homes, announces, cash"
20,Malaysia seeking long-term solutions after deadly floods: PM Ismail,https://www.straitstimes.com/asia/se-asia/malaysia-pm-says-seeking-long-term-solutions-after-deadly-floods,"He also pledged on Friday to provide more financial aid, including up to RM61,000 (S$20,000) for flood-hit families.
This comes amid pressure on the government to allow the public to tap their pension funds after the devastating floods two weeks ago that inundated parts of Malaysia and killed 48 people.
""A long-term plan involves huge costs but it helps to reduce the costs incurred by the government each time it floods.
According to the Premier, a plan for long-term solutions had been discussed by the Barisan Nasional administration but it was not carried out.
Finance Minister Tengku Zafrul Aziz said allowing further withdrawals would reduce contributors' retirement funds and erode investor confidence.","withdrawals, taken, savings, solutions, floods, plan, deadly, retirement, pressure, ismail, seeking, malaysia, rivers, longterm, reduce, public"
21,"Experts expect rise in anxiety, PTSD due to floods in Malaysia",https://www.straitstimes.com/asia/se-asia/experts-expect-rise-in-anxiety-ptsd-due-to-floods-in-malaysia-report,"PETALING JAYA (THE STAR/ASIA NEWS NETWORK) - As heavy storms and floods rage on, mental health experts are anticipating a rise in anxiety and post-traumatic stress disorder (PTSD).
Mental health expert Andrew Mohanraj said there were already numerous cases received by the Malaysian Mental Health Association linked to floods.
""We have been getting about 500 calls a month and the numbers are increasing as a result of the floods,"" said Dr Mohanraj, the association's president, yesterday.
Dr Mohanraj noted that the situation could exacerbate certain symptoms for those who were already battling depression and anxiety.
""Once the flood situation (improves), victims who return to their homes could experience PTSD symptoms.","rise, health, experts, families, floods, experience, expect, mental, ptsd, fear, symptoms, victims, malaysia, mohanraj, anxiety, situation"
22,"Run, rebuild, repeat as floods eat away at India's indigenous land",https://www.straitstimes.com/asia/south-asia/run-rebuild-repeat-as-floods-eat-away-at-indias-indigenous-land,"""The original site of our village is now history,"" Pegu said of his home on Majuli, a riverine island in Assam state.
""Its location continues to change as we keep moving inland by 200 metres to 300 metres from the advancing river each time it floods,"" the 52-year-old shopkeeper told the Thomson Reuters Foundation.
The swelling Brahmaputra frequently uproots families in Besemora, compelling them to relocate to a shrinking area of available land and putting a strain on their livelihoods.
""But we now experience erratic and heavy downpours for short, irregular durations, causing flash floods,"" he said.
A study published by India's Department of Science and Technology in 2018 found Assam was the most vulnerable of the Indian Himalayan states to destructive climate change effects.","run, indigenous, away, climate, indias, village, weather, rebuild, besemora, pegu, floods, metres, flooding, repeat, brahmaputra, river, eat, assam, land"
23,Malaysia opposition urges Pahang govt to look into illegal logging in flood's aftermath,https://www.straitstimes.com/asia/se-asia/malaysia-opposition-urges-pahang-govt-to-look-into-illegal-logging-in-floods-aftermath,"KUANTAN - The Pahang state government has been urged by the opposition to conduct an immediate investigation on what was claimed to be illegal and uncontrolled logging in the state.
Mr Wan Fauzuldin said these logs also floated all the way to houses, which happened in Karak.
There have been rumours of royal involvement in logging activities that led to these incidents.
Opposition lawmaker Khalid Samad on Monday urged the King, Sultan Abdullah Ahmad Shah, to address allegations that logging activities in Pahang purportedly linked to the royal family had contributed to the recent severe flooding.
Sultan Abdullah is head of the Pahang royal family.","logs, logging, floods, statement, pahang, fauzuldin, urges, govt, malaysia, opposition, wan, activities, illegal, sultan, royal, look, aftermath"
24,More evacuations in flood-hit Johor but forecast is for better weather in 5 Malaysian states,https://www.straitstimes.com/asia/se-asia/more-evacuations-in-flood-hit-johor-but-forecast-is-for-better-weather-in-5-malaysian-states,"The Cabinet is meeting on Wednesday to discuss the situation as post-flood clean-up operations continued in areas hit initially by the first bout of incessant rain in mid-December.
""My home rebuilding is in progress with the help from the neighbourhood and non-governmental organisations,"" she told The Straits Times.
A total of 113 educational institutions remain closed because they were affected by floods or are being used as temporary evacuation centres.
The danger is not over yet as several rivers in at least five states have breached the danger level threatening low-lying areas.
But the Meteorological Department on Tuesday announced the end of the continuous heavy rain warning, adding that good weather was expected in the states of Terengganu, Pahang, Negeri Sembilan, Melaka and Johor.","malaysian, weather, danger, rain, better, weeks, continuous, states, forecast, hit, waters, selangor, floodhit, evacuations, johor, wave"
25,Malaysian businesses hit hard by the floods,https://www.straitstimes.com/asia/se-asia/malaysian-businesses-hit-hard-by-the-floods,"The water damaged the electrical appliances in his shop and also left him without power supply.
But when the flood hit us, there was no electricity for four days and our food was spoiled.
Mr Kiu said it would cost him a lot of money to get his freezers fixed.
Mr Kiu is among thousands of small business owners who are affected by the recent flood that hit parts of Selangor and the Klang Valley.
We bought fire and theft insurance but did not expect such a severe flood to occur,"" she said.","business, hard, tee, floods, malaysian, shop, freezers, insurance, water, lot, frozen, kiu, hit, flood, businesses"
26,askST: What should motorists and residents do in case of a flash flood amid a wet New Year period?,https://www.straitstimes.com/singapore/environment/askst-what-should-motorists-and-residents-do-in-the-event-of-a-flash-flood-amid-a-wet-new-year-period,"As at noon on Friday (Dec 31), it was raining across the island, with heavier and thundery showers pelting the northern region.
The Straits Times looks at what is causing the wet weather, and what to do during a flash flood.
A monsoon surge is a weather phenomenon that brings cool air and thunderstorms to Singapore.
That New Year deluge was also fuelled by a monsoon surge.
- Avoid driving through flood waters.","car, thundery, motorists, residents, case, askst, period, water, vehicles, showers, wet, flash, monsoon, waters, surge, amid, flood, weather"
27,"Floods expected in Malaysia's east coast, fewer evacuees in relief shelters",https://www.straitstimes.com/asia/se-asia/floods-expected-in-malaysias-east-coast-fewer-evacuees-in-relief-shelters,"Meanwhile, fewer flood evacuees sought shelter in relief centres across five Malaysian states on Sunday, compared with the day before.
In Kelantan, 633 flood victims are currently housed at several relief centres, while in Melaka and Negeri Sembilan, 29 and 141 people respectively are also sheltered in such centres.
He added that a special task force for post-flood activities and for preparing for the second wave of floods will be set up to improve coordination.
""This post-flood work needs proper coordination as I do not want delay in the implementation process, including in providing assistance to flood victims.
We also need to be prepared for the second wave of floods, if it happens,"" he told reporters in Hulu Langat on Sunday (Dec 26).","relief, coast, floods, shelter, expected, fewer, second, states, water, malaysias, dec, evacuees, east, victims, shelters, flood, selangor, wave"
28,Floods expected in four Malaysian states from Dec 31,https://www.straitstimes.com/asia/se-asia/floods-expected-in-four-malaysian-states-from-dec-31,"PETALING JAYA (THE STAR/ASIA NEWS NETWORK) - Malaysia's Drainage and Irrigation Department (DID) on Wednesday (Dec 29) predicted that floods will occur in four states in Peninsular Malaysia from Dec 31.
The DID predicted that flooding is expected in Kelantan, starting on Dec 31 at 8pm at Sungai Kelantan.
For Terengganu, floods are expected to start on Dec 31 at 8am near Sungai Besut, involving the district of Besut.
""It might also affect those staying near Sungai Terengganu and the surrounding areas that are at risk of floods.
For Johor, the DID said floods might take place on Jan 1 at 8pm near Sungai Mersing, involving the Mersing district and surrounding areas that are at risk of floods.","floods, malaysian, risk, expected, terengganu, states, surrounding, dec, areas, involving, 31, sungai, near, district"
29,"Malaysia floods: We need action and intervention fast, says expert",https://www.straitstimes.com/asia/se-asia/malaysia-floods-we-need-action-and-intervention-fast-says-expert,"Centre for Marine and Coastal Studies director Professor Datuk Aileen Tan said atmospheric and sea atmospheric changes were affecting the weather in Malaysia and globally.
""There must be proper mitigation put in place, including monitoring and management by local authorities and communities, to prepare ahead for such incidents.
With the exception of the recent major floods in the Klang Valley, Prof Tan said there should already be good mitigation in place in most parts of the country that frequently experience floods.
""For the recent floods in Selangor, it is exceptional as the weather change was abrupt.
""But in many other places, there should already be human intervention, especially after all the lessons we learnt over the years.","instances, tan, management, floods, mitigation, action, place, need, fast, malaysia, sea, recent, intervention, expert, weather"
30,Malaysia seeks UN climate adaptation funds amid deadly floods,https://www.straitstimes.com/asia/se-asia/malaysia-seeks-un-climate-adaptation-funds-amid-deadly-floods,"KUALA LUMPUR (REUTERS) - Malaysia is seeking US$3 million (S$4 million) from the United Nations Green Climate Fund (GCF) to develop a national plan to adapt to climate change, the environment ministry said last week, amid deadly floods that displaced nearly 70,000 people this month.
""The ministry also has long-term plans to request for climate funds that can assist in implementing programmes addressing the impact of climate change,"" he said.
Dr Zaini did not give specific details on the adaptation plan, or how much the government would need to implement it.
The GCF funds are the first time the Malaysian government has sought any money for climate adaptation, which are policies that a country puts in place to deal with climate change effects.
Malaysia typically has flooding on its eastern coasts that are exposed to the north-east monsoon between October and March.","change, adaptation, funds, floods, plan, flooding, deadly, climate, need, water, malaysia, zaini, ministry, seeks, amid"
31,Victims claim no help has come a week after floods in Malaysia,https://www.straitstimes.com/asia/se-asia/victims-claim-no-help-came-a-week-after-floods-in-malaysia,"KUALA LUMPUR - A week after a series of deadly floods swept most of Peninsular Malaysia, some victims claim they have yet to receive aid.
“They told us to wait for help in our area and wouldn’t budge although there were leftovers and unclaimed food.
""All the forms were filled on Dec 20... but it's been a week and we haven't heard from anyone,"" she said.
A special task force has been set up to improve coordination, including in providing assistance to flood victims and in preparing for more floods.
They (flood victims) are already in hardship, do not inconvenience them,"" Prime Minister Ismail Sabri Yaakob told reporters on Sunday.","week, rohkiah, relief, help, floods, told, claim, victims, malaysia, dec, come, selangor, forms"
32,'We lost everything': Brazil floods leave thousands destitute,https://www.straitstimes.com/world/we-lost-everything-brazil-floods-leave-thousands-destitute,"ITAPETINGA, BRAZIL (AFP) - Mr Carlos Batista da Silva holds his hand above his head, indicating on a wall the level where floodwaters reached inside his north-eastern Brazil home.
The only thing we could save was the television,"" Mr Da Silva told AFP as he threw out a sofa, armchairs and microwave that were all destroyed.
""My mother also lost everything,"" said Mr Da Silva, who will only move back into his home ""when the sun is hot, and the weather improves"", something that is expected in a few days.
More than 90,000 people have been displaced, with the floods affecting over half a million victims across some 140 municipalities.
On Monday, Mr Costa described the floods as ""the worst catastrophe in the history of Bahia"".","thousands, million, floods, bahia, mr, state, lost, brazil, risk, da, states, leave, waters, silva, destitute"
33,Malaysia prepares for second wave of floods,https://www.straitstimes.com/asia/se-asia/malaysia-prepares-for-second-wave-of-floods-amid-continuous-rain,"PETALING JAYA (THE STAR/ASIA NEWS NETWORK) - Malaysians are preparing for a second wave of flooding as authorities say continuous rain is expected in various parts of the country this week.
However, Mr Muhammad Hasan said should there be a second flood, he would be a bit more prepared this time.
Ms Ho Wei Ying and her husband Sunny Cheah, who live in Taman Sri Muda, Shah Alam, one of the worst hit areas, are anxious.
The support system is also more coordinated,” he said.
But while the physical support system is ready, Mr Devadason is worried about the effects of a second wave on the people’s mental health.","worried, floods, prepared, prepares, power, sri, second, system, malaysia, support, taman, flood, wave"
34,Recent flooding complicates Malaysia's economic recovery,https://www.straitstimes.com/asia/se-asia/floods-complicate-malaysias-economic-recovery,"KAMPUNG TELUK GONG, SELANGOR - Madam Halimah Nasir's 70-year-old mother succumbed to Covid-19 in mid-March last year, forcing the family of seven to be immediately quarantined for more than three weeks.
All of them lived in a two-bedroom wood-and-brick house in this coastal hamlet on the fringes of Malaysia's busiest port city of Klang.","complicates, nasirs, flooding, port, seven, teluk, recovery, woodandbrick, twobedroom, malaysias, weeksall, recent, quarantined, economic, selangor, succumbed"
35,Malaysia floods death toll rises to 46,https://www.straitstimes.com/asia/se-asia/malaysian-floods-death-toll-rises-to-46,"KUALA LUMPUR (AFP) - The death toll from Malaysia's worst floods in years rose to 46 on Saturday (Dec 25), with five people still missing, officials said, as work crews continued a massive clean-up on Christmas Day.
Selangor - Malaysia's most densely populated and wealthiest state, encircling the capital Kuala Lumpur - has been one of the worst-hit areas.
Inspector General of Police Acryl Sani Abdullah Sani said the death toll rose to 46 people as more bodies were recovered, with the majority of the fatalities in Selangor and Pahang states.
He said 54,532 people were still in more than 300 evacuation centres across seven states and 68 roads remained closed due to flooding.
Work crews used backhoes and lorries to remove items strewn across the streets outside people's homes, Mr Acryl Sani said as he called for caution because some rivers remained swollen.","46, roads, floods, rises, state, toll, weekend, malaysia, worst, rivers, remained, death, rose, sani"
36,"Police deployed to curb looting, theft in flooded areas in Selangor",https://www.straitstimes.com/asia/se-asia/police-deployed-to-curb-looting-theft-in-flooded-areas-in-selangor,"SHAH ALAM (THE STAR/ASIA NEWS NETWORK) - The police have deployed 30 teams to curb looting and theft in flooded areas in Selangor, says Inspector-General of Police Acryl Sani Abdullah Sani.
Tan Sri Acryl Sani advised the public who have no food or necessities to go to the flood operation centres in their areas.
Flood victims, whether they are Malaysians or foreigners, can take what they need,"" he added.
He said 68,341 flood victims have been placed at 396 temporary relief centres.
""A total of 37 deaths were recorded while 10 others are still missing,"" Mr Acryl Sani added.","flooded, deployed, teams, theft, sri, operation, victims, areas, acryl, statistics, flood, curb, looting, selangor, sani"
