,date,location,news title,news source(url),content summary,keywords,class_name
10,01/2020,KATHMANDU (REUTERS) ,Nepal rescuers call off search for trekkers after new avalanches,https://www.straitstimes.com/asia/south-asia/nepal-rescuers-call-off-search-for-trekkers-after-new-avalanches,"KATHMANDU (REUTERS) - Rescuers in Nepal called off efforts on Monday (Jan 20) to find seven people, including four South Korean trekkers, after fresh avalanches hit the Annapurna region where the group went missing last week, an official said.
A military helicopter flew an army search and rescue team and sherpa climbers to the area, but ""bad weather, heavy snow and continuous avalanches"" prevented them from landing.
""Rescuers are on standby for a fresh search.""
Avalanches and bad weather had also prevented a search on Sunday by seven rescuers from the Trekking Agents' Association of Nepal, who reached the site at Deurali, about 150km north-west of the capital, Kathmandu.
A helicopter equipped with a device to track signs of the trekkers in the snow also failed to pinpoint where the group of seven went missing, said an official of a private rescue company.","nepal, group, trekking, weather, trekkers, avalanches, seven, went, south, search, official, rescuers",natural calamities
11,01/2020,"MUZAFFARABAD, PAKISTAN (AP) ",21 more bodies recovered in avalanche-hit Pakistan-administered Kashmir,https://www.straitstimes.com/asia/south-asia/21-more-bodies-recovered-in-avalanche-hit-pakistan-administered-kashmir,"Rescuers were racing against time to reach scores of people believed still to be trapped inside their homes, buried under avalanches triggered by heavy snowfall in Pakistan-administered Kashmir.
The worst affected area was Kashmir's Neelum Valley, where the 21 bodies were retrieved, said Mr Ahmad Raza Qadri, a minister for disaster management.
He said that since Sunday, 76 people have been killed in Pakistan-administered Kashmir in weather-related incidents.
Pakistani Prime Minister Imran Khan flew to Kashmir on Wednesday to visit the avalanche-hit areas.
He visited a military hospital in Muzaffarabad, the capital of Pakistan-administered Kashmir, where several people, including women and children, were being treated after being rescued from Neelum Valley and elsewhere.","kashmir, muzaffarabad, pakistan, pakistanadministered, killed, snowfall, valley, minister, bodies, neelum, 21, avalanchehit, recovered, homes",natural calamities
12,02/2020,ISTANBUL (REUTERS) ,Death toll rises to 28 in eastern Turkey avalanches: Officials,https://www.straitstimes.com/world/europe/death-toll-rises-to-23-in-eastern-turkey-avalanche-officials,"ISTANBUL (REUTERS) - Two avalanches in eastern Turkey have killed 38 people, most of them buried by the second downslide while working to rescue victims of the first, officials said on Wednesday (Feb 5).
Turkey's Disaster and Emergency Authority (AFAD) said 33 people were killed when the second avalanche hit while they were searching for two more victims of the first snowslip, which killed five people, after rescuing eight others.
Interior Minister Suleyman Soylu said conditions in the area made it difficult for rescue vehicles to operate, adding that a vehicle had been pulled out from under 4-5m of snow.
He later said that rescue operations had been put on hold as authorities feared a third avalanche in the area.
He told Ihlas News Agency from hospital that some 200 people were working in the rescue operation but many were out of the immediate area when the second avalanche hit on Wednesday.","kills, turkey, avalanche, van, buried, second, dozens, rescue, killed, working, victims, vehicles, eastern, area, rescuers",natural calamities
13,01/2020,TOKYO (AFP) ,French man killed in avalanche on Japan ski mountain,https://www.straitstimes.com/asia/east-asia/french-man-killed-in-avalanche-on-japan-ski-mountain,"TOKYO (AFP) - The body of a French man was found on Friday (Jan 31) after an avalanche struck a northern Japanese mountain where he was backcountry skiing with seven other French citizens, local police said.
The death of Mr Sylvain Lethier, 38, was confirmed after a rescue team found his body off the slopes of the Tomamu ski resort in the northern Hokkaido region, a brief police statement said.
The avalanche happened on Thursday afternoon, when the group of eight went off the resort's ski courses to venture into the untouched snow on the mountain.
Seven of the group were able to descend on their own by Thursday evening after the avalanche, leaving Mr Lethier, who was ""unconscious and in critical condition"", according to a local fire official.
The Hokkaido region boasts powdery snow that is popular with skiers.","avalanche, local, mr, snow, japan, killed, hokkaido, saidthe, region, ski, man, french, lethier, northern, mountain",natural calamities
14,01/2020,"KATHMANDU • Heavy snow, chilling winds and poor visibility hampered yesterday's search for four South Koreans and three Nepalis caught in an avalanche in the popular Annapurna region of the Himalayas.

Even as the search continues under poor visibility, relatives of the missing South Koreans have arrived in Kathmandu together with several officials from Seoul to help with the emergency rescue efforts, said Mr Ang Dorjee Sherpa of the Korean Alpine Federation.

The missing group was near the Annapurna base camp around 3,230m above sea level when the avalanche struck after heavy snowfall last Friday. ""Search and rescue efforts are under way but weather and snow in the area has made it difficult to make much progress,"" said Ms Mira Acharya of Nepal's tourism department.

Helicopters were sent out last Saturday to rescue about 200 people stranded around Annapurna and other nearby mountains after the incident.

Photos from the area shared on social media showed guesthouses along the trekking route blanketed in a thick layer of snow.

Mr Tek Gurung, a guesthouse owner aiding in the search operation, said more than 2m of snow had fallen on the hiking trails.

""We have been searching since yesterday but have not found anything yet. It is very windy and snowy here; to search the snow",Snow hampers search for 7 missing after Nepal avalanche,https://www.straitstimes.com/asia/east-asia/snow-hampers-search-for-7-missing-after-nepal-avalanche,"KATHMANDU • Heavy snow, chilling winds and poor visibility hampered yesterday's search for four South Koreans and three Nepalis caught in an avalanche in the popular Annapurna region of the Himalayas.
The missing group was near the Annapurna base camp around 3,230m above sea level when the avalanche struck after heavy snowfall last Friday.
Mr Tek Gurung, a guesthouse owner aiding in the search operation, said more than 2m of snow had fallen on the hiking trails.
The four foreigners - two men and two women - were part of an 11-member team of South Koreans.
Two more South Koreans had flown to Nepal to help with the search, said the South's Foreign Ministry.","nepal, avalanche, missing, snow, koreans, team, rescue, annapurna, visibility, seoul, south, search, hampers",natural calamities
15,01/2020,"Seven trekkers missing in Nepal avalanche

KATHMANDU • Seven trekkers, including four South Koreans, have gone missing in Nepal's north",World Briefs: Seven trekkers missing in Nepal avalanche,https://www.straitstimes.com/world/world-briefs-seven-trekkers-missing-in-nepal-avalanche,"Seven trekkers missing in Nepal avalancheKATHMANDU • Seven trekkers, including four South Koreans, have gone missing in Nepal's north-west Himalayan region after an avalanche hit their trail, local police and hiking officials said yesterday.
The area where the avalanche struck the group, which also included three local guides, is about 150km north-west of Nepali capital Kathmandu, according to the officials.
""One thing I have decided is that you can wear brown shoes, black shoes, grey shoes, white shoes - any shoes will do,"" said Tun Dr Mahathir on Friday.
He is voiced by white actor Azaria, whose marked accent for the role has been criticised by viewers, who have also accused writers of using Indian stereotypes in their treatment of the character.
AGENCE FRANCE-PRESSENorth Korea replaces foreign minister: ReportSEOUL • North Korean Foreign Minister Ri Yong Ho has been replaced, Seoul-based NK News reported yesterday.","nepal, avalanche, world, missing, briefs, shoes, trekkers, actor, voice, minister, seven, reported, officials, white",natural calamities
16,01/2020,KATHMANDU (REUTERS) ,South Koreans among seven missing in Himalayan avalanche,https://www.straitstimes.com/asia/south-asia/south-koreans-among-seven-missing-in-himalayan-avalanche,"KATHMANDU (REUTERS) - Seven trekkers, including four South Koreans, went missing in Nepal's north-west Himalayan region after an avalanche hit their trail, local police and hiking officials said on Saturday (Jan 18).
The area where the avalanche struck the group, which also included three local guides, is estimated to be about 150km north-west of Nepali capital Kathmandu, according to the officials.
Mount Annapurna, in north-west Nepal, is the world's tenth highest mountain at 8,091m and its base camp is popular with thousands of trekkers who visit annually.
The incident comes as the annual trekking season in Nepal, home to eight of the world's 14 highest mountain peaks including Mount Everest, is drawing to a close.
Separately, four rescue helicopters on Saturday evacuated nearly 200 trekkers in the Annapurna region - about 140 of them foreigners - to safer locations, police said.","nepal, avalanche, local, missing, trekkers, including, guides, region, nearly, mountain, northwest, south, korean",natural calamities
17,01/2020,ISLAMABAD (REUTERS) ,At least 57 dead in avalanches in Pakistan,https://www.straitstimes.com/asia/south-asia/at-least-57-dead-in-avalanches-in-pakistan,"In neighbouring India, at least 10 people were killed after several avalanches hit the northern-part of Indian-administered Kashmir.
Two Pakistani officials said many villagers were still stranded by the avalanches in the Neelum Valley area following heavy rain that also triggered landslides.
Authorities also scrambled to provide relief to local people with another spell of heavy snow expected on Friday.
At least 53 houses had been completely destroyed by avalanches in the Pakistani administered region known as Azad Jammu and Kashmir (AJK), officials said.
Meanwhile in western Pakistan, heavy snowfall in southwestern Balochistan destroyed several houses in the mountainous region, killing 17 people.","kashmir, snow, pakistan, killed, avalanches, indian, heavy, pakistani, 59, management, officials",natural calamities
18,12/2019,ROME (AFP) ,Two German girls among three killed in Italy avalanche,https://www.straitstimes.com/world/europe/two-german-girls-among-three-killed-in-italy-avalanche,"ROME (AFP) - An avalanche on Saturday (Dec 28) killed a 35-year-old woman and two girls, one of them aged seven, in the Italian Alps near the border with Austria, media reported.
All three victims were German nationals.
The accident happened 2,400m up on the Val Senales glacier at around midday, said Italian media reports.
The 35-year-old woman and the seven-year-old girl could not be resuscitated and the third victim died while being flown to hospital for treatment.
Another two people, thought to be members of the same skiing party, were injured in the avalanche, but their lives were not in danger, said the reports.","avalanche, workers, girls, val, treatmentanother, italy, killed, italian, victims, media, 35yearold, woman, german, victim",natural calamities
19,04/2019,MONTREAL • Three world,3 elite mountaineers presumed dead after avalanche in Canada,https://www.straitstimes.com/world/americas/3-elite-mountaineers-presumed-dead-after-avalanche-in-canada,"MONTREAL • Three world-renown-ed professional mountaineers - two Austrians and an American - were missing and presumed dead after an avalanche on a western Canadian summit, the country's national parks agency has said.
The three men were attempting to climb the east face of Howse Pass, an isolated and highly difficult route, Parks Canada said on Thursday.
Rescuers found signs of several avalanches and debris consistent with climbing equipment, Parks Canada said, leading them to presume that the climbers were dead.
It is unlikely the three men survived, Mr John Roskelley, father of missing mountaineer Jess Roskelley, told local media in the US state of Washington.
This is one of those trips where it turned into a nightmare,"" he told the Spokesman-Review.","told, avalanche, nightmare, missing, parks, presumed, mountaineers, elite, roskelley, national, media, canada, route, men, dead, search",natural calamities
20,04/2019,MONTREAL (AFP) ,Three mountaineers presumed dead in Canada avalanche,https://www.straitstimes.com/world/americas/three-mountaineers-presumed-dead-in-canada-avalanche,"MONTREAL (AFP) - Three world-renowned professional mountaineers - two Austrians and an American - were missing and presumed dead after an avalanche on a western Canadian summit, the country's national parks agency said Thursday (April 18).
American Jess Roskelley, 36, and Austrians Hansjorg Auer, 35, and David Lama, 28, went missing Tuesday evening in Banff National Park, according to media reports.
The three men were attempting to climb the east face of Howse Pass, an isolated and highly difficult route, according to Parks Canada.
Rescuers found signs of several avalanches and debris consistent with climbing equipment, Parks Canada said, leading them to presume that the climbers were dead.
It is unlikely the three men survived, Mr John Roskelley, father of missing Jess Roskelley, told local media in the US state of Washington.","avalanche, missing, parks, presumed, mountaineers, roskelley, national, media, jess, face, equipment, canada, men, dead, search",natural calamities
21,11/2018,WELLINGTON (AFP) ,"New Zealand avalanche kills 2 Germans, woman survives",https://www.straitstimes.com/asia/australianz/new-zealand-avalanche-kills-2-germans-woman-survives,"WELLINGTON (AFP) - A New Zealand woman who was buried alive in an avalanche has told how she dug her way out of the snow after her two companions, both originally from Germany, perished on the mountainside.
They were climbing Mount Hicks, a 3,200 metre peak on the country's South Island, with New Zealander Jo Morgan when the avalanche struck on Wednesday morning.
Morgan and her companions were all experienced mountaineers and she said they were unlucky to hit a patch of unstable snow.
""The technique when you're involved in an avalanche is to swim, like overarm, and it allows you to keep higher up in the avalanche,"" he told reporters.
""She managed, when the avalanche finished, to have one or two arms out and managed to dig herself out.","kills, avalanche, told, free, managed, snow, zealand, way, took, woman, hit, survives, germans, slope, mountain",natural calamities
22,05/2019,MOSCOW (REUTERS) ,Seven Russian tourists feared killed by avalanche in Siberia,https://www.straitstimes.com/world/europe/seven-russian-tourists-feared-killed-by-avalanche-in-siberia,"MOSCOW (REUTERS) - Seven Russian tourists on a hiking holiday in Siberia are feared dead after an avalanche on a ridge in the Altai region, the local emergencies ministry said on Wednesday (May 8), saying rescue workers were still looking for the missing walkers.
The avalanche happened on Monday, but came to light only on Wednesday when two survivors from the group reached the nearby settlement of Kosh-Agach and were able to radio for help, the TASS news agency cited emergency services as saying.
Two rescue helicopters have been deployed to find the missing tourists, the emergencies ministry said.
The group of nine people was visiting Altai from the Russian city of Novosibirsk.","avalanche, workers, tourists, missing, group, rescue, feared, killed, emergencies, altai, siberia, seven, russian, ministry",natural calamities
23,04/2020,VIENNA (AFP) ,Skiers unleash legal avalanche on Austria over coronavirus,https://www.straitstimes.com/world/europe/skiers-unleash-legal-avalanche-on-austria-over-coronavirus,"Tyrol authorities have come under blistering criticism for failing to quickly respond to signs of an outbreak of the new coronavirus at a popular ski resort, thus helping spread it across Europe and further afield.
Other bar revellers who have caught the virus came from Canada, the United Kingdom, Iceland and Sweden.
It was not until almost a fortnight later that the bar, and then the resort itself, were placed in lockdown.
Stung by criticism, regional Tyrol authorities insist they took ""very radical"" action in a timely manner.
Platter insists authorities took ""very quick"" and ""very radical"" decisions to contain the virus.","avalanche, tyrol, vsv, coronavirus, virus, skiers, regional, austria, ski, took, resort, popular, authorities, legal, bar, unleash",natural calamities
24,03/2018,"GRENOBLE, France (AFP) ","Two dead, one missing after avalanches in French Alps",https://www.straitstimes.com/world/europe/two-dead-one-missing-after-avalanches-in-french-alps,"GRENOBLE, France (AFP) - Two skiers from France and Belgium were killed in avalanches in the French Alps on Sunday (March 4) while three other people remain missing, a local official said.
The deaths add to the toll in the French mountains from avalanches since Friday.
The two skiers died during simultaneous avalanches around lunchtime, while skiing off-piste from the Vallorcines resort in the Chamonix-Mont Blanc region.
In neighbouring Savoie rescuers were looking for two missing skiers, aged 47 and 49, who were caught in an avalanche off-piste at Planay in the Tarentaise Valley in the heart of the French Alps.
A day earlier four skiers were killed in the Mercantour National park in the French Alps, the deadliest avalanche of the winter so far.","avalanche, missing, snow, offpiste, winter, killed, skiers, avalanches, swiss, alps, french, skiing, dead",natural calamities
25,02/2022,ATHENS (AFP) ,Three climbers dead in Greece,https://www.straitstimes.com/world/europe/three-climbers-dead-in-greece,"ATHENS (AFP) - Three climbers missing since Saturday (Feb 5) afternoon were found dead on Sunday in Helmos mountain in the Peloponnese, the Greek fire brigade said, allegedly as a result of an avalanche.
A search and rescue operation had been under way since late Saturday, with the participation of the fire brigade, a helicopter, drones and volunteers.
The three climbers, aged 50-55 and considered experienced in ice climbing, according to media reports, set off on Saturday morning to climb near Kalavrita Ski Resort.
When night fell, the ski resort, realising the trio had not returned as their car was still parked there, alerted the authorities.
Most likely, this avalanche swept away the climbers in their attempt to approach the desired route,"" Kalavrita Ski Resort said in a Facebook post on Sunday.","avalanche, way, morning, ski, climbers, resort, away, greece, brigade, kalavrita, dead, afternoon",natural calamities
26,04/2018,LYON (AFP) ,Renowned mountain doctor killed in French avalanche,https://www.straitstimes.com/world/europe/renowned-mountain-doctor-killed-in-french-avalanche,"LYON (AFP) - A French emergency doctor and mountain guide whose high-altitude work earned him the nickname ""Doctor Vertical"" was killed Monday (April 2) in an avalanche in the Alps, rescuers said.
A well-known figure in French mountaineering, Cauchy had written several books on mountain rescue and penned newspaper articles under the name ""Doctor Vertical"".
""Another great man that the mountain has taken from us,"" he told AFP from Nepal.
At least three other people were hurt in the avalanche but their injuries were not life-threatening, local mountain police told AFP.
Three Spaniards, including a mountain guide, were killed by an avalanche while skiing off-piste in the Obers Taelli area of the Swiss Alps on Saturday.","told, avalanche, doctor, taken, rescue, killed, alps, french, afp, renowned, frostbite, mountain",natural calamities
27,03/2020,NEW DELHI (BLOOMBERG) ,India could be next coronavirus hot spot with an 'avalanche' of cases,https://www.straitstimes.com/asia/south-asia/india-could-be-next-coronavirus-hotspot-with-an-avalanche-of-cases,"NEW DELHI (BLOOMBERG) - India could become the next global hot spot for virus cases, with experts warning that containment measures that proved successful elsewhere in Asia may not work in the world's second-most populous country.
Financial CapitalSo far India has been relatively unscathed from the virus compared with other countries in Asia.
Prime Minister Narendra Modi has said India is doing its best to fight the spread of the virus.
A key concern in India is Maharashtra, the state with the highest urbanisation in India and home to the financial capital Mumbai and benchmark stock exchange.
It has reported the biggest spread of the infection with 39 cases.","avalanche, spot, nation, india, coronavirus, virus, spread, work, testing, reported, hot, state, cases, medical, measures",natural calamities
28,02/2019,GENEVA (AFP) ,Several people 'buried' in avalanche at Swiss ski station,https://www.straitstimes.com/world/europe/several-people-buried-in-avalanche-at-swiss-ski-station,"GENEVA (AFP) - An avalanche left four skiers injured on Tuesday (Feb 19) at a resort in the Swiss Alps where rescue operations went on after dark with police fearing people could still be trapped under the snow.
The authorities held a press conference to announce the injuries, including one person seriously hurt, after local reports said up to a dozen people were engulfed by the avalanche.
Police officers said that based on witness reports other skiers could still be buried and the search would continue into the night.
Swiss RTS television said the army had set up lighting to aid the 240 rescue workers at the site.
""We are shocked and hope for good news about these people,"" Feraud was quoted as saying.","buried, avalanche, local, quoted, workers, rescue, feared, swiss, skiers, ski, resort, witness, feraud, reports",natural calamities
29,07/2019,PARIS (REUTERS) ,Environmentalists urge Tour de France to end 'avalanche of plastic',https://www.straitstimes.com/world/environmentalists-urge-tour-de-france-to-end-avalanche-of-plastic,"They say that a few years ago it was 18 million, but the environmentalists says the ""Tour de Plastic"" has to do more.
Lambert is one of 30 legislators who, together with six charities including Zero Waste France and Surfrider Foundation Europe, wrote an open letter to the Tour's organisers calling for action.
""We want people to know Ineos is associated with plastic, that Ineos is not a green company,"" Zero Waste France's Laura Chatel said.
Ineos spokesman Richard Longden said plastic was a valuable resource in making products ranging from blood bags to wind turbines.
""The real problem is plastic waste, and the disposable culture we all take for granted,"" he said.","avalanche, ineos, tour, end, waste, zero, tshirts, tours, environmentalists, sponsors, plastic, say, france, prudhomme, urge",natural calamities
30,01/2018,NEW YORK (NYTIMES) ,"Bigger, faster avalanches, triggered by climate change could threaten some cities",https://www.straitstimes.com/world/bigger-faster-avalanches-triggered-by-climate-change-could-threaten-some-cities,"An analysis of the events, published this week in the journal Nature Geoscience, found that climate change was the culprit in both collapses.
That could mean more risks for towns, and even cities, within range of these types of huge avalanches.
To understand what the researchers found, it helps to know that generally, there are two kinds of mountain glaciers: flat and steep.
Steep glaciers appear perilously affixed to mountain walls, and when they do collapse, they create avalanches with speeds up to 400kmh.
But scientists say the driving factor in Tibet was climate change.","snow, glacier, change, avalanches, cities, faster, bigger, triggered, threaten, kaab, region, glaciers, speeds, tibet, collapse, climate, mountain",natural calamities
31,03/2017,"""My face was free so I managed to get myself out. It was scary.""

The students who died, all aged 16 and 17, were from a local high school known for its prowess in competitive mountain climbing. They were at the front of the group when the avalanche struck on the final day of a three",Probe into why avalanche warning was not heeded,https://www.straitstimes.com/asia/east-asia/probe-into-why-avalanche-warning-was-not-heeded,"The students who died, all aged 16 and 17, were from a local high school known for its prowess in competitive mountain climbing.
They were at the front of the group when the avalanche struck on the final day of a three-day training camp.
An avalanche warning was in place at the time.
""After that heavy a snowfall, of course, it was highly likely you'd get caught in an avalanche if you went out,""rescuer Itsuro Watabe told TBS.
Mr Atsuhito Masuguchi, head of the Tochigi High School Athletics Federation, said the training had been held for decades.","told, tochigi, heeded, avalanche, snow, warning, snowfall, high, school, probe, training, students, mountain",natural calamities
32,03/2017,"""Then those of us who could move helped dig out people who were buried,"" he added.

About 60 students from seven high schools in rural Tochigi prefecture were participating in the annual early",Eight students killed in Japan avalanche,https://www.straitstimes.com/asia/east-asia/eight-students-killed-in-japan-avalanche,"About 60 students from seven high schools in rural Tochigi prefecture were participating in the annual early-spring climb in Nasu.
The area has been in the grip of snowstorms strong enough that rescue helicopters initially had trouble reaching the avalanche zone, according to Japanese news reports.
Survivors said members of the Otawara club were leading several groups of students during a trekking exercise on a low-altitude slope when the avalanche struck.
Prefectural officials said that about a dozen students stayed behind because they lacked the confidence or equipment to move through the deep snow.
Then afterwards, I heard the sound of sirens and helicopters,"" one student, who was in a tent about 90m from the avalanche, told NHK.","tochigi, avalanche, snow, according, trekking, japan, killed, high, climb, officials, students, mountain",natural calamities
