,Product,Title,Article,Summary,Link,Date
10,potatoes,Dealing with double whammy of drought and contract cut — Farm Focus,"by George Fullerton

New Brunswick potato farmers Brent and Carol Anderson continued the Anderson tradition of getting their crops harvested and safely stored again this fall. Brent is the third generation of Andersons, based in Beechwood, N.B., to carry on the farming tradition.

The farm is on the Cahill Road in central Carleton County and a couple of miles east of the Saint John River.

Brent’s grandparents John and Edith Anderson operated a small 50-acre mixed farm at the location. When John became very ill with arthritis, their sons Dean, Frank, and Gordon were taken out of school to attend to spring planting and general farm operations.

Like many of their generation, there wasn’t much schooling after that. Dean and Frank dedicated themselves to farming, while Gordon sought out other employment.

In 1956, Dean and Frank began contracting potatoes to McCain Foods, delivering to the French fry plant in Florenceville. The two Anderson brothers, with the dedicated support of Dean’s wife Clara, continued to add land and built up the operation, eventually abandoning less profitable aspects of the mixed farm and concentrating more and more on potatoes and other cash crops. In addition to contracting potatoes to McCain, they grew seed potatoes and marketed table potatoes. They also produced peas contracted to McCain, and grew grains in rotation with potatoes.

Through their tenure, the Anderson brothers grew the operation to around 175 acres of potato production annually. The brothers were recognized a number of times by McCain Foods as one of the company’s top-10 producers.

NEW GENERATION

In 1986, Dean and Frank were looking forward to retirement and began the management transition to Dean and Clara’s son Brent and his wife Carol.

Brent and Carol continued with a high standard of management and growth of Anderson Farms Ltd. During the past 30-odd years, the farm has been recognized by McCain Foods 16 times as one of its top-10 producers and twice received the champion grower award.

The current generation of managers has built the farm’s potato production up to around 500 acres annually.

Family values continue to be important in the operation. Brent and Carol employ their son Ryan on a full-time basis and their daughter Cara on a seasonal basis, along with Brent’s brother Stacey, cousins Terry Anderson and Calvin Ruff, cousin-in-law Laurie Crain, as well as Jordan Wade, Trudy Vail, and Ryan Crain.

“We have a very dedicated group of employees and they continue to make a major contribution to our success,” said Brent. “I attribute our good quality record to our attention to a good crop rotation plan. We follow every potato crop with a plow-down year, where we plant a mix of clover and alfalfa. The crop is chopped with a batwing mower and plowed down to add organic matter to the soil and boost biological activity. The alfalfa has a deep and aggressive tap root, which penetrates and breaks up soil compaction and benefits water control in the soils.”

Following plow-down, fields are planted in oats, which are contracted to Quaker Oats for human consumption. Harvested oats are delivered to Eastern Grains in Drummond, N.B., where the crop is cleaned, dried, and stored, and eventually shipped out to Quaker production facilities.

In recent years, more than 90 percent of the Andersons’ potato production has been contracted to McCain Foods, with the balance to table markets. Varieties produced include Russet Burbank, Shepody, and Innovator.

Potato seed is sourced from the New Brunswick government’s Bon Accord Elite Seed Potato Centre as E1 stock, which the Andersons plant as E2 stock the following spring. The harvest is sold as E3 product to McCain Foods.

FALL FERTILIZING

In the autumn, prior to the potato growing year, fields are uniformly grid sampled using two-acre blocks. Fields are then limed and fertilized with a GPS-equipped spreader truck operated by County Lime Ltd. according to the nutrient requirements of specific areas of the fields.

“Springtime is very busy and having fertility for the potato crop already in the ground avoids one of the springtime chores,” said Brent.

As McCain contractors, the Andersons must subscribe to the CanadaGAP (Good Agricultural Practices) Program, which is a food safety audit program. They have a comprehensive audit scheduled every four years and may be subject to a random audit in the intervening years.

The program requires detailed record keeping.

The audits focus a good deal of attention on traceability from seed through the production cycles and delivery to the processing plants. The audits review records of inputs, field rotations, chemical storage, application, and container disposal, and many more production practices.

This year, the Andersons wrapped up their potato harvest during the first week of October. According to Brent, the combination of COVID-19 and this summer’s drought made for a very challenging season.

Because pandemic restrictions shut down a good deal of restaurant businesses, at least temporarily, there was a severe decline in demand for French fries. As a result, McCain Foods announced a 15 percent cut to producers’ traditional contracts for 2020.

Brent said the contract cut had a major impact on their operation but added that this year’s drought hurt them even more.

“The drought was definitely the worst I have seen in my lifetime,” he said. “It has caused us a production reduction of 30 to 40 percent. This will be a very hard year for all producers.”

Despite the production deficit, Brent said that the quality of their potatoes was very good.

The Andersons celebrated the end of harvest with a big turkey dinner for their entire crew – another important tradition!","In 1956, Dean and Frank began contracting potatoes to McCain Foods, delivering to the French fry plant in Florenceville.
The brothers were recognized a number of times by McCain Foods as one of the company’s top-10 producers.
The current generation of managers has built the farm’s potato production up to around 500 acres annually.
In recent years, more than 90 percent of the Andersons’ potato production has been contracted to McCain Foods, with the balance to table markets.
As a result, McCain Foods announced a 15 percent cut to producers’ traditional contracts for 2020.",https://www.atlanticfarmfocus.ca/farm-focus-november-2020/2021/1/29/dealing-with-double-whammy-of-drought-and-contract-cut,2021-01-30 08:00:00+00:00
11,potatoes,How to Make Sweet Potato Skins Taste Delicious,"I have been getting a lot of emails lately. Most are about baking soda and ground beef, one was about Stuart Murdoch, and a fair number are about sweet potatoes, their skins, and how I am a doofus for not eating them (a thing I mentioned in this blog about roasting them):

Unlike white potatoes such as russets or Yukons, yams and sweet potatoes do not have skins that are pleasurable to eat. Instead of getting crispy, they get tough, with a texture somewhere in-between paper and leather.

Advertisement

While no one disagreed with my description of the skin’s texture, they urged me to “consider the syrupy, caramelized sweetness and rich flavors that can become attached to the skins’ inner surfaces,” and to “butter that bad boy liberally (or use oil or shortening) and sprinkle on some coarse salt.” (Oddly these emails were some of the most polite I’ve ever received, unlike the beef emails, which were quite rude).

As a dedicated consumer of white potato peels, I was somewhat embarrassed to learn I have been missing out. So I did what the nice, polite readers suggested and baked another sweet potato.

I kept the cooking temp and time the same (400℉ for an hour in the oven/half that in the air fryer), and left the skin un-punctured, only this time I coated the yam in bacon grease and Sicilian sea salt before baking. If you’ve never coated a root vegetable in bacon grease, it’s very easy: scoop some grease up with your (clean) fingers, and rub it all around the potato with your hands, then sprinkle on salt to form a glittering crust.

I must say, I was not disappointed with the results. Though I stand by my initial assessment that sweet potato skins are “leathery,” they weren’t unchewable, and chewing on something infused with bacon fat is pretty fun. (Vegetarians: Try olive or avocado oil.) By itself the peel is pretty bitter, but that bitterness pairs well with the potato’s sweet interior. In fact, the combination of sweet flesh, lightly bitter peel, and all those caramelized bits on the inside is pretty delightful.

But more importantly—nay, most importantly—this means I never have to peel another sweet potato. And as a fan of not over- doing things, this is great news.","Most are about baking soda and ground beef, one was about Stuart Murdoch, and a fair number are about sweet potatoes, their skins, and how I am a doofus for not eating them (a thing I mentioned in this blog about roasting them):Unlike white potatoes such as russets or Yukons, yams and sweet potatoes do not have skins that are pleasurable to eat.
So I did what the nice, polite readers suggested and baked another sweet potato.
Though I stand by my initial assessment that sweet potato skins are “leathery,” they weren’t unchewable, and chewing on something infused with bacon fat is pretty fun.
By itself the peel is pretty bitter, but that bitterness pairs well with the potato’s sweet interior.
But more importantly—nay, most importantly—this means I never have to peel another sweet potato.",https://lifehacker.com/how-to-make-sweet-potato-skins-taste-delicious-1846159787,2021-01-30 08:00:00+00:00
12,potatoes,These Martha Stewart-approved cinnamon rolls are made with … mashed potatoes?,"The secret to light and fluffy cinnamon rolls, according to Martha Stewart, is a lot of love and a little bit of … mashed potato. One medium russet potato, to be exact.

In a post from December, the Martha Stewart Instagram account shared a photo of a cinnamon roll recipe from food editor, Lauryn Tyrell, saying, ""Meet your latest baking project: our lightest, fluffiest cinnamon rolls ever. The addition of mashed potatoes is our secret to its ultra-light texture.""

In the recipe, published by Martha Stewart Living in 2018, an eight-ounce potato is peeled and cut into one-inch pieces. After boiling and mashing, the potato is added to a mixture of butter, milk, yeast, sugar egg, flour and salt to create the dough.

Then comes the rising.

When I attempted this intriguing recipe at home, I joked that you'd need to really sit down and plan the rising times into your schedule: There's an initial rise, followed by rolling the dough, adding a cinnamon and brown sugar filling and slicing the whole thing into beautiful cinnamon rolls.

These decadent cinnamon rolls were a labor of love — but well worth it. Terri Peters

Then, you guessed it, more rising: The rolls hang out for eight hours (overnight, in my case) in the refrigerator.

The next morning, I removed my rolls from the fridge and let them rise on the counter for another hour and a half. Finally, it was time to pop the potato-filled treats into a 350 F oven.

While the cinnamon rolls baked for about 30 minutes, I mixed up the cream cheese glaze included in the recipe. I'm gonna be honest: It was very hard to resist licking it right off the spatula while I waited for the rolls to finish baking.

After cooling and glazing the fresh, golden-brown rolls, the recipe recommended letting them sit for another 20 minutes: ""This completes the cooking process and yields tender and airy, not gummy, buns,"" it reads.

While I couldn't really taste potato in the cinnamon rolls, the addition definitely changed up the texture. Terri Peters

For those keeping score at home, I was nearly 14 hours into the process at this point. Was it worth it? Absolutely.

The cinnamon rolls had a unique, subtly starchy flavor that I can only assume was the mashed potato's doing. The texture was light, almost crispy and flaky — again, thanks to the potato — with the butter and cinnamon-sugar filling caramelizing beautifully around the edges.

While they required a good amount of work in the kitchen, these rolls turned out to be a rewarding project. After all, any time I can work potatoes into my breakfast, that's a morning win for me.","The secret to light and fluffy cinnamon rolls, according to Martha Stewart, is a lot of love and a little bit of … mashed potato.
In a post from December, the Martha Stewart Instagram account shared a photo of a cinnamon roll recipe from food editor, Lauryn Tyrell, saying, ""Meet your latest baking project: our lightest, fluffiest cinnamon rolls ever.
While the cinnamon rolls baked for about 30 minutes, I mixed up the cream cheese glaze included in the recipe.
While I couldn't really taste potato in the cinnamon rolls, the addition definitely changed up the texture.
The cinnamon rolls had a unique, subtly starchy flavor that I can only assume was the mashed potato's doing.",https://www.today.com/food/martha-stewart-s-recipe-light-fluffy-cinnamon-rolls-t207486,2021-01-29 20:15:48+00:00
13,potatoes,Cover crop research on Island farm yields positive results — Farm Focus,"by Emily Leeson

“We have to do anything we can to minimize the time soil is left bare without anything growing,” says Dr. Judith Nyiraneza, a research scientist with Agriculture and Agri-Food Canada (AAFC) based in Charlottetown.

Nyiraneza and Oyster Cove Farms of Hamilton, P.E.I., recently completed a two-year study that tested the performance of cover crops planted following the potato harvest.

Nyiraneza said that a variety of cover crop options can help producers better manage soil health and reduce the environmental impacts of soil erosion.

When soil erodes, the valuable topsoil is lost. As it is blown away by winds or washed away by rainfall, the quality of the soil decreases – ultimately resulting in lower yields and potentially higher costs for producers trying to remedy their soil’s decreasing productivity. Erosion also increases the potential for groundwater pollution as agricultural chemicals from the soil are swept into water sources.

Nyiraneza said several factors account for the high risk of erosion on P.E.I. While the humid climate and sandy soil set the stage, traditional farming practices also play a role. With more than 80,000 acres of potatoes grown on the Island each year, the aggressive production takes its toll on the land. Growers gearing up for a short window of spring planting tend to till in the fall, leaving the land exposed to the snowmelt of early spring. Even after the potato planting, fields are relatively bare for several more weeks until the crop fully develops. Oscillating periods of drought and intense rainfall worsen the erosion problem.

The two-year study tested the performance of Winter rye, Winter wheat, and Spring barley planted after the potato harvest.

Cover crops work in many capacities. They increase organic matter and available nitrogen in the soil, promote beneficial insects, deter weed growth, bring up deep-rooted minerals, and increase the soil’s moisture-holding capacity. Cover crop plant growth also protects against erosion from wind and water – holding the soil in place and protecting it against the impact of heavy rainfall and run-off.

“Soil particles are detached by rain impact, and if there is a slope they are transported to other places,” said Nyiraneza.

During the study, the researchers used splash pans in cover crop fields to measure the soil movement caused by raindrops and the soil’s vulnerability to erosion. They measured the amount of carbon and nitrogen in the soil and measured the nitrates in the soil at different times throughout the fall, spring, and summer.

“We also did analysis on the yield quality of Winter wheat and Winter rye the following summer,” said Nyiraneza.","Nyiraneza said that a variety of cover crop options can help producers better manage soil health and reduce the environmental impacts of soil erosion.
The two-year study tested the performance of Winter rye, Winter wheat, and Spring barley planted after the potato harvest.
Cover crop plant growth also protects against erosion from wind and water – holding the soil in place and protecting it against the impact of heavy rainfall and run-off.
During the study, the researchers used splash pans in cover crop fields to measure the soil movement caused by raindrops and the soil’s vulnerability to erosion.
“We also did analysis on the yield quality of Winter wheat and Winter rye the following summer,” said Nyiraneza.",https://www.atlanticfarmfocus.ca/farm-focus-january-2021/2021/1/29/cover-crop-research-on-island-farm-yields-positive-results,2021-01-29 20:15:48+00:00
14,potatoes,Sun Valley Resort suspends all ski operations Friday due to snow conditions: 'It was almost like mashed potatoes out there',"Operations may be delayed through Saturday morning, according to resort officials.

SUN VALLEY, Idaho — Sun Valley resort announced on Facebook that all skiing and riding operations on Bald Mountain have been suspended as of 2 p.m. on Friday. Operations were suspended due to snow conditions.

Sun Valley reported a whopping 31 inches of snow accumulation in the 24 hours between 5:30 a.m. on Wednesday and 5:30 a.m. on Thursday. As of 3:30 p.m. on Thursday, the resort's snow stake camera showed nearly 19 inches of new snow since it was cleared at 4 p.m. Wednesday.

Ethan Davis, an avalanche forecaster with Sawtooth Avalanche Center, advises all skiers to stay out of the backcountry and the decision for the resort to close early made sense.

""We saw widespread national avalanche activity, we heard of three skiers triggering avalanches in out of bounds terrain near the Warm Springs drainage and Bald mountain so the decision to close certainly isn't surprising,"" Davis said.

Due to avalanche mitigation work, all of the bowls, Seattle Ridge, and Sunrise Expansion Area were closed on Thursday and remain closed on Friday. No uphill traffic is allowed until further notice.

""My kids wanted to go over to Warm Springs so we kinda got in the car and drove over there got unpacked and started walking over there and that's pretty much when the entire mountain closed,"" said skier Matt Hanna.

Matt Hanna and his family drove to Sun Valley from Layton, Utah. It was their first time at the resort, and unfortunately, it was cut short because of winter conditions.

""It was a little bit overboard, we all like a powder but they got a ton overnight on top of even more,"" he said. ""It was almost like mashed potatoes out there, it was pretty nasty"".

Hanna said visibility was low, making it dangerous for newcomers on the mountain.

""The signage is challenging when you can only see five, ten feet and front of you and there are tons of people,"" he said. ""I haven't seen this before in terms of people today kinda cry uncle that usually wouldn't and say 'I'm done for the day.'""

Davis said this winter season has been abnormal. The season started with a big snowfall early on and was followed by a long period of drought. Davis added that when there's a long drought, the new snowfall doesn't adhere to the underlying snowfall, ultimately causing dangerous conditions.

""That's really what kinds driving a lot of these warnings,"" Davis said. ""You don't need to be in some extreme environment to see an avalanche, they can occur around town, just on the hillsides around town especially in the Wood River Valley and they happen frequently.""

Snow will continue to fall in most mountain areas through Friday night, bringing upwards of eight more inches of snow at higher elevations. The snow will taper off on Friday before starting up again early next week. See the latest KTVB weather forecast.

Avalanche warnings are in effect for the West Central Mountains near McCall and a wide swath of Central Idaho's backcountry that includes areas surrounding the Wood River Valley until 6 a.m. Sunday.

No uphill traffic will be permitted for the remainder of the day Friday and opening on Saturday morning may be delayed.","SUN VALLEY, Idaho — Sun Valley resort announced on Facebook that all skiing and riding operations on Bald Mountain have been suspended as of 2 p.m. on Friday.
Sun Valley reported a whopping 31 inches of snow accumulation in the 24 hours between 5:30 a.m. on Wednesday and 5:30 a.m. on Thursday.
As of 3:30 p.m. on Thursday, the resort's snow stake camera showed nearly 19 inches of new snow since it was cleared at 4 p.m. Wednesday.
The season started with a big snowfall early on and was followed by a long period of drought.
Snow will continue to fall in most mountain areas through Friday night, bringing upwards of eight more inches of snow at higher elevations.",https://www.ktvb.com/article/weather/sun-valley-closed-avalanche-idaho-ski-resort/277-7d328620-fc31-4be0-8921-147d7f9e5255,2021-01-29 16:02:00
15,potatoes,There’s Nothing Better Than This Cheesy Potato Soup,"One thing you’ll have to decide is whether to remove the jalapeño seeds. This will depend on how spicy you like things, and how fiery your peppers are. Sometimes you can predict the heat of a chile by smelling it — if it’s a scorcher, it will make your nose tingle. But a more reliable way is to cut one open and give its guts a lick. Usually, I end up removing some but not all of the seeds by shaking the opened pepper over the sink. It’s the lazy person’s way, and it works for me.

Along with the pickled peppers, I garnish bowls with some cilantro and scallions for freshness, plus plenty of grated Cheddar, which melts into a gooey raft as it meets the hot soup.

Then pair it with a leafy salad for something green, along with slices of good crusty bread to round it all out. Whether you get those slices from a homemade loaf or otherwise, you’ll be happy for the chance to sop up every last drop of this savory, creamy soup.","One thing you’ll have to decide is whether to remove the jalapeño seeds.
This will depend on how spicy you like things, and how fiery your peppers are.
Sometimes you can predict the heat of a chile by smelling it — if it’s a scorcher, it will make your nose tingle.
Usually, I end up removing some but not all of the seeds by shaking the opened pepper over the sink.
Whether you get those slices from a homemade loaf or otherwise, you’ll be happy for the chance to sop up every last drop of this savory, creamy soup.",https://www.nytimes.com/2021/01/29/dining/potato-cheddar-soup.html,2021-01-29 00:00:00
16,potatoes,What's for Dinner - Herb Roasted Chicken Thighs and Potatoes,,,https://wtov9.com/features/whats-for-dinner/whats-for-dinner-herb-roasted-chicken-thighs-and-potatoes,2021-01-29 00:00:00
17,potatoes,One Pan Dinner: A steak lover's dream,"Recipe: Coffee-Chili–Rubbed Steaks with Sweet Potatoes and Scallions

Why This Recipe Works: While we usually depend on a ripping-¬hot skillet to turn out steaks with a strong crust, we saw potential in our sheet pan to give us similar results for a complete meal using a more hands-off approach. A pleasantly bitter coffee rub accentuated the meat’s savoriness; chili ¬powder added heat, and brown sugar guaranteed some appealing caramelization. We sliced sweet potatoes into wedges and let them soften in the pan as it heated up, then added the steaks 25 minutes in and scattered scallions over the potatoes. Since the pan had preheated while cooking the sweet potatoes, it provided the sizzle we love (and the sear that comes with it) when we added the steaks. Our steaks reached a juicy medium-¬rare in only 12 minutes. To give our dish a final ¬flourish, we served our steaks with quick-pickled radishes. Don’t be afraid to use all of the coffee rub on the steak—it aids in browning in addition to adding flavor. The scallions should be left whole; trim off only the small roots. We prefer these steaks cooked to medium-¬rare.","A pleasantly bitter coffee rub accentuated the meat’s savoriness; chili ¬powder added heat, and brown sugar guaranteed some appealing caramelization.
We sliced sweet potatoes into wedges and let them soften in the pan as it heated up, then added the steaks 25 minutes in and scattered scallions over the potatoes.
Since the pan had preheated while cooking the sweet potatoes, it provided the sizzle we love (and the sear that comes with it) when we added the steaks.
Our steaks reached a juicy medium-¬rare in only 12 minutes.
Don’t be afraid to use all of the coffee rub on the steak—it aids in browning in addition to adding flavor.",https://www.king5.com/article/life/food/recipes/coffee-chili-rubbed-steaks-americas-test-kitchen/281-7d27401d-8a46-426f-99ee-633f7e293be4,2021-01-29 10:47:00
18,potatoes,"R3SM, Extra Table distribute sweet potatoes to churches, organizations","HATTIESBURG, Miss. (WDAM) - Recover, Rebuild, Restore Southeast Mississippi (R3SM) and the organization Extra Table have teamed up to distribute thousands of pounds of sweet potatoes to help families in need.

Friday, R3SM received more than 7,000 pounds of potatoes from Extra Table at its Volunteer House on Buschman Street.

Dozens of volunteers bagged the potatoes and then handed them out to groups, organizations and churches in a drive-thru distribution.

Friday, R3SM received more than 7,000 pounds of potatoes from Extra Table at its Volunteer House on Buschman Street. (Charles Herrington)

2,000 pounds of the potatoes were also distributed Friday to churches and other organizations in Jefferson Davis County.

Copyright 2021 WDAM. All rights reserved.","(WDAM) - Recover, Rebuild, Restore Southeast Mississippi (R3SM) and the organization Extra Table have teamed up to distribute thousands of pounds of sweet potatoes to help families in need.
Friday, R3SM received more than 7,000 pounds of potatoes from Extra Table at its Volunteer House on Buschman Street.
Dozens of volunteers bagged the potatoes and then handed them out to groups, organizations and churches in a drive-thru distribution.
Friday, R3SM received more than 7,000 pounds of potatoes from Extra Table at its Volunteer House on Buschman Street.
(Charles Herrington)2,000 pounds of the potatoes were also distributed Friday to churches and other organizations in Jefferson Davis County.",https://www.wdam.com/2021/01/29/rsm-extra-table-partner-distribute-sweet-potatoes-churches-organizations/,2021-01-29 00:00:00
19,potatoes,From Grandma to You: A Comforting Chicken-Coconut and Potato Stew,"The straightforward-sounding dish offers an incredible depth of flavor, given how easy it is to make. Her hack is to make a puree of tomatoes, yogurt, and fragrant spices that in the pot at the beginning, rather than the end, to make a sauce into which chunks of chicken and potato and carrot are then added to simmer. Warm, generous flavors of ginger and chile, along with creamy coconut milk, suffuse the meat and vegetables. The dish is far more than the sum of its parts.","The straightforward-sounding dish offers an incredible depth of flavor, given how easy it is to make.
Her hack is to make a puree of tomatoes, yogurt, and fragrant spices that in the pot at the beginning, rather than the end, to make a sauce into which chunks of chicken and potato and carrot are then added to simmer.
Warm, generous flavors of ginger and chile, along with creamy coconut milk, suffuse the meat and vegetables.
The dish is far more than the sum of its parts.",https://www.bloombergquint.com/pursuits/somali-chicken-stew-recipe-is-grandmother-approved-comfort-food,2021-01-29 00:00:00
