,date,location,news title,news source(url),content summary,keywords,class_name,new_class_name
10,Feb-22,"China's strategic missile force was recently renamed the People's Liberation Army Rocket Force (PLARF), implying an expansion. Last month, China joined the other four nuclear powers in affirming that a nuclear war cannot be won and must never be fought. Examining the evolution of China's nuclear strategy may help explain the seeming contradiction between China expanding its nuclear force and vowing not to fight a nuclear war.

A critical driver behind China's development of nuclear weapons was the idea that a country must possess nuclear weapons to prevent countries with nuclear weapons from blackmailing it. The concept defined China's nuclear strategy during the 1960s and 70s following its successful nuclear test in 1964",Will China abandon its 'no first use' nuclear policy?,https://www.straitstimes.com/opinion/will-china-abandon-its-no-first-use-nuclear-policy,"China's strategic missile force was recently renamed the People's Liberation Army Rocket Force (PLARF), implying an expansion.
Last month, China joined the other four nuclear powers in affirming that a nuclear war cannot be won and must never be fought.
Examining the evolution of China's nuclear strategy may help explain the seeming contradiction between China expanding its nuclear force and vowing not to fight a nuclear war.
A critical driver behind China's development of nuclear weapons was the idea that a country must possess nuclear weapons to prevent countries with nuclear weapons from blackmailing it.
The concept defined China's nuclear strategy during the 1960s and 70s following its successful nuclear test in 1964.","policy, weapons, chinas, abandon, strategy, vowing, wara, war, nuclear, force, china, won",Man-Made Disaster,Man-Made Disaster
11,Feb-22,WASHINGTON (AFP) ,US Navy engineer admits trying to sell nuclear sub secrets,https://www.straitstimes.com/world/united-states/us-navy-engineer-admits-trying-to-sell-nuclear-sub-secrets,"WASHINGTON (AFP) - A US Navy engineer admitted in federal court on Monday (Feb 14) that he tried to sell secrets about nuclear submarines to a foreign power, the Justice Department said.
Jonathan Toebbe, 43, pleaded guilty before a federal judge, more than four months after being arrested with his wife Diana Toebbe.
In exchange for his guilty plea, he is expected to be sentenced to between 12.5 to 17.5 years in prison.
The court documents did not however say which country the couple tried to sell their information to.
The package contained ""a sample of Restricted Data and instructions for establishing a covert relationship to purchase additional Restricted Data,"" the Justice Department said.","court, sell, trying, engineer, foreign, submarines, navy, secrets, documents, justice, department, toebbe, nuclear, restricted, admits, data, sub",Man-Made Disaster,Man-Made Disaster
12,Feb-22,PARIS (REUTERS) ,"Macron bets on nuclear 'rebirth' in carbon-neutrality push, France to build up to 14 new reactors",https://www.straitstimes.com/world/europe/macron-bets-on-nuclear-rebirth-in-carbon-neutrality-push-france-to-build-up-to-14-new-reactors,"PARIS (REUTERS) - France will build at least six new nuclear reactors in the decades to come, President Emmanuel Macron said on Thursday (Feb 10), placing nuclear power at the heart of his country's drive for carbon neutrality by 2050.
""What our country needs, and the conditions are there, is the rebirth of France's nuclear industry,"" Macron said, unveiling his new nuclear strategy in the eastern industrial town of Belfort.
The announcement comes at a difficult time for debt-laden EDF, which is facing delays and budget over-runs on new nuclear plants in France and Britain, and corrosion problems in some of its ageing reactors.
France lobbied hard for nuclear to be labelled as sustainable under new European Commission rules on green financing.
If the new EU taxonomy rules are approved, it should reduce the cost of financing nuclear energy projects.","reactors, power, macron, france, build, european, bets, carbonneutrality, wind, financing, nuclear, rebirth, push, plants, energy, 14",Man-Made Disaster,Man-Made Disaster
13,Feb-22,SEOUL (THE KOREA HERALD/ASIA NEWS NETWORK) ,'Green' nuclear energy on the cards for South Korea: Korea Herald,https://www.straitstimes.com/asia/east-asia/green-nuclear-energy-on-the-cards-for-south-korea-korea-herald,"This makes it hard to invest in nuclear energy activities, especially at a time when the country does not have enough viable green energy sources.
The EU is not alone in rediscovering the value of nuclear energy.
Critics say that Korean developers could miss out on big business opportunities, given that over 400 nuclear power plants are being planned around the world.
Against this backdrop, the government's policy should reverse its policy in favor of nuclear energy and promptly revise its taxonomy.
If not, the domestic nuclear industry would collapse and the government's overseas sales pitch of nuclear power plants would be meaningless.","commission, herald, power, climate, cards, carbon, south, korea, taxonomy, nuclear, plants, green, energy, european",Man-Made Disaster,Man-Made Disaster
14,Feb-22,TAIPEI (REUTERS) ,Taiwan to relax Japan nuclear disaster-related food import ban,https://www.straitstimes.com/asia/east-asia/taiwan-to-relax-japan-nuclear-disaster-related-food-import-ban,"The World Health Organisation said in 2016 that the Japanese authorities had monitored food contamination closely and implemented protective measures to prevent sale and distribution of contaminated food in Japan and outside of Japan after the Fukushima tsunami and nuclear disaster.
Japan has said many nations such as the United States and Australia had lifted or eased Fukushima-related restrictions, and Fukushima food including rice is being exported to markets like Thailand.
Taiwan banned imports of food products from five prefectures in Japan following a meltdown at the Fukushima nuclear plant that was triggered by a huge earthquake and tsunami.
Taiwan had maintained the ban despite repeated complaints from Japan which says the food is now safe.
In a 2018 referendum, Taiwan voted by a wide margin to maintain the ban, though referendum results are only binding for two years.","ban, entry, food, disasterrelated, cptpp, fukushima, relax, products, taiwan, import, nuclear, referendum, japan, trade",Man-Made Disaster,Man-Made Disaster
15,Feb-22,UNITED NATIONS (REUTERS) ,"North Korea grows nuclear, missiles programmes, profits from cyber attacks: UN report",https://www.straitstimes.com/asia/east-asia/north-korea-grows-nuclear-missiles-programmes-profits-from-cyberattacks-un-report,"The annual report by independent sanctions monitors was submitted on Friday evening to the UN Security Council North Korea sanctions committee.
""Although no nuclear tests or launches of ICBMs (intercontinental ballistic missiles) were reported, DPRK continued to develop its capability for production of nuclear fissile materials,"" the experts wrote.
North Korea is formally known as the Democratic People's Republic of Korea (DPRK).
It has long been banned from conducting nuclear tests and ballistic missile launches by the UN Security Council.
Cyber attacks, illicit tradeThe monitors said ""cyber attacks, particularly on cryptocurrency assets, remain an important revenue source"" for North Korea and that they had received information that North Korean hackers continued to target financial institutions, cryptocurrency firms and exchanges.","profits, report, ballistic, attacks, north, cyber, sanctions, grows, continued, dprk, monitors, missiles, korea, nuclear, programmes, missile",Man-Made Disaster,Man-Made Disaster
16,Feb-22,TAIPEI (REUTERS) ,Taiwan to 'adjust' Japanese food import curbs related to 2011 nuclear disaster,https://www.straitstimes.com/asia/east-asia/taiwan-to-adjust-japanese-food-import-curbs-related-to-2011-nuclear-disaster,"TAIPEI (REUTERS) - Taiwan said on Monday (Feb 7) it will ""adjust"" restrictions on Japanese food imports put in place following the 2011 Fukushima nuclear disaster, setting up a fight with the main opposition party which has vowed to battle any lifting of curbs.
The World Health Organisation said in 2016 that Japan had monitored food contamination closely and implemented protective measures to prevent sale and distribution of contaminated food in and outside Japan after the Fukushima tsunami and nuclear disaster.
Japan has said many nations such as the United States and Australia have lifted or eased Fukushima-related restrictions, and Fukushima food including rice is being exported to markets such as Thailand.
Taiwan has maintained the ban despite repeated complaints from Japan, which said the food is now safe.
Taiwan's Cabinet said countries around the world have lifted their restrictions, with only Taiwan and China maintaining the ban.","japanese, related, adjust, 2011, food, ban, restrictions, disaster, world, fukushima, taiwan, curbs, import, nuclear, tsunami, lifting, japan",Man-Made Disaster,Man-Made Disaster
17,Feb-22,BRUSSELS (REUTERS) ,EU proposes rules to label some gas and nuclear investments green,https://www.straitstimes.com/world/europe/eu-proposes-rules-to-label-some-gas-and-nuclear-investments-as-green,"That could include gas plants with relatively high CO2 emissions today, provided they switch to low-carbon gas or reduce their running hours in later years.
Gas plants must switch to run on low-carbon gases by 2035.
New nuclear plants must receive construction permits before 2045 to get a green investment label, and be located in a country with a plan and funds to safely dispose of radioactive waste by 2050.
EU countries and the European Parliament have four months to potentially block the rules, which could be done by a super-majority of 20 out of the 27 EU countries - a threshold seen as unlikely - or a majority of lawmakers.
Green EU lawmakers said on Wednesday they would campaign for the 353 votes needed to block the proposal, and already had roughly 250.","proposes, gas, eus, investments, rules, switch, eu, emissions, nuclear, label, plants, green, countries",Man-Made Disaster,Man-Made Disaster
18,Jan-22,STOCKHOLM (REUTERS) ,"Sweden approves plan to bury spent nuclear fuel for 100,000 years",https://www.straitstimes.com/world/europe/sweden-approves-plan-to-bury-spent-nuclear-fuel-for-100000-years,"STOCKHOLM (REUTERS) - Sweden's government gave the go-ahead on Thursday (Jan 27) for the building of a storage facility to keep the country's spent nuclear fuel safe for the next 100,000 years.
What to do with nuclear waste has been a major headache since the world's first nuclear plants came on line in the 1950s and 1960s.
The International Atomic Energy Agency estimates that there is around 370,000 tonnes of highly radioactive, spent nuclear fuel in temporary storage around the globe.
Sweden's nuclear power plants have produced around 8,000 tonnes of highly radioactive waste - including spent fuel - since they started operating in the 1970s.
The European Union, for example, plans to class some new atomic power plants as ""green"".","fuel, sweden, storage, approves, power, worlds, transition, plan, tonnes, waste, spent, nuclear, bury, plants, 100000",Man-Made Disaster,Man-Made Disaster
19,Jan-22,SEOUL (REUTERS) ,South Korea ruling party candidate seeks to outdo Moon with North Korea nuclear talks,https://www.straitstimes.com/asia/east-asia/south-korea-ruling-party-candidate-seeks-to-outdo-moon-with-north-korea-nuclear-talks,"SEOUL (REUTERS) - The top security adviser of South Korea's ruling party presidential candidate says his team aims to overcome previous failures in bridging North Korea and the United States, and present a more ""persuasive"" strategy to jumpstart nuclear talks.
In October, Lee Jae-myung became the candidate to run in the March 9 election for retiring President Moon Jae-in's Democratic Party.
A key architect of the ""Sunshine"" policy of cross-border engagement who visited Pyongyang for a historic 2000 summit, Lee Jong-seok steers the Lee campaign's inter-Korean peace-building committee crafting North Korea policy.
Like Moon, Lee Jae-myung has vowed to resume exchanges and individual tourism to North Korea, which is not banned by the UNSC.
""Sanctions have failed to break North Korea, and forcing unilateral denuclearisation proved unfeasible.","summit, talks, outdo, adviser, north, tests, ruling, party, south, moon, korea, lee, nuclear, missile, seeks, provocations",Man-Made Disaster,Man-Made Disaster
20,Jan-22,TOKYO (AFP) ,Six sue Fukushima nuclear plant operator over thyroid cancer,https://www.straitstimes.com/asia/east-asia/six-sue-fukushima-nuclear-plant-operator-over-thyroid-cancer,"TOKYO (AFP) - Six young people will sue the operator of Japan's stricken Fukushima nuclear power plant on Thursday (Jan 27) over claims that they developed thyroid cancer due to exposure to radiation after the facility's meltdown.
A United Nations report published last year concluded that the Fukushima nuclear disaster had not directly harmed the health of local residents a decade after the catastrophe.
They were diagnosed with thyroid cancer between 2012 and 2018.
The meltdown at the Fukushima Daiichi plant was the worst nuclear accident since the 1986 Chernobyl disaster, after which larger numbers of thyroid cancers were detected.
Tens of thousands of residents around the Fukushima plant were ordered to evacuate their homes, or chose to do so.","cancer, disaster, exposure, fukushima, plant, radiation, plaintiffs, operator, tokyo, sue, nuclear, thyroid",Man-Made Disaster,Man-Made Disaster
21,Jan-22,WASHINGTON (REUTERS) ,Researchers achieve milestone on path towards nuclear fusion energy,https://www.straitstimes.com/world/united-states/researchers-achieve-milestone-on-path-towards-nuclear-fusion-energy,"Using the world's largest laser, the researchers coaxed fusion fuel for the first time to heat itself beyond the heat they zapped into it, achieving a phenomenon called a burning plasma that marked a stride toward self-sustaining fusion energy.
But the experiments at a Lawrence Livermore National Laboratory facility in California represented a milestone in the decades-long quest to harness fusion energy, even as the researchers cautioned that years of more work are needed.
The experiments produced the self-heating of matter in a plasma state through nuclear fusion, which is the combining of atomic nuclei to release energy.
Fusion energy comes from fusing atoms together, just like inside stars, including our sun.
A fusion energy futurePrivate-sector ventures - dozens of companies and institutions - also are pursuing a fusion energy future, with some oil companies even investing.","fuel, plasma, zylstra, experiments, called, achieve, researchers, nuclear, burning, path, heating, milestone, energy, fusion",Man-Made Disaster,Man-Made Disaster
22,Jan-22,VIENNA (REUTERS) ,"Iran nuclear agreement unlikely without release of US prisoners, envoy says",https://www.straitstimes.com/world/middle-east/iran-nuclear-agreement-unlikely-without-release-of-us-prisoners-envoy-says,"VIENNA (REUTERS) - The United States is unlikely to strike an agreement with Iran to save the 2015 Iran nuclear deal unless Teheran releases four US citizens Washington says it is holding hostage, the lead US nuclear negotiator told Reuters on Sunday (Jan 23).
The official, US Special Envoy for Iran Robert Malley, repeated the long-held US position that the issue of the four people held in Iran is separate from the nuclear negotiations.
He moved a step closer, however, to saying that their release was a pre-condition for a nuclear agreement.
But I will say it is very hard for us to imagine getting back into the nuclear deal while four innocent Americans are being held hostage by Iran,"" Mr Malley told Reuters in an interview.
Mr Rosen was one of more than 50 US diplomats held during the 1979-1981 Iran hostage crisis.","rosen, prisoners, vienna, teheran, release, hunger, mr, strike, iran, agreement, envoy, nuclear, malley, unlikely",Man-Made Disaster,Man-Made Disaster
23,Jan-22,PARIS (AFP) ,Macron says need to 'accelerate' Iran nuclear talks,https://www.straitstimes.com/world/middle-east/macron-says-need-to-accelerate-iran-nuclear-talks,"PARIS (AFP) - French President Emmanuel Macron stressed the ""need to accelerate"" efforts to achieve progress in the Iranian nuclear talks, during a telephone call with his Iranian counterpart Ebrahim Raisi, aides said on Sunday (Jan 30).
Diplomats have been meeting in the Austrian capital in the search for a breakthrough to revive the 2015 deal involving Iran, the United States, Britain, China, France, Germany and Russia.
""Several months after negotiations resumed in Vienna, (Macron) insisted on the need to accelerate in order to quickly achieve tangible progress in this context,"" the French presidency said.
During a ""long exchange"" with his Iranian counterpart, Mr Macron stressed ""the need for Iran to show a constructive approach and return to the complete application of its obligations"".
In a brief statement after the call, the Iranian presidency said Tehran had proved its willingness and determination to reach a negotiated deal.","accelerate, macron, talks, need, vienna, stressed, iran, iranian, nuclear, raisi, president, presidency, french, progress",Man-Made Disaster,Man-Made Disaster
24,Jan-22,TOKYO (REUTERS) ,Japan's Tepco hit by setback in cleanup of crippled Fukushima nuclear plant,https://www.straitstimes.com/asia/east-asia/japans-tepco-hit-by-setback-in-clean-up-of-crippled-fukushima-nuclear-plant,"TOKYO (REUTERS) - The operator of Japan's crippled Fukushima nuclear power plant has found that a coolant solution, used to create an ice wall halting the seepage of groundwater into reactor buildings, has leaked from two storage tanks.
The leakage has had no impact on the wall or environment, said Tokyo Electric Power Co Holdings (Tepco).
Only last year, Japan's government approved the release of more than one million tonnes of irradiated water from the site after treatment, starting around spring 2023.
Tepco last month said it would build a tunnel reaching into the sea for the operation.
On Sunday, Tepco spokesman Tsuyoshi Shiraishi said about four tonnes of a calcium chloride solution used to maintain the ice wall had leaked in what was the eighth such leakage.","cleanup, crippled, power, tepco, site, wall, solution, fukushima, plant, used, shiraishi, hit, japans, tokyo, nuclear, tonnes, setback",Man-Made Disaster,Man-Made Disaster
25,Jan-22,DUBAI (REUTERS) ,"Iran, US lock horns over sanctions relief, nuclear curbs in Vienna talks",https://www.straitstimes.com/world/middle-east/iran-us-lock-horns-over-sanctions-relief-nuclear-curbs-in-vienna-talks,"The nuclear deal limited Iran's uranium enrichment activity to make it harder for it to develop nuclear arms - an ambition Teheran denies - in return for lifting international sanctions.
But former US President Donald Trump ditched the pact in 2018, saying it did not do enough to curb Iran's nuclear activities, ballistic missile programme and regional influence, and reimposed sanctions that badly damaged Iran's economy.
'We need guarantees'A former Iranian official said Iran's rulers ""are certain that their uncompromising, maximalist approach will give results"".
Iran insists on immediate removal of all Trump-era sanctions in a verifiable process.
""Americans should give assurances that no new sanctions under any label would be imposed on Iran in future.","deal, talks, pact, vienna, sanctions, relief, lock, irans, iran, mr, curbs, iranian, horns, nuclear, progress",Man-Made Disaster,Man-Made Disaster
26,Jan-22,PARIS (AFP) ,Safety concerns raised at third French nuclear plant,https://www.straitstimes.com/world/europe/safety-concerns-raised-at-third-french-nuclear-plant,"PARIS (AFP) - France's nuclear regulator said on Thursday (Jan 13) that a possible safety problem had been identified at a third nuclear plant, increasing concerns about the country's power capacity at the height of winter.
Cracks found near welds on a safety cooling system for two reactors at the Civaux plant in central France were discovered in December during routine safety checks by state-controlled power firm EDF.
""The defects that were identified on the last-generation reactors have been found on another reactor"" at Penly in northern France, Karine Herviou, deputy chief executive of the French nuclear safety regulator IRSN, said on Thursday.
Ten nuclear reactors out of France's 56-strong fleet are currently out of service for various reasons, accounting for about 20 per cent of the country's nuclear capacity.
The group announced extra delays and cost overruns for its troubled new-generation nuclear plant in Flamanville in northern France on Wednesday.","reactors, power, raised, safety, concerns, france, system, regulator, plant, source, edf, nuclear, french",Man-Made Disaster,Man-Made Disaster
27,Jan-22,SEOUL (REUTERS) ,"North Korea warns it may rethink moratorium on nuclear, missile tests",https://www.straitstimes.com/asia/east-asia/north-koreas-kim-jong-un-rips-us-signals-resumption-of-major-weapons-tests,"Tension has been rising over a recent series of North Korea missile tests.
Mr Biden made no mention of North Korea during a nearly two-hour news conference on Wednesday held to mark his first year in office.
After test firing a ballistic missile capable of striking the US mainland in 2017, North Korea launched a flurry of diplomacy and has not tested its ICBMs or nuclear weapons since.
On Monday, North Korea conducted its fourth missile test this year, following two launches of ""hypersonic missiles"" capable of high speed and manoeuvring after lift-off, and another one involving a railway-borne missile system.
""The North Korean nuclear and missile problem has not disappeared and will only grow worse in the absence of active, serious diplomacy,"" he said.","warns, states, politburo, weapons, tests, north, moratorium, united, testing, mr, korea, nuclear, missile, rethink",Man-Made Disaster,Man-Made Disaster
28,Jan-22,BEIJING (AFP) ,China will continue to 'modernise' nuclear arsenal: Foreign ministry,https://www.straitstimes.com/asia/east-asia/china-will-continue-to-modernise-nuclear-arsenal-foreign-ministry,"But squaring that rhetoric with reality will not be easy at a time of heightened tension between those same global powers.
The US has also said China is expanding its nuclear arsenal, with as many as 700 warheads by 2027 and possibly 1,000 by 2030.
On Tuesday, China defended its nuclear weapons policy and said Russia and the US - by far the world's largest nuclear powers - should make the first move on disarmament.
""They must reduce their nuclear arsenal in an irreversible and legally binding manner.""
""China will continue to modernise its nuclear arsenal for reliability and safety issues,"" he added.","ministry, arsenal, powers, modernise, global, weapons, fu, world, foreign, continue, war, nuclear, russia, china",Man-Made Disaster,Man-Made Disaster
