,date,news title,news source(url),content summary,keywords
10,2021-01-19 00:00:00,Cuba: Floods DREF Final Report (MDRCU006) - Cuba,https://reliefweb.int/report/cuba/cuba-floods-dref-final-report-mdrcu006,"Intense rains, floods, and strong winds especially affected the central Cuban provinces of Camagüey, Ciego de Ávila, Cienfuegos, Sancti Spíritus, and Villa Clara.
Severe Local Storms (SLS):From 25 to 26 May, a strong local storm caused tornadoes, hail, thunderstorms, and sustained winds of more than 92 km/h.
A tornadic event was recorded in the province of Santi Spíritus with winds of up to 120 km/h.
According to the Meteorological Centre in Sancti Spíritus, it was the largest and most visible local event that affected the area.
Other strong local storms also generated significant damage in the provinces of Villa Clara, Ciego de Avila, and Camagüey.","sancti, floods, events, strong, report, local, storms, cuba, dref, mm, winds, final, villa, provinces, spíritus, mdrcu006"
11,2021-01-19 00:00:00,"Indonesia: East Kalimantan Floods, Final Report (DREF n° MDRID015) - Indonesia",https://reliefweb.int/report/indonesia/indonesia-east-kalimantan-floods-final-report-dref-n-mdrid015,"In line with this forecast, heavy and intense rain from 21 to 22 May 2020 causing floods and submerged 11 villages from eight subdistricts in Samarinda city, East Kalimantan province.
Responding to this event, the mayor of Samarinda City declared a 14-day emergency response period from 22 May to 4 June 2020.
Due to the COVID-19 situation, Samarinda City Disaster Management Agency (Badan Penanggulangan Bencana Daerah, BPBD Kota Samarinda) did not establish IDP centers.
PMI East Kalimantan province transported a set of inflatable boats, 200 set of hygiene kits, 200 sheets of tarpaulins and 200 sheets of blankets from the regional warehouse in Banjarmasin, South Kalimantan to PMI Samarinda City.
Partner National Societies present include American Red Cross, Japanese Red Cross Society, German Red Cross, and Qatar Red Crescent.","red, n, 2020, floods, sets, branch, indonesia, report, kits, support, pmi, dref, mdrid015, east, final, kalimantan, samarinda, city"
12,2021-01-19 00:00:00,"Flooding and Landslides Across Indonesia, January 2021: Information Bulletin - Indonesia",https://reliefweb.int/report/indonesia/flooding-and-landslides-across-indonesia-january-2021-information-bulletin,"Flooding in Lhokseumawe and Langsa, Aceh province, 4 January 2021Excessive rainfall since Saturday, 2 January 2021, caused Kareung Pase river to overflow, flooding several areas in Lhokseumawe and Langsa.
In Langsa, flooding inundated four sub-districts namely Langsa Barat, Langsa Lama, Langsa Baro, and Langsa Timur.
The flood has receded, however, several Langsa areas inundated again on 12 January 2021.
The agency also categorizes several districts in the province —Aceh Barat Daya, Aceh Selatan,Aceh Tenggara, and Gayo Lues— as high-risk flood areas.
Meanwhile, Indonesia’s Center for Volcanology and Geological Hazard Mitigation lists several districts in the province —Aceh Tamiang, Aceh Selatan, Aceh Timur, and Gayo Lues, and Nagan Raya— as high-risk landslides areas.","red, aceh, province, areas, landslides, indonesia, agency, bulletin, langsa, flood, 2021, information, inundated, subdistricts, flooding"
13,2021-01-19 00:00:00,Indonesia: Floods in South Kalimantan - Emergency Plan of Action (EPoA) DREF Operation MDRID021 - Indonesia,https://reliefweb.int/report/indonesia/indonesia-floods-south-kalimantan-emergency-plan-action-epoa-dref-operation,"The most recent event, which commenced on 15 January 2021, has resulted in flooding and landslides in several districts in South Kalimantan province including in Tapin, Hulu Sungai Tengah, Hulu Sungai Utara, Hulu Sungai Selatan, Tanah Laut, Tabalong, Banjar, Banjarbaru, Banjarmasin, Balangan, and Barito Kuala.
Through its disaster monitoring portal - InaRisk, Indonesia’ Disaster Monitoring Agency has listed 13 districts6 in South Kalimantan as moderate-risk and high-risk flood areas.
Flooding in Hulu Sungai Tengah, 14 January 2021In Hulu Sungai Tengah district, flooding occurred on 13 January 2021, at 23.00 local time.
Two sub-districts affected are Kemuning Village (Banjarbaru sub-district) and Guntung Payung Village (Landasan Ulin sub-district).
In Hulu Sungai Utara, flooding is caused by high intensity rain which overflowed Balangan and Tabalong rivers, flooding 4 sub-districts.","floods, epoa, hulu, areas, indonesia, water, flooding, operation, emergency, 2021, inundated, kalimantan, subdistricts, mdrid021, affected, plan, sungai, south, dref, 19"
14,2021-01-17 22:26:13+08:00,"Indonesia floods force evacuations of tens of thousands, kill 20",https://www.scmp.com/news/asia/southeast-asia/article/3118102/indonesia-floods-force-evacuations-tens-thousands-kill-20,"Rescuers assist an elderly man onto their boat in Banjarmasin, South Kalimantan.","man, tens, floods, 20, elderly, indonesia, evacuations, south, banjarmasin, assist, boat, rescuers, force, kalimantan, kill, ap, thousands"
15,2021-01-17 22:26:13+08:00,"SITREP #3 South Kalimantan Floods - Monday, 18 January, 2021 - Indonesia",https://reliefweb.int/report/indonesia/sitrep-3-south-kalimantan-floods-monday-18-january-2021,"Key InformationFloods inundated 10 regencies/cities in South Kalimantan, among others Banjar Regency, Tanah Laut Regency, Banjarbaru City, Tapin Regency, Hulu Sungai Selatan Regency, Balangan Regency,Tabalong Regency, Hulu Sungai Tengah Regency, Banjarmasin City, Batola Regency.
The National road lanes in South Kalimantan Regency connecting regencies and cities are disconnected after being hit by the floods.
Description of SituationRain with medium until high intensity has caused floods since January 12, 2021 in South Kalimantan.
Governor of South Kalimantan Sahbirin Noor has increased the status from emergency alert status to emergency response status.
Until now, the Human Initiative team has been in Hantakan Village, Hulu Sungai Tengah Regency, South Kalimantan.","team, floods, regency, hulu, indonesia, south, 2021, tengah, 18, hantakan, district, kalimantan, sungai, sitrep"
16,2021-01-17 22:26:13+08:00,"Syria war: 20,000 abandon tents after floods inundate camps",https://www.bbc.com/news/world-middle-east-55795078,"""Zainab"", a woman living at a camp in Idlib told Care: ""The water came into the tent where I live with my grandchildren, covering the ground.
We cannot live in it now.
Look at how our situation has become.
We do not have blankets, food, or any other supplies.","told, abandon, situation, floods, living, zainab, inundate, tents, live, tent, look, camps, war, woman, water, supplies, syria, 20000"
17,2021-01-16 00:00:00,What astounds about floods in Brisbane is that they continue to take us by surprise,https://www.abc.net.au/news/2021-01-16/brisbane-flood-history-should-not-take-people-by-surprise/13051826,"( Trove: Illustrated Sydney News )The most astounding thing about floods in Brisbane is that they continue to take us by surprise.
Dr Cook is the author of A River With A City Problem, a history of flood and the management thereof in the Brisbane River.
An aerial shot of the 1974 Brisbane floods.
That is higher than the 1974 flood peak but over two metres less than in 1841 and 1893.
Flood maps for the 1974 and 2011 floods are available on the Brisbane City Council website.","surprise, queensland, astounds, floods, dam, continue, flood, water, dams, 1974, brisbane, 2011, river"
18,2021-01-24 00:00:00,Warning over mental health effects of floods in the UK,https://www.theguardian.com/environment/2021/jan/24/warning-over-mental-health-effects-of-floods-in-the-uk,"Substantial work still needs to be done to protect houses from flood damage and to ensure homes do not dangerously overheat in summer as climate change intensifies storms and heatwaves in the UK.
That is the key message from one of the country’s leading experts on climate change adaptation.
“Not enough has been done to ensure people get help in dealing with this sort of thing,” King added.
“The impact on mental health of having your home flooded is directly related to the extent of the damage caused, and the time it takes to repair it.
“It won’t make recommendations about homes created by converting old office blocks, which have masses of windows but lack additional shuttering or ventilation systems.","warning, uk, floods, health, effects, king, summer, wettest, climate, change, flood, global, mental, houses, homes"
19,2021-02-20 14:03:40+08:00,Thousands evacuated as floods hit Jakarta and nearby areas after heavy rain,https://www.straitstimes.com/asia/se-asia/indonesian-capital-jakarta-slammed-by-monsoon-floods-more-than-1000-forced-to-evacuate,"JAKARTA - Thousands of residents were evacuated to temporary shelters on Saturday (Feb 20) as floods hit Jakarta and its surrounding areas after heavy rain that peaked on Friday evening.
Some neighbourhoods were submerged as river levels rose in the capital city, which is home to more than 10 million people.
Jakarta's streets and toll roads were inundated, prompting toll road operators to temporarily shut several toll gates on Saturday.
Jakarta Governor Anies Baswedan attributed the flood to the high rainfall of more than 150mm in a day.
The weatherman and the National Institute of Aeronautics and Space had sounded early warnings about heavy rain and potential floods earlier in the week in Greater Jakarta.","peaked, floods, areas, rainfall, hit, jakarta, nearby, rose, national, heavy, surrounding, evacuated, toll, rain, city, thousands"
20,2021-02-20 14:03:40+08:00,"Under siege by climate, man-made problems, a sinking Ho Chi Minh City fights to survive",https://www.channelnewsasia.com/cnainsider/siege-climate-man-made-problems-sinking-ho-chi-minh-city-floods-2052231,"HO CHI MINH CITY: Nguyen Van Cu is a construction engineer whose speciality is raising homes.
He recently put the finishing touches to a house he had lifted by more than two metres.
“When the pastor said the church would be raised by two metres, nobody in the parish believed him.
They just didn’t think it would’ve been possible,” Cu recalls.
“The pastor said to me … ‘I had faith in you, but hearing what others in the parish said (worried) me.’”Today, many people in Ho Chi Minh City want their houses raised — because not only does it flood every year during the May to November rainy season, but also the flooding is getting worse.","parish, survive, raised, chi, sinking, siege, metres, climate, problems, pastor, ho, cu, manmade, minh, fights, city, wouldve"
21,2021-02-08 15:33:53+00:00,"Floods trigger power outages, evacuations in Indonesia's capital",https://www.reuters.com/article/us-indonesia-floods-idUSKBN2A81QQ,"JAKARTA (Reuters) - Floods, heavy rain and power outages led people to evacuate their homes in parts of Indonesia’s capital on Monday, with the conditions - worsened by the La Nina weather pattern - expected to continue until March or April.
“Most of our stuff is already on the second floor.”Wooden homes along the river were partially submerged in muddy brown water.
The country’s meteorology, climatology and geophysical agency (BMKG) had issued heavy rain alerts across populous Java island, Bali and parts of eastern Indonesia.
Indonesia frequently suffers floods and landslides, particularly during the rainy season from November to March.
President Joko Widodo in October warned of the hazardous impact of the La Nina weather pattern, like flooding, landslides and agriculture losses, after BMKG indicated monthly rain volume could increase by 20%-40% above normal levels.","weather, capital, floods, indonesias, landslides, nina, outages, evacuations, parts, trigger, la, water, pattern, rain, river, power, flooding"
22,2021-02-07 07:43:32+00:00,"Himalayan glacier breaks in India, around 125 missing in floods",https://www.reuters.com/article/us-india-disaster-idUSKBN2A706O,"NEW DELHI (Reuters) - Around 125 people were missing in northern India after a Himalayan glacier broke and swept away a small hydroelectric dam on Sunday, with floods forcing the evacuation of villages downstream.
“I felt that even we would be swept away.”Uttarakhand Chief Minister Trivendra Singh Rawat said 125 people were missing but the number could rise.
Uttarakhand is prone to flash floods and landslides and the disaster prompted calls by environment groups for a review of power projects in the ecologically sensitive mountains.
A large number of the missing were workers at the 13.2 MW Rishiganga Hydroelectric Project which was destroyed by the bursting of the glacier.
Footage shared by locals showed the water washing away parts of the Rishiganga dam and everything else in its path.","rishiganga, 125, projects, india, minister, floods, glacier, disaster, himalayan, breaks, water, missing, uttarakhand, away, river, power"
23,2021-02-22 00:00:00,'No other option': Deadly India floods bare conflicts from hydropower boom,https://www.reuters.com/business/environment/no-other-option-deadly-india-floods-bare-conflicts-hydropower-boom-2021-02-22/,"Fifteen years ago, bulldozers descended on Raini village to build a dam, part of a push by India to increase hydroelectric power.
The field was lost, and villagers have been in conflict with the Rishiganga Hydropower Project ever since.
Those who managed to find work on the dam clashed with the owners over unpaid wages and alleged construction violations, according to court documents.
MUDDY BANKNOTES, RUBBLEDuring the dam’s construction, blasts from explosives were frequent, according to interviews with about 20 residents and court documents.
“Please help us save our village,” Singh told him.","hydropower, according, india, floods, dam, option, conflicts, deadly, boom, construction, village, bare, raini, dams, singh, court, power"
24,2021-02-22 00:00:00,"Bosnia and Herzegovina: Floods, Final Report, DREF Operation n°MDRBA012, 12 February 2021 - Bosnia and Herzegovina",https://reliefweb.int/report/bosnia-and-herzegovina/bosnia-and-herzegovina-floods-final-report-dref-operation-n-mdrba012,"Đurđevik, in the municipality of Živinice was underwater, 200 residential buildings and 100 auxiliary buildings were flooded.
In the town of Kladanj, 266 households (HHs) were flooded with 1,000 persons affected, of whom 535 were evacuated.
Landslides were a further problem in the Tuzla Canton.
Municipalities Valencia in eastern part of RS and Petrovo in Doboj region had 10 HHs flooded affecting 70 persons.
Floods significantly affected road infrastructure, educational institutions (schools) and water supply lines in some municipalities in Tuzla canton.","canton, floods, report, hhs, flooded, sapna, situation, operation, 2021, final, nmdrba012, tuzla, buildings, bosnia, affected, 12, city, persons, dref, herzegovina"
25,2021-02-06 00:00:00,Indonesian village turns red as floods hit batik-manufacturing hub,https://www.reuters.com/business/environment/indonesian-village-turns-red-floods-hit-batik-manufacturing-hub-2021-02-06/,"Antara Foto/Harviyan Perdana Putra/ via REUTERSJAKARTA, Feb 6 (Reuters) - A surreal, blood-red river inundated the Indonesian village of Jenggot after floods hit a nearby batik factory on Saturday, causing a frenzy on social media.
""I am so afraid if this photo gets into the bad hands of hoax spreaders,"" said a Twitter user Ayah E Arek-Arek.
Bright green water covered another village north of the city during a flood last month.
""Sometimes there are purple puddles on the road too,"" said Twitter user Area Julid, who claimed to be from the area.
""The red flood is due to the batik dye, which has been hit by the flood.","red, user, twitter, floods, unlimited, hub, hit, village, batikmanufacturing, pekalongan, flood, turns, indonesian, water, users, city, batik"
26,2021-02-25 00:00:00,Poor river restoration blamed for Jakarta’s floods,https://www.thejakartapost.com/news/2021/02/25/poor-river-restoration-blamed-for-jakartas-floods.html,"Share this article WhatsappFacebookTwitterLinkedin Budi Sutrisno (The Jakarta Post) Jakarta ● Thu, February 25, 2021The Jakarta administration is in hot water after major floods once again hit the capital city, with critics blaming its poor river restoration projects amid the ongoing polemic of a new city development plan.
At least five people were killed and 1,300 others rushed to shelters as floods submerged neighborhoods in Jakarta over the weekend, with floodwater reaching up to 2.5 meters in some areas.
Jakarta Governor Anies Baswedan said the flow of water from Bogor and Depok in West Java had prolonged the floodwater receding time, which was initially estimated to take only six hours after the rain stopped.
to Read Full Story SUBSCRIBE NOW Starting from IDR 55,000/month Unlimited access to our web and app contente-Post daily digital newspaperNo advertisements, no interruptionsPrivileged access to our events and programsSubscription to our newsletters We accept Register to read 3 premium articles for free Already subscribed?","25, jakartas, floods, poor, blamed, access, jakarta, floodwater, restoration, read, water, whatsappfacebooktwitterlinkedin, west, river, city"
27,2021-02-07 00:00:00,Western Australia seeks federal disaster relief after floods follow devastating fires,https://www.theguardian.com/australia-news/2021/feb/07/wild-weather-forecast-to-hit-south-west-western-australia-after-devastating-fires,"The Western Australian government will seek federal disaster relief to help fast-track road repairs after floods in the state’s north-west.
Heavy rains and strong winds were also expected to hit Perth and parts of the state’s south-west on Sunday and into Monday as the low moved down the coast.
A severe weather warning was in place for the south-west, lower south-west and Great Southern districts.
Reuters reported that six fires in the state’s south-west that authorities said on Sunday were probably deliberately lit were under control.
The Bureau of Meteorology said rainfall of up to 100mm was possible in some areas, with winds gusts likely to hit 100km/h.","weather, state, floods, australia, relief, follow, winds, soon, place, severe, seeks, devastating, disaster, southwest, likely, warning, states, federal, western, fires"
28,2021-02-16 16:34:49+08:00,Flood rescuers in Indonesia take precautions amid Covid-19 pandemic,https://www.straitstimes.com/asia/se-asia/flood-rescuers-in-indonesia-take-precautions-amid-covid-19-pandemic,"JAKARTA - Indonesian rescuers have taken extra measures to protect themselves from being infected with Covid-19 as they battle floods in Jakarta and the surrounding regions.
""We are more scared now because of the pandemic compared to previous years,"" he said.
Anticipating the worst, Dr Joko's team of doctors from Muhammadiyah Disaster Management Centre took extra precautions.
Indonesia's Meteorology, Climatology and Geophysics Agency says the rainy season has yet to peak in many areas, including Jakarta, West Java, Central Java and East Java.
Regional disaster management agencies have already taken early measures to protect rescuers, disaster relief personnel and residents.","evacuees, covid19, relief, jakarta, indonesia, disaster, pandemic, java, sulawesi, flood, month, masks, precautions, rescuers, west, amid"
29,2021-02-17 05:00:00+08:00,Cleaning up after the Carnarvon floods,https://www.farmweekly.com.au/story/7130075/cleaning-up-after-the-carnarvon-floods/,"WITH the flood waters in Carnarvon receding, work has begun to figure out how much damage was caused to plantations in the area.
A Department of Primary Industries and Regional Development (DPIRD) flood impact assessment team, comprising soil and horticultural specialists, hit the ground in Carnarvon earlier this week.
Other affected growers, who would like to arrange an assessment, can contact DPIRD's Carnarvon office.
A 10 kilometre section of the highway north of Carnarvon, from the Blowholes through Minilya to Burkett Road, was completely washed away with the severity of the floods.
""People that are still in production are being faced with extra costs imposed because the trucks are having to come up empty,"" Mr Smith said.","smith, soil, carnarvon, team, floods, flood, affected, cleaning, mr, temporary, growers, levee"
30,2021-02-17 05:00:00+08:00,India lost crops on 18 million hectares to extreme floods from 2017-2019: Govt,https://www.downtoearth.org.in/news/climate-change/india-lost-crops-on-18-million-hectares-to-extreme-floods-from-2017-2019-govt-75506,"In 2018 and 2017, 2.515 mha and 4.973 mha of cropped area was lost in India.
The intensity of extreme floods has increased in the country, affecting newer areas that were not flood-prone earlier.
The flood-prone states of Assam, Bihar and Uttar Pradesh saw extreme floods.
Other states where crop losses were comparatively more were Uttar Pradesh, Assam, Gujarat, Rajasthan and West Bengal.
Kataria said the Flood Management and Border Areas Programme (FMBAP) scheme for flood management worked in the entire country.","india, state, floods, reply, works, flood, crop, hectares, 20172019, rainfall, crops, million, extreme, pradesh, lost, govt, management, states, mha, 18"
31,2021-02-17 05:00:00+08:00,"Nearly 120 schools damaged in northwest Syria by floods, thousands of children pushed out of education - Syrian Arab Republic",https://reliefweb.int/report/syrian-arab-republic/nearly-120-schools-damaged-northwest-syria-floods-thousands-children,"Gaziantep, 01 February 2021 - Nearly 120 schools have been damaged or destroyed over the last week due to severe flooding, as thousands of families struggle with severe winter storms.
At least 21,000 children and more than 980 education personnel have been affected by the recent floods.
At least one million dollars are needed to help education actors respond to the flood crisis.
Urgent support is needed to return children to education, according to Education Cluster for northwest Syria.
Between ongoing hostilities, an underfunded sector, COVID-19 mitigation measures and now the floods, hundreds of thousands of children are at risk of falling out of education.","children, pushed, urgent, floods, nearly, syrian, education, support, schools, needed, northwest, republic, severe, syria, thousands"
32,2021-02-17 05:00:00+08:00,"Flooding in Semarang City, Indonesia - Flash Update #1 - Indonesia",https://reliefweb.int/report/indonesia/flooding-semarang-city-indonesia-flash-update-1,"Indonesia● According to the report from Indonesia’s Badan Nasional Penanggulangan Bencana (BNPB), high intensity rain on 23 February caused flooding in six (6) sub-districts of Semarang City.
● The six sub-districts (6) affected by the flood are as follows: East Semarang, North Semarang, West Semarang, Pedurungan, Genuk, and Gayam Sari.
● As of 26 February, flooding has receded in East Semarang, North Semarang, and Gayam Sari (10-40 cm).
These agencies are also facilitating the evacuation of affected residents and the management of food logistics and aid.
A public kitchen has been established by Semarang City BPBD Office, and aid in the form of rice will be distributed.","update, sari, reported, indonesia, north, flood, affected, flash, agencies, semarang, subdistricts, city, cm, flooding"
33,2021-02-07 20:11:10+05:30,"150 missing, three bodies recovered in Uttarakhand flash floods",https://indianexpress.com/article/india/uttarakhand-glacier-break-flash-flood-rishiganga-7178446/,"National Disaster Response Force teams stationed in Uttarakhand have also left for the spot, sources said.
Nanda Devi glacier broke off in Chamoli district of #Uttarakhand Sunday morning.Damaged a dam on Alaknanda river.
@IndianExpress pic.twitter.com/J0UoBoIJEe — Lalmani Verma (@LalmaniVerma838) February 7, 2021“At around 10:45 hours flash flood occurred in river Rishiganga due to falling of glacier in the river which exponentially increased the volume of water.
ITBP teams are removing the debris to rescue the trapped labourers.
In 2013, following a cloudburst over Kedarnath, Uttarakhand had witnessed one of the worst floods in its history.","rishiganga, alaknanda, teams, spot, floods, rawat, ganga, 150, flash, bodies, recovered, itbp, missing, project, uttarakhand, river"
34,2021-02-07 20:11:10+05:30,Eloise Floods Mozambique,https://earthobservatory.nasa.gov/images/147866/eloise-floods-mozambique,"In late January 2021, Tropical Cyclone Eloise caused widespread damage and heavy flooding in central Mozambique.
These images show flooding on January 30, 2021, seven days after Eloise made landfall near the coastal city of Beira.
After crossing northern Madagascar and before making landfall on mainland Africa, Eloise slightly strengthened due to warm waters in the Mozambique Channel.
Most of the areas hit by Eloise are still recovering from cyclones Idai and Kenneth in 2019, which claimed hundreds of lives.
After making landfall in Mozambique, Eloise continued across southern Africa, though in a weakened state.","mozambique, floods, storm, landfall, making, africa, eloise, beira, water, images, flooding"
